Season,Name,Team,Pos,G,GS,Inn,PO,A,E,FE,TE,DP,DPS,DPT,DPF,Scp,SB,CS,PB,WP,Plays,NameASCII,PlayerId,MLBAMID
2002,"Coco Crisp","CLE","LF",2,1,9,1,0,0,0,0,0,0,0,0,,,,,,0,"Coco Crisp",1572,424825
2002,"Travis Hafner","TEX","1B",3,3,22,7,3,1,1,0,0,0,0,0,0,,,,,0,"Travis Hafner",1573,400098
2002,"Kit Pellow","KCR","1B",10,3,39.1,36,3,0,0,0,5,0,0,5,0,,,,,0,"Kit Pellow",1576,408227
2002,"Kit Pellow","KCR","3B",12,10,79.1,6,21,5,3,2,3,3,0,0,,,,,,0,"Kit Pellow",1576,408227
2002,"Chone Figgins","ANA","2B",8,1,29,7,9,1,1,0,2,0,2,0,,,,,,0,"Chone Figgins",1580,408210
2002,"Greg LaRocca","CLE","2B",3,1,13,3,4,0,0,0,1,0,1,0,,,,,,0,"Greg LaRocca",1582,342992
2002,"Greg LaRocca","CLE","3B",15,13,112,9,15,6,1,5,1,1,0,0,,,,,,0,"Greg LaRocca",1582,342992
2002,"Luke Allen","LAD","RF",3,1,16,4,0,0,0,0,0,0,0,0,,,,,,0,"Luke Allen",1586,282598
2002,"Tony Alvarez","PIT","CF",6,5,41.2,5,0,0,0,0,0,0,0,0,,,,,,0,"Tony Alvarez",1587,407887
2002,"Tony Alvarez","PIT","LF",2,1,15,4,0,0,0,0,0,0,0,0,,,,,,0,"Tony Alvarez",1587,407887
2002,"Tony Alvarez","PIT","RF",1,0,4,1,0,0,0,0,0,0,0,0,,,,,,0,"Tony Alvarez",1587,407887
2002,"Shane Andrews","BOS","1B",2,1,12,6,1,0,0,0,1,0,0,1,0,,,,,0,"Shane Andrews",1588,110262
2002,"Shane Andrews","BOS","3B",4,2,20,3,6,0,0,0,1,1,0,0,,,,,,0,"Shane Andrews",1588,110262
2002,"Shane Andrews","BOS","LF",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Shane Andrews",1588,110262
2002,"Brian Banks","FLA","1B",1,0,2,2,0,1,1,0,1,0,0,1,0,,,,,0,"Brian Banks",1589,110532
2002,"Brian Banks","FLA","3B",1,0,2,1,1,0,0,0,0,0,0,0,,,,,,0,"Brian Banks",1589,110532
2002,"Brian Banks","FLA","LF",3,1,11,3,0,0,0,0,0,0,0,0,,,,,,0,"Brian Banks",1589,110532
2002,"Brian Banks","FLA","RF",5,4,27,5,0,0,0,0,0,0,0,0,,,,,,0,"Brian Banks",1589,110532
2002,"Jamey Carroll","MON","2B",1,0,2,0,0,0,0,0,0,0,0,0,,,,,,0,"Jamey Carroll",1591,425206
2002,"Jamey Carroll","MON","3B",13,13,125,7,26,3,2,1,2,2,0,0,,,,,,0,"Jamey Carroll",1591,425206
2002,"Jamey Carroll","MON","SS",3,3,26.2,6,10,1,1,0,1,1,0,1,,,,,,0,"Jamey Carroll",1591,425206
2002,"Ryan Christenson","MIL","CF",16,11,111.2,28,0,0,0,0,0,0,0,0,,,,,,0,"Ryan Christenson",1594,134342
2002,"Ryan Christenson","MIL","LF",6,3,30,8,0,0,0,0,0,0,0,0,,,,,,0,"Ryan Christenson",1594,134342
2002,"Ivan Cruz","STL","1B",6,0,12,11,1,0,0,0,0,0,0,0,0,,,,,0,"Ivan Cruz",1596,112905
2002,"J.J. Davis","PIT","RF",4,2,18.2,3,0,0,0,0,0,0,0,0,,,,,,0,"J.J. Davis",1597,400051
2002,"Jose Flores","OAK","2B",2,1,6,0,0,0,0,0,0,0,0,0,,,,,,0,"Jose Flores",1602,150107
2002,"Jose Flores","OAK","SS",1,0,2.1,1,0,0,0,0,0,0,0,0,,,,,,0,"Jose Flores",1602,150107
2002,"Jason Grabowski","OAK","LF",4,3,27,6,0,0,0,0,0,0,0,0,,,,,,0,"Jason Grabowski",1604,276543
2002,"Bill Hall","MIL","3B",2,0,5,2,0,0,0,0,0,0,0,0,,,,,,0,"Bill Hall",1605,407849
2002,"Bill Hall","MIL","SS",13,9,86,16,22,2,1,1,5,2,3,1,,,,,,0,"Bill Hall",1605,407849
2002,"Omar Infante","DET","2B",2,2,18,5,9,0,0,0,4,2,2,0,,,,,,0,"Omar Infante",1609,408299
2002,"Omar Infante","DET","SS",16,16,140,16,54,5,2,3,10,7,3,0,,,,,,0,"Omar Infante",1609,408299
2002,"Felix Jose","ARI","LF",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"Felix Jose",1610,116768
2002,"Felix Jose","ARI","RF",4,4,33.1,5,0,0,0,0,0,0,0,0,,,,,,0,"Felix Jose",1610,116768
2002,"Kevin Orie","CHC","3B",12,9,81,5,12,2,1,1,1,1,0,0,,,,,,0,"Kevin Orie",1616,120047
2002,"Ed Rogers","BAL","SS",4,0,7,2,5,0,0,0,1,0,1,0,,,,,,0,"Ed Rogers",1621,407855
2002,"Wilkin Ruan","LAD","CF",5,1,20,6,0,0,0,0,0,0,0,0,,,,,,0,"Wilkin Ruan",1622,400118
2002,"Jim Rushford","MIL","LF",1,1,8,3,0,1,1,0,0,0,0,0,,,,,,0,"Jim Rushford",1623,425106
2002,"Jim Rushford","MIL","RF",21,20,173,40,0,1,1,0,0,0,0,0,,,,,,0,"Jim Rushford",1623,425106
2002,"Freddy Sanchez","BOS","2B",5,3,31,5,9,0,0,0,1,0,1,0,,,,,,0,"Freddy Sanchez",1624,408108
2002,"Freddy Sanchez","BOS","SS",5,1,17,5,3,0,0,0,1,0,1,0,,,,,,0,"Freddy Sanchez",1624,408108
2002,"Esix Snead","NYM","CF",5,0,14,4,0,0,0,0,0,0,0,0,,,,,,0,"Esix Snead",1626,400109
2002,"Esix Snead","NYM","LF",1,1,9,1,0,0,0,0,0,0,0,0,,,,,,0,"Esix Snead",1626,400109
2002,"Eric Valent","PHI","1B",1,0,5,3,0,1,0,0,1,0,0,2,0,,,,,0,"Eric Valent",1629,346858
2002,"Eric Valent","PHI","RF",2,0,7.2,0,0,0,0,0,0,0,0,0,,,,,,0,"Eric Valent",1629,346858
2002,"David Lamb","MIN","2B",2,1,12,6,4,0,0,0,1,0,1,0,,,,,,0,"David Lamb",1635,150138
2002,"David Lamb","MIN","3B",1,0,1,0,0,0,0,0,0,0,0,0,,,,,,0,"David Lamb",1635,150138
2002,"David Lamb","MIN","SS",4,0,10,4,1,0,0,0,1,0,1,0,,,,,,0,"David Lamb",1635,150138
2002,"Michael Ryan","MIN","CF",3,0,8,1,0,0,0,0,0,0,0,0,,,,,,0,"Michael Ryan",1643,408050
2002,"Michael Ryan","MIN","LF",4,2,15,2,0,0,0,0,0,0,0,0,,,,,,0,"Michael Ryan",1643,408050
2002,"Todd Sears","MIN","1B",6,2,27,26,2,0,0,0,2,0,0,3,0,,,,,0,"Todd Sears",1645,331492
2002,"Kevin Appier","ANA","P",32,32,188.1,17,14,0,0,0,0,0,0,0,,11,,,,,"Kevin Appier",3,110293
2002,"Mickey Callaway","ANA","P",6,6,34.1,4,4,2,0,2,1,1,0,0,,1,,,,,"Mickey Callaway",7,209068
2002,"Dennis Cook","ANA","P",37,0,24,2,0,1,0,1,0,0,0,0,,1,,,,,"Dennis Cook",8,112621
2002,"Jorge Fabregas","ANA","C",32,23,214,156,8,1,0,1,0,1,0,0,,18,5,1,4,,"Jorge Fabregas",12,113966
2002,"Jorge Fabregas","MIL","C",20,17,149,118,9,1,0,1,0,0,0,0,,7,5,1,6,,"Jorge Fabregas",12,113966
2002,"Al Levine","ANA","P",52,0,63.2,2,12,0,0,0,0,0,0,0,,5,,,,,"Al Levine",20,117722
2002,"Mark Lukasiewicz","ANA","P",17,0,14,1,0,1,0,1,0,0,0,0,,0,,,,,"Mark Lukasiewicz",21,400081
2002,"Bengie Molina","ANA","C",121,114,1014.1,707,60,1,0,1,1,4,1,1,,43,35,5,34,,"Bengie Molina",24,134260
2002,"José Molina","ANA","C",29,24,210,155,16,3,1,2,0,5,0,0,,15,9,1,11,,"Jose Molina",25,150040
2002,"Ramon Ortiz","ANA","P",32,32,217.1,8,19,4,3,1,1,1,0,0,,11,,,,,"Ramon Ortiz",27,150009
2002,"Troy Percival","ANA","P",58,0,56.1,1,3,0,0,0,0,0,0,0,,5,,,,,"Troy Percival",29,120401
2002,"Lou Pote","ANA","P",31,0,50.1,4,11,1,0,1,0,0,0,0,,5,,,,,"Lou Pote",30,150010
2002,"Scott Schoeneweis","ANA","P",54,15,118,3,17,1,0,1,1,2,0,0,,6,,,,,"Scott Schoeneweis",33,150011
2002,"Aaron Sele","ANA","P",26,26,160,3,11,0,0,0,1,1,0,0,,6,,,,,"Aaron Sele",34,121986
2002,"Scot Shields","ANA","P",29,1,49,2,6,0,0,0,0,0,0,0,,2,,,,,"Scot Shields",35,276912
2002,"Donne Wall","ANA","P",17,0,21,0,6,0,0,0,0,0,0,0,,2,,,,,"Donne Wall",39,123849
2002,"Jarrod Washburn","ANA","P",32,32,206,6,14,1,0,1,0,0,0,0,,5,,,,,"Jarrod Washburn",40,132220
2002,"Ben Weber","ANA","P",63,0,78,4,15,0,0,0,1,1,0,0,,1,,,,,"Ben Weber",41,276533
2002,"Matt Wise","ANA","P",7,0,8.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Matt Wise",42,277184
2002,"Shawn Wooten","ANA","C",2,1,7,2,1,0,0,0,0,0,0,0,,1,0,0,3,,"Shawn Wooten",43,279564
2002,"Brian Anderson","ARI","P",35,24,156,5,36,2,0,2,4,4,0,0,,4,,,,,"Brian Anderson",44,110230
2002,"Rod Barajas","ARI","C",69,41,404,292,18,1,0,1,0,0,1,0,,18,10,4,11,,"Rod Barajas",45,150148
2002,"Miguel Batista","ARI","P",36,29,184.2,8,33,1,1,0,2,2,0,0,,12,,,,,"Miguel Batista",46,110683
2002,"Mark Grace","ARI","P",1,0,1,0,0,0,0,0,0,0,0,0,,0,,,,,"Mark Grace",56,115007
2002,"Rick Helling","ARI","P",30,30,175.2,4,17,1,1,0,1,1,0,0,,4,,,,,"Rick Helling",58,115727
2002,"Jonathan Johnson","SDP","P",16,0,15.1,0,0,1,0,1,0,0,0,0,,2,,,,,"Jonathan Johnson",59,150282
2002,"Randy Johnson","ARI","P",35,35,260,5,19,2,1,1,1,2,0,0,,19,,,,,"Randy Johnson",60,116615
2002,"Byung-Hyun Kim","ARI","P",72,0,84,3,11,1,0,1,2,2,0,0,,5,,,,,"Byung-Hyun Kim",61,218294
2002,"Mike Koplove","ARI","P",55,0,61.2,2,12,0,0,0,1,2,0,0,,4,,,,,"Mike Koplove",63,407377
2002,"Matt Mantei","ARI","P",31,0,26.2,0,2,0,0,0,0,0,0,0,,1,,,,,"Matt Mantei",64,118256
2002,"Damian Miller","ARI","C",100,90,764,718,49,2,0,2,1,7,1,0,,41,25,8,29,,"Damian Miller",65,119064
2002,"Chad Moeller","ARI","C",35,31,278.2,311,7,1,0,1,0,1,0,0,,18,8,1,8,,"Chad Moeller",66,150224
2002,"Mike Morgan","ARI","P",29,0,34,1,3,1,0,1,0,0,0,0,,3,,,,,"Mike Morgan",67,119374
2002,"Mike Myers","ARI","P",69,0,37,2,11,0,0,0,0,0,0,0,,2,,,,,"Mike Myers",68,119624
2002,"Eddie Oropesa","ARI","P",32,0,25.1,1,4,1,0,1,0,0,0,0,,0,,,,,"Eddie Oropesa",69,400280
2002,"Jose Parra","ARI","P",16,0,14,1,1,0,0,0,0,0,0,0,,1,,,,,"Jose Parra",70,120244
2002,"John Patterson","ARI","P",7,5,30.2,1,5,0,0,0,0,0,0,0,,2,,,,,"John Patterson",71,279568
2002,"Armando Reynoso","ARI","P",2,0,1.2,0,0,0,0,0,0,0,0,0,,0,,,,,"Armando Reynoso",72,121117
2002,"Curt Schilling","ARI","P",36,35,259.1,9,16,0,0,0,1,1,0,0,,9,,,,,"Curt Schilling",73,121811
2002,"Todd Stottlemyre","ARI","P",5,4,20.1,1,3,0,0,0,0,0,0,0,,3,,,,,"Todd Stottlemyre",75,122840
2002,"Greg Swindell","ARI","P",34,0,33,1,3,0,0,0,1,1,0,0,,2,,,,,"Greg Swindell",76,123057
2002,"Henry Blanco","ATL","C",79,64,594.2,418,38,3,0,3,1,1,0,0,,37,21,6,15,,"Henry Blanco",81,111072
2002,"Jung Keun Bong","ATL","P",1,1,6,0,1,0,0,0,1,1,0,0,,1,,,,,"Jung Keun Bong",82,407794
2002,"John Ennis","ATL","P",1,1,4,1,2,0,0,0,1,0,0,1,,0,,,,,"John Ennis",85,407795
2002,"John Foster","ATL","P",5,0,5,0,0,0,0,0,0,0,0,0,,0,,,,,"John Foster",86,407796
2002,"Tom Glavine","ATL","P",36,36,224.2,22,49,0,0,0,2,3,0,0,,13,,,,,"Tom Glavine",90,114849
2002,"Kevin Gryboski","ATL","P",57,0,51.2,2,4,0,0,0,0,0,0,0,,6,,,,,"Kevin Gryboski",91,407839
2002,"Chris Hammond","ATL","P",63,0,76,2,16,0,0,0,2,2,0,0,,2,,,,,"Chris Hammond",92,115391
2002,"Darren Holmes","ATL","P",55,0,54.2,4,8,3,1,2,0,0,0,0,,3,,,,,"Darren Holmes",95,116100
2002,"Kerry Ligtenberg","ATL","P",52,0,66.2,1,8,1,0,1,1,1,0,0,,7,,,,,"Kerry Ligtenberg",100,117763
2002,"Albie Lopez","ATL","P",30,4,55.2,4,3,0,0,0,1,1,0,0,,2,,,,,"Albie Lopez",102,117913
2002,"Javy Lopez","ATL","C",103,92,815.1,636,55,10,2,8,4,8,1,1,,54,33,5,22,,"Javy Lopez",103,117919
2002,"Greg Maddux","ATL","P",34,34,199.1,21,48,1,0,1,3,2,0,1,,24,,,,,"Greg Maddux",104,118120
2002,"Jason Marquis","ATL","P",22,22,114.1,18,10,1,0,1,1,1,0,0,,3,,,,,"Jason Marquis",105,150302
2002,"Kevin Millwood","ATL","P",35,34,217,7,25,2,2,0,2,2,0,0,,21,,,,,"Kevin Millwood",106,119154
2002,"Damian Moss","ATL","P",33,29,179,5,36,2,0,2,3,3,0,0,,8,,,,,"Damian Moss",107,150305
2002,"Mike Remlinger","ATL","P",73,0,68,1,10,0,0,0,1,1,0,0,,0,,,,,"Mike Remlinger",111,121060
2002,"John Smoltz","ATL","P",75,0,80.1,11,11,0,0,0,0,0,0,0,,2,,,,,"John Smoltz",115,122477
2002,"Steve Torrealba","ATL","C",12,5,57.1,40,2,0,0,0,0,1,0,0,,5,1,1,3,,"Steve Torrealba",119,279576
2002,"Rick Bauer","BAL","P",56,1,83.2,1,16,0,0,0,2,2,0,0,,5,,,,,"Rick Bauer",125,407400
2002,"Erik Bedard","BAL","P",2,0,0.2,0,0,0,0,0,0,0,0,0,,0,,,,,"Erik Bedard",126,407853
2002,"Chris Brock","BAL","P",22,0,44,2,6,1,0,1,2,2,0,0,,3,,,,,"Chris Brock",130,111496
2002,"Sean Douglass","BAL","P",15,8,53.1,3,8,0,0,0,2,2,0,0,,4,,,,,"Sean Douglass",133,346868
2002,"Travis Driskill","BAL","P",29,19,132.2,7,13,0,0,0,1,1,0,0,,2,,,,,"Travis Driskill",134,150344
2002,"Scott Erickson","BAL","P",29,28,160.2,14,22,3,1,2,2,2,0,0,,17,,,,,"Scott Erickson",137,113884
2002,"Brook Fordyce","BAL","C",55,39,369,266,9,4,2,2,0,1,0,1,,41,8,3,11,,"Brook Fordyce",138,114309
2002,"Geronimo Gil","BAL","C",125,122,1068.2,740,59,4,0,4,4,9,4,2,,61,35,19,42,,"Geronimo Gil",142,282594
2002,"Buddy Groom","BAL","P",70,0,62,3,4,0,0,0,0,0,0,0,,1,,,,,"Buddy Groom",143,115183
2002,"Pat Hentgen","BAL","P",4,4,22,4,2,0,0,0,0,0,0,0,,0,,,,,"Pat Hentgen",145,115797
2002,"Jason Johnson","BAL","P",22,22,131.1,8,13,0,0,0,3,4,0,0,,12,,,,,"Jason Johnson",147,116595
2002,"Jorge Julio","BAL","P",67,0,68,5,5,0,0,0,0,0,0,0,,7,,,,,"Jorge Julio",148,406402
2002,"Rodrigo Lopez","BAL","P",33,28,196.2,6,25,1,0,1,2,3,0,0,,14,,,,,"Rodrigo Lopez",150,150438
2002,"Calvin Maduro","BAL","P",12,10,56.2,6,4,0,0,0,0,0,0,0,,7,,,,,"Calvin Maduro",151,118130
2002,"Izzy Molina","BAL","C",1,1,9,7,1,0,0,0,0,0,0,0,,1,1,0,1,,"Izzy Molina",156,119234
2002,"Sidney Ponson","BAL","P",28,28,176,20,21,0,0,0,1,3,0,0,,6,,,,,"Sidney Ponson",161,132260
2002,"Willis Roberts","BAL","P",66,0,75,4,10,2,0,2,0,0,0,0,,7,,,,,"Willis Roberts",167,150199
2002,"B.J. Ryan","BAL","P",67,0,57.2,1,8,0,0,0,1,1,0,0,,4,,,,,"B.J. Ryan",168,124805
2002,"Rolando Arrojo","BOS","P",29,8,81.1,13,5,2,1,1,2,0,0,2,,2,,,,,"Rolando Arrojo",174,134361
2002,"Kevin Brown","BOS","C",2,0,3,1,0,0,0,0,0,0,0,0,,0,0,0,0,,"Kevin Brown",178,111567
2002,"John Burkett","BOS","P",29,29,173,8,11,1,1,0,0,1,0,0,,11,,,,,"John Burkett",179,111734
2002,"Frank Castillo","BOS","P",36,23,163.1,10,18,0,0,0,0,0,0,0,,24,,,,,"Frank Castillo",180,112113
2002,"Casey Fossum","BOS","P",43,12,106.2,8,4,0,0,0,1,2,0,1,,7,,,,,"Casey Fossum",188,407154
2002,"Rich Garces","BOS","P",26,0,21.1,0,5,0,0,0,0,0,0,0,,2,,,,,"Rich Garces",189,114581
2002,"Wayne Gomes","BOS","P",20,0,21.1,0,0,1,1,0,0,0,0,0,,1,,,,,"Wayne Gomes",191,114908
2002,"Chris Haney","BOS","P",24,0,30,3,3,0,0,0,0,0,0,0,,0,,,,,"Chris Haney",192,115415
2002,"Dustin Hermanson","BOS","P",12,1,22,4,0,0,0,0,0,0,0,0,,0,,,,,"Dustin Hermanson",195,115812
2002,"Sun-Woo Kim","BOS","P",15,2,29,1,2,0,0,0,0,0,0,0,,2,,,,,"Sun-Woo Kim",197,279615
2002,"Sun-Woo Kim","MON","P",4,3,20.1,1,2,0,0,0,0,0,0,0,,1,,,,,"Sun-Woo Kim",197,279615
2002,"Derek Lowe","BOS","P",32,32,219.2,18,31,0,0,0,1,1,1,0,,19,,,,,"Derek Lowe",199,117955
2002,"Pedro Martinez","BOS","P",30,30,199.1,16,16,2,2,0,1,1,0,0,,8,,,,,"Pedro Martinez",200,118377
2002,"Doug Mirabelli","BOS","C",50,41,378.1,285,30,0,0,0,0,3,0,0,,37,19,10,12,,"Doug Mirabelli",202,119182
2002,"Darren Oliver","BOS","P",14,9,58,2,6,0,0,0,0,0,0,0,,4,,,,,"Darren Oliver",206,119984
2002,"Ugueth Urbina","BOS","P",61,0,60,7,1,0,0,0,1,0,0,1,,6,,,,,"Ugueth Urbina",216,123584
2002,"Jason Varitek","BOS","C",127,121,1064.2,913,53,4,0,4,1,6,3,2,,81,31,10,19,,"Jason Varitek",217,123660
2002,"Tim Wakefield","BOS","P",45,15,163.1,9,9,1,0,1,4,2,0,2,,21,,,,,"Tim Wakefield",219,123801
2002,"Sandy Alomar Jr.","CHW","C",50,46,403,292,14,2,0,2,0,3,0,0,,36,10,2,10,,"Sandy Alomar Jr.",221,110184
2002,"Sandy Alomar Jr.","COL","C",37,30,269.2,188,8,0,0,0,0,1,0,0,,13,5,3,1,,"Sandy Alomar Jr.",221,110184
2002,"Rocky Biddle","CHW","P",44,7,77.2,8,8,0,0,0,0,0,0,0,,8,,,,,"Rocky Biddle",223,335092
2002,"Mark Buehrle","CHW","P",34,34,239,5,46,2,0,2,2,3,0,0,,4,,,,,"Mark Buehrle",225,279824
2002,"Keith Foulke","CHW","P",65,0,77.2,6,6,0,0,0,0,1,0,0,,7,,,,,"Keith Foulke",231,114342
2002,"Jon Garland","CHW","P",33,33,192.2,10,21,0,0,0,3,3,0,0,,6,,,,,"Jon Garland",232,279782
2002,"Matt Ginter","CHW","P",33,0,54.1,4,2,0,0,0,1,1,0,0,,5,,,,,"Matt Ginter",233,215197
2002,"Gary Glover","CHW","P",41,22,138.1,10,19,0,0,0,0,0,0,0,,15,,,,,"Gary Glover",234,150474
2002,"Bob Howry","BOS","P",20,0,18,0,3,0,0,0,0,0,0,0,,1,,,,,"Bob Howry",237,133982
2002,"Bob Howry","CHW","P",47,0,50.2,3,5,1,0,1,0,0,0,0,,4,,,,,"Bob Howry",237,133982
2002,"Mark Johnson","CHW","C",85,80,708.1,486,26,3,0,3,0,1,0,2,,42,24,3,31,,"Mark Johnson",240,150322
2002,"Damaso Marte","CHW","P",68,0,60.1,0,10,0,0,0,0,0,0,0,,6,,,,,"Damaso Marte",247,150122
2002,"Antonio Osuna","CHW","P",59,0,67.2,7,10,0,0,0,2,1,0,1,,3,,,,,"Antonio Osuna",249,120107
2002,"Jim Parque","CHW","P",8,4,25.2,0,2,0,0,0,0,0,0,0,,3,,,,,"Jim Parque",250,133220
2002,"Josh Paul","CHW","C",32,30,263.1,201,6,2,0,2,0,0,0,1,,20,3,2,12,,"Josh Paul",251,150331
2002,"Mike Porzio","CHW","P",32,0,43,3,3,0,0,0,1,1,0,0,,1,,,,,"Mike Porzio",252,150053
2002,"Todd Ritchie","CHW","P",26,23,133.2,9,18,3,1,2,1,1,0,0,,15,,,,,"Todd Ritchie",253,121234
2002,"Dan Wright","CHW","P",33,33,196.1,10,28,0,0,0,1,1,0,0,,19,,,,,"Dan Wright",258,216106
2002,"Kelly Wunsch","CHW","P",50,0,31.2,0,3,0,0,0,0,1,0,0,,2,,,,,"Kelly Wunsch",259,279823
2002,"Antonio Alfonseca","CHC","P",66,0,74.1,4,12,1,1,0,1,1,0,0,,8,,,,,"Antonio Alfonseca",260,110134
2002,"Alan Benes","CHC","P",7,7,39.1,2,4,0,0,0,0,1,1,0,,3,,,,,"Alan Benes",265,110853
2002,"Jason Bere","CHC","P",16,16,85.2,4,11,2,0,2,1,0,0,1,,11,,,,,"Jason Bere",266,110891
2002,"Joe Borowski","CHC","P",73,0,95.2,5,9,1,1,0,2,2,0,2,,13,,,,,"Joe Borowski",267,111244
2002,"Scott Chiasson","CHC","P",4,0,4.2,0,1,0,0,0,0,0,0,0,,1,,,,,"Scott Chiasson",269,400130
2002,"Matt Clement","CHC","P",32,32,205,8,23,2,0,2,0,1,0,0,,6,,,,,"Matt Clement",271,136725
2002,"Juan Cruz","CHC","P",45,9,97.1,3,12,3,2,1,0,0,0,0,,11,,,,,"Juan Cruz",273,407297
2002,"Will Cunnane","CHC","P",16,0,26.1,1,2,0,0,0,1,1,0,0,,1,,,,,"Will Cunnane",274,112940
2002,"Courtney Duncan","CHC","P",2,0,2.1,0,0,0,0,0,0,0,0,0,,0,,,,,"Courtney Duncan",276,400131
2002,"Kyle Farnsworth","CHC","P",45,0,46.2,0,5,0,0,0,0,0,0,0,,11,,,,,"Kyle Farnsworth",278,150035
2002,"Jeff Fassero","CHC","P",57,0,51,2,6,0,0,0,0,0,0,0,,1,,,,,"Jeff Fassero",279,114032
2002,"Jeff Fassero","STL","P",16,0,18,2,3,0,0,0,0,0,0,0,,1,,,,,"Jeff Fassero",279,114032
2002,"Joe Girardi","CHC","C",88,67,616.2,556,43,6,0,6,1,5,1,1,,45,20,6,17,,"Joe Girardi",280,114833
2002,"Tom Gordon","CHC","P",19,0,23.2,1,4,0,0,0,1,1,0,0,,2,,,,,"Tom Gordon",282,114971
2002,"Tom Gordon","HOU","P",15,0,19,0,2,1,0,1,0,0,0,0,,1,,,,,"Tom Gordon",282,114971
2002,"Todd Hundley","CHC","C",78,71,603.1,624,37,11,3,7,0,6,2,1,,57,20,7,17,,"Todd Hundley",284,116316
2002,"Jon Lieber","CHC","P",21,21,141,5,19,0,0,0,1,1,0,0,,3,,,,,"Jon Lieber",287,117758
2002,"Robert Machado","CHC","C",21,15,138,110,26,3,0,3,1,2,0,1,,10,10,1,6,,"Robert Machado",289,118079
2002,"Robert Machado","MIL","C",48,45,382,278,30,4,1,3,1,4,0,1,,32,14,2,14,,"Robert Machado",289,118079
2002,"Ron Mahay","CHC","P",11,0,14.2,1,1,1,0,1,0,0,0,0,,0,,,,,"Ron Mahay",290,118158
2002,"Pat Mahomes","CHC","P",16,2,32.2,1,6,0,0,0,0,0,0,0,,3,,,,,"Pat Mahomes",291,118163
2002,"Donovan Osborne","CHC","P",11,0,16,0,2,0,0,0,0,0,0,0,,3,,,,,"Donovan Osborne",299,120085
2002,"Mark Prior","CHC","P",19,19,116.2,1,8,0,0,0,0,0,0,0,,13,,,,,"Mark Prior",301,407578
2002,"Kerry Wood","CHC","P",33,33,213.2,14,20,0,0,0,3,1,0,2,,13,,,,,"Kerry Wood",304,134268
2002,"Carlos Zambrano","CHC","P",32,16,108.1,9,26,0,0,0,3,3,1,0,,7,,,,,"Carlos Zambrano",305,407296
2002,"Jose Acevedo","CIN","P",6,5,23.2,2,1,0,0,0,0,0,0,0,,2,,,,,"Jose Acevedo",307,406895
2002,"Carlos Almanzar","CIN","P",8,1,11.2,0,3,0,0,0,1,1,0,0,,0,,,,,"Carlos Almanzar",308,110179
2002,"Jim Brower","CIN","P",22,0,39.1,4,5,0,0,0,0,0,0,0,,2,,,,,"Jim Brower",313,150342
2002,"Jim Brower","MON","P",30,0,41,5,6,0,0,0,0,0,0,0,,5,,,,,"Jim Brower",313,150342
2002,"Elmer Dessens","CIN","P",30,30,178,12,27,1,1,0,2,1,0,2,,8,,,,,"Elmer Dessens",317,113296
2002,"Jared Fernandez","CIN","P",14,8,51.2,3,12,0,0,0,0,0,0,0,,9,,,,,"Jared Fernandez",324,220594
2002,"Danny Graves","CIN","P",68,4,98.2,13,20,0,0,0,0,0,0,0,,1,,,,,"Danny Graves",326,115056
2002,"Joey Hamilton","CIN","P",39,17,124.2,6,14,3,1,2,0,0,0,0,,0,,,,,"Joey Hamilton",328,115383
2002,"Jimmy Haynes","CIN","P",34,34,196.2,10,28,3,1,2,4,3,0,1,,4,,,,,"Jimmy Haynes",329,115649
2002,"Jason LaRue","CIN","C",110,100,906.1,628,55,4,0,4,1,3,1,1,,34,28,20,39,,"Jason LaRue",337,150178
2002,"Corky Miller","CIN","C",38,35,301,220,24,2,1,1,1,2,1,2,,14,7,1,9,,"Corky Miller",342,280061
2002,"Luis Pineda","CIN","P",26,2,32.1,1,1,0,0,0,1,0,0,1,,1,,,,,"Luis Pineda",346,400079
2002,"Chris Reitsma","CIN","P",32,21,138.1,8,19,1,1,0,1,1,0,0,,5,,,,,"Chris Reitsma",348,277410
2002,"Jose Rijo","CIN","P",31,9,77,4,13,0,0,0,0,0,0,0,,7,,,,,"Jose Rijo",349,121206
2002,"Jose Silva","CIN","P",12,0,23.1,3,8,0,0,0,1,1,0,0,,1,,,,,"Jose Silva",354,122231
2002,"Kelly Stinnett","CIN","C",30,27,246.1,189,14,2,0,2,1,2,1,0,,19,7,7,4,,"Kelly Stinnett",356,122803
2002,"Scott Sullivan","CIN","P",71,0,78.2,3,5,3,0,3,0,0,0,0,,1,,,,,"Scott Sullivan",357,122975
2002,"Gabe White","CIN","P",62,0,54.1,3,5,0,0,0,0,1,0,0,,7,,,,,"Gabe White",360,124171
2002,"Scott Williamson","CIN","P",63,0,74,2,7,1,0,1,0,1,0,0,,6,,,,,"Scott Williamson",361,150182
2002,"Danys Baez","CLE","P",39,26,165.1,12,17,2,0,2,0,1,0,0,,11,,,,,"Danys Baez",367,276056
2002,"Bartolo Colon","CLE","P",16,16,116.1,7,16,2,1,1,3,3,0,0,,2,,,,,"Bartolo Colon",375,112526
2002,"Bartolo Colon","MON","P",17,17,117,6,14,1,0,1,1,0,0,1,,3,,,,,"Bartolo Colon",375,112526
