PlayerId,WAR,RA9-WAR,aWAR
1014369,131.46873930096626,179.1756804138422,155.3222099
1006511,116.41905987262726,155.85668977815658,136.1378748
815,133.68921051360667,141.73244711570442,137.7108288
1000128,95.74026644974947,129.41562727093697,112.5779469
1009564,80.03153276443481,127.5227599143982,103.7771463
104,116.66175523772836,123.3783642752096,120.0200598
1011708,92.37065120600164,116.69537453353405,104.5330129
1005099,87.36987006664276,112.63700067996979,100.0034354
1012299,74.45610714,109.2071072421968,91.83160719
1008235,90.01149663189426,109.12526479363441,99.56838071
1006743,69.86087912,108.98997551202774,89.42542732
60,110.4543125089258,105.02225984074175,107.7382862
1001098,102.91327339038253,99.74081028,101.3270418
1002293,69.85441353917122,98.43495661020279,84.14468507
1010210,100.06021058186889,97.99626388400793,99.02823723
1001964,96.45126784965396,95.46332492679358,95.95729639
1010385,67.82714891433716,93.87746930122375,80.85230911
1004662,82.25803171098232,92.98778183758259,87.62290677
1010631,49.285239577293396,92.54189741611481,70.9135685
1009973,56.57196727395058,91.64736968977377,74.10966848
1009583,78.08773092,90.94209911639336,84.51491502
200,84.43725276505575,90.39843103289604,87.4178419
1012745,85.49578817002475,88.95319420471787,87.22449119
1011046,74.63689351081848,88.25715619325638,81.44702485
1011348,106.74577518552542,88.25556926429272,97.50067222
90,66.73005299456418,88.25302319228649,77.49153809
2036,75.76615403592587,87.25501216202974,81.5105831
8700,81.30528771691024,86.99402756989002,84.14965764
1006123,55.62353280186653,86.06612632237375,70.84482956
1006388,80.06771957688034,85.33189453929663,82.69980706
1003975,61.42396980524063,83.52629892155528,72.47513436
1004469,67.34624505,81.35823848843575,74.35224177
837,81.21809418,81.17693007946946,81.19751213
1009291,47.38511750102043,80.71111380308867,64.04811565
73,79.82671261206269,80.45489143207669,80.14080202
115,79.48436272889376,80.01614551525563,79.75025412
1008416,40.02186656,79.01770830154419,59.51978743
1004227,54.88948217,78.21008428931236,66.54978323
1012300,31.29603897035122,77.59473216533661,54.44538557
3137,72.46873165667057,75.00495865941048,73.73684516
1011308,46.526903465390205,74.22799707204103,60.37745027
1943,66.57609149344353,74.07489396,70.32549272
1013757,41.7033472,73.75444117188454,57.72889418
642,76.54825076833367,72.87832064554095,74.71328571
1006515,79.36093866,72.25815626978874,75.80954747
1011296,54.96857431,72.19428050518036,63.58142741
1014042,48.73232936859131,72.14943473041058,60.44088205
1001547,49.34583777189255,71.85781774669886,60.60182776
1008106,61.15862962603569,71.38194777816534,66.2702887
1007887,53.63377693295479,71.19980442523956,62.41679068
1013570,49.15849806834012,71.05765379220247,60.10807593
1001653,66.92101003229618,70.84761265665293,68.88431134
