Name,Team,G,GS,IP,O-Swing%,Z-Contact%,Contact%,Zone%,SwStr%,CSW%,K%,K%+,BB%,BB%+,K-BB%,BABIP,BABIP+,LOB%,LOB%+,HR/FB,LA,Barrel%,HardHit%,ERA,ERA-,xERA,FIP,FIP-,xFIP,xFIP-,SIERA,WHIP,WHIP+,Stuff+,Location+,Pitching+,WAR,RA9-WAR,NameASCII,PlayerId,MLBAMID
"Jack Flaherty","STL",24,24,116.2,0.2794,0.8316,0.7212,0.4114,0.1247,0.295,0.2707,115.56927589666806,0.0847,93.87984051863283,0.186,0.24912280701754386,86.13212913132828,0.7206,100.09131242745799,0.178217821,12.086656290690104,0.0858,0.3828,3.857145085238751,92.26187297731843,,4.223139846312043,99.80763534809104,3.7813870475545763,87.72743007996051,3.9291291243527153,1.1142863579578615,85.2258710082565,100.90366145515286,99.86161634756995,100.56984887807273,1.468953013420105,1.7268080115318298,"Jack Flaherty",17479,656427
"Triston McKenzie","CLE",30,30,145.2,0.3429,0.858,0.7429,0.3913,0.1234,0.2758,0.2816,121.93419674954531,0.1062,123.86472493726774,0.1754,0.22590361445783133,77.55195175876774,0.7012,97.46503609124927,0.157894736,20.28204431186537,0.1058,0.4067,4.757449052090953,111.5572543600457,,4.670908852947235,109.56234684954023,4.368511560529441,101.23812144379103,4.157628195622062,1.1327259647835601,86.8054649633599,103.32035472379437,99.33491236776243,100.71997230105578,1.4607949554920197,1.6206679940223694,"Triston McKenzie",18000,663474
"Corey Kluber","- - -",17,17,81,0.3411,0.8652,0.7354,0.3968,0.1239,0.2913,0.2413,104.66945685195854,0.0988,116.02990041518385,0.1424,0.308411214953271,105.76370762961574,0.7466,103.79660451580868,0.095238095,14.129361087328768,0.0676,0.3423,3.7777777777777777,89.16140980747997,,3.8493067211574976,88.98900601047224,4.39708643356959,102.55535719411533,4.392383830595012,1.3333333333333333,102.4571875156137,106.46900130218715,99.86991814823675,101.52267998086585,1.448520939797163,1.4340707883238792,"Corey Kluber",2429,446372
"Matt Harvey","- - -",32,32,137,0.2996,0.9065,0.8316,0.4455,0.0793,0.2438,0.1627,70.54468047270578,0.0664,77.47045611767919,0.0964,0.33986928104575165,116.61569360585567,0.6101,84.81710692226169,0.142857142,13.20115642467802,0.0828,0.4182,6.700713788004892,151.19748720481184,,4.974402860533339,109.85393098665112,4.876179747634819,113.37909425231581,4.905945021301297,1.6204340533083725,124.30884519271162,87.62449181714314,102.6618970428951,98.20139983975548,1.4451540112495422,-1.2934929728507996,"Matt Harvey",11713,518774
"Alec Mills","CHC",31,31,161.2,0.3201,0.9055,0.8354,0.4104,0.0747,0.2638,0.1746,74.51890139568943,0.0636,70.33435695263312,0.1109,0.2898550724637681,100.36225243182169,0.6999,97.19604181676084,0.174496644,8.646187605258234,0.0648,0.3969,4.676290609170204,109.92730177789015,,4.7184842141795995,110.0067790740277,4.3157329966420175,99.62144495867764,4.574989327940993,1.2927840440695406,98.97248343764923,81.64491731814833,103.09811784219806,95.50892604732987,1.3674229681491852,1.394590973854065,"Alec Mills",13834,621219
"Patrick Corbin","WSN",42,42,237.1,0.3535,0.8945,0.7708,0.3947,0.1105,0.2611,0.1941,82.94778367862638,0.0746,83.22147882677154,0.1195,0.32167832167832167,111.31126388394806,0.7153,99.31085125285169,0.204347826,9.875972957739094,0.084,0.4173,5.498586785489583,128.45042299642245,,5.063585915358928,116.61317337878225,4.244575944345103,98.69147101455479,4.552759562270665,1.4957841447117257,114.69653224302829,83.90920503661472,100.95172947440794,93.85992463181823,1.352580964565277,0.677558034658432,"Patrick Corbin",9323,571578
"Huascar Ynoa","ATL",22,22,102.2,0.3452,0.8658,0.7259,0.4102,0.1299,0.3002,0.2564,109.87010084517772,0.0723,80.77613594204338,0.1841,0.2857142857142857,99.06413352770608,0.7036,97.5225357538832,0.188235294,6.906314285223234,0.0851,0.4149,4.646102371194607,107.49613112690407,,4.136954674080758,98.01648554454289,3.587699370097773,83.59256909893065,3.7975807582966494,1.198051554836345,92.14433977160688,106.65213575190168,99.7277355178467,101.97905207723814,1.3418618142604828,1.3339479565620422,"Huascar Ynoa",20468,660623
"Justus Sheffield","SEA",25,25,129,0.2793,0.91,0.8082,0.4199,0.0851,0.2579,0.1842,79.56307002903579,0.0947,108.88658639692564,0.0895,0.3341772151898734,114.84773948665325,0.6787,94.30218525876715,0.13114754,9.912123842592592,0.0876,0.4623,5.2325579848013595,125.66676854750912,,4.597809729040621,108.70782783182413,4.7112065271461026,108.26108951004447,4.913543236520305,1.5736433643180385,120.24175080057178,91.06279329451307,95.88599607642207,93.78092836765967,1.329498052597046,0.1139301061630249,"Justus Sheffield",17285,656954
"Zach Davies","- - -",44,44,217.1,0.2884,0.8663,0.781,0.3519,0.0928,0.2701,0.1875,80.07844352245667,0.0996,111.2684063629668,0.0879,0.2886435331230284,99.99602873937414,0.7116,98.72478773211311,0.155251141,12.056274980076314,0.0943,0.4087,4.8036817685407485,115.0015021461671,,4.948326627423523,116.32024690913906,4.74527000024728,110.39951418087557,5.040262322695425,1.4309818295174068,109.89547534817183,78.79234916604274,98.98821554154937,90.08333805584007,1.3265665620565414,1.5139739513397217,"Zach Davies",13183,605200
"Matthew Boyd","DET",27,27,139,0.3527,0.8472,0.7696,0.4171,0.1145,0.2683,0.2089,90.22059778820028,0.074,84.47509353131301,0.1349,0.3,103.13401747863729,0.7049,97.94441425441768,0.138728323,16.347899807950476,0.092,0.3632,5.115107773290736,117.42129792225151,,4.826796436492449,111.89995620235793,4.867745904251459,111.70249913415842,4.57568093566873,1.3597121929000693,103.69717587397957,89.56323417839828,100.12979382046795,98.12965179439092,1.3064593747258186,0.9742570519447327,"Matthew Boyd",15440,571510
"Joe Ross","WSN",19,19,103,0.3042,0.8147,0.7551,0.4493,0.1112,0.3041,0.2449,105.03543429699822,0.0755,85.12651111750962,0.1693,0.2757352941176471,95.8965880787247,0.7326,101.3525775063269,0.161904761,12.312605736960828,0.09,0.3772,4.019417475728155,95.40806419685643,,4.432166230099873,103.14796316123778,4.085154575254154,96.13541097020337,4.05355423449167,1.2135922330097086,93.84992947727021,93.80304726368162,104.02798507462688,99.58482587064678,1.2503600120544434,1.3206199407577515,"Joe Ross",12972,605452
"James Kaprielian","OAK",21,21,111.1,0.2932,0.8317,0.7571,0.3972,0.11,0.2856,0.2425,105.20643904335334,0.0858,100.94731050134979,0.1567,0.2705479452054795,92.77922588139704,0.8003,111.27637827594987,0.117241379,18.736502165841586,0.0939,0.4272,3.799412566842776,92.05387079370962,,4.310752284103186,103.5400426047756,4.623617286595838,107.85006717455016,4.318511213582195,1.2215605415853843,93.88242509155575,86.45,98.83028846153846,95.75694444444447,1.2465200424194336,2.216099977493286,"James Kaprielian",18331,621076
"Garrett Richards","- - -",32,32,156.2,0.2841,0.8922,0.7954,0.447,0.098,0.254,0.1834,78.96274177515578,0.0917,105.59533645014538,0.0917,0.32421052631578945,111.1402574618302,0.7289,101.49652368735127,0.150943396,11.755151613794192,0.0882,0.4549,4.9404370401701465,109.67276502435412,,4.893381420638976,112.48222838131751,4.738565678087259,109.3419476385473,4.922500416961623,1.5446844492521645,118.03770506531832,92.43902589048012,97.43308485677088,98.5616904666637,1.2085400223731995,1.3564130067825317,"Garrett Richards",9784,572070
"Domingo Germán","NYY",18,18,91,0.372,0.8105,0.7202,0.4028,0.1394,0.2968,0.2322,100.73798416277286,0.066,77.57494505585197,0.1662,0.2620967741935484,89.88105896431787,0.736,102.32763722645419,0.136752136,15.455627673479087,0.0795,0.3674,4.252747252747253,100.37142545554387,,4.411788549528017,101.9270679769622,4.394537115457293,102.55468890249976,4.144333617328542,1.164835164835165,89.52282460328924,104.52049861495843,100.21925207756232,102.3975761772853,1.1641600131988525,1.2988699674606323,"Domingo German",17149,593334
"Keegan Akin","BAL",23,23,99.1,0.2741,0.8371,0.7835,0.4719,0.1059,0.2653,0.2181,94.30107955126564,0.1035,120.341856917019,0.1145,0.3333333333333333,114.46678203802776,0.6531,90.77584762199487,0.138461538,18.371130249428987,0.1013,0.4542,6.2516799730841015,141.22051188498853,,5.017121851442383,109.50731281365198,5.008432841091774,116.00789937329859,4.827819879551368,1.62080591894773,124.13705851545697,99.52598145496349,102.21663953508478,100.71669555699937,1.151163026690483,-0.42121799290180206,"Keegan Akin",19362,669211
"Zach Thompson","MIA",14,14,63.2,0.3446,0.8638,0.7578,0.4044,0.1177,0.2686,0.2091,89.70991314731593,0.0837,94.29730133717487,0.1255,0.25280898876404495,87.9231639013925,0.6757,93.47720829137425,0.085714285,13.057444932725694,0.0761,0.3587,3.2513072771265734,77.12554680245597,,3.798302245378775,90.78729363746845,4.513043245058191,106.30988815880045,4.563909578257135,1.1465962861364245,88.66897600846998,98.4211480362538,99.36294058408862,97.45377643504531,1.148419976234436,1.0792100429534912,"Zach Thompson",16094,605507
"Martín Pérez","BOS",34,34,162,0.2841,0.868,0.8142,0.4021,0.0823,0.2616,0.1853,80.12304382737285,0.0863,98.65879922944468,0.099,0.31106471816283926,106.86597379185969,0.7299,101.42229445606961,0.149700598,12.16367177595715,0.0873,0.373,4.666666666666667,101.05265424949984,,4.900438628962011,112.23843029755501,4.777838699482841,109.79161568962526,4.919313805950296,1.4506172839506173,110.84406150709063,86.13764018085561,99.19384643940909,95.5402951093009,1.0718460083007812,1.7893990278244019,"Martin Perez",6902,527048
"Griffin Canning","LAA",24,24,116.2,0.3027,0.8197,0.7265,0.4102,0.1285,0.2715,0.2292,99.00804232097745,0.1008,115.30855671682907,0.1285,0.3037974683544304,104.46679978974093,0.7255,100.79025451477793,0.14893617,17.838368580060422,0.089,0.365,4.782855683245423,107.58732264749968,,4.894643573428249,109.28364703053025,4.782538920162013,109.57277917452447,4.679091256595365,1.439999560547009,109.84290543380033,105.983441038895,98.87742120949137,100.02157013086382,1.0715519934892654,0.9765760153532028,"Griffin Canning",19867,656288
"Cristian Javier","HOU",19,19,100,0.2685,0.8522,0.7641,0.3978,0.1034,0.2686,0.267,115.34580230998455,0.0982,112.31339118953242,0.1688,0.1965065502183406,67.58498662890071,0.8435,117.19279415400496,0.144,23.700410436411374,0.085,0.3522,3.419996607974556,78.63530488306824,,4.721008719219546,108.96461143936374,4.699561509764864,107.45896185429604,4.335036564955996,1.0199989883432885,77.73951081896183,98.62470287004663,98.30320811480186,101.1170625,1.0583049952983856,2.79203999042511,"Cristian Javier",17606,664299
"Casey Mize","DET",37,37,178.2,0.2873,0.8622,0.7913,0.4262,0.0955,0.2631,0.1933,83.71706614986896,0.0725,84.004939328995,0.1208,0.256,87.87651865819778,0.7543,104.85056300242152,0.173184357,9.663543064182578,0.1055,0.403,4.231352152277881,97.36491596349452,,4.992455963323609,116.75370195047941,4.532950531412618,105.06728433810902,4.561986205019586,1.1921666778243236,91.32862523549387,99.48953356043855,98.13803816539018,98.3165197254219,1.0469679981470108,3.0110679864883423,"Casey Mize",20492,663554
"Jesús Luzardo","- - -",27,27,134.2,0.3014,0.8423,0.7194,0.39,0.128,0.2864,0.2349,101.08031503673874,0.0923,104.59974896976661,0.1426,0.32075471698113206,110.8752565184759,0.7043,97.65061119788135,0.164285714,12.36731272458414,0.0812,0.3782,5.346537177651083,127.57823236038975,,4.7001440045474565,111.51087282105581,4.363987898213013,101.17086123843013,4.418818576607315,1.462871977773977,112.19609460495525,94.01746198588302,96.26746298300789,95.16479328127937,1.0460620075464249,0.3344389498233795,"Jesus Luzardo",19959,666200
"Luke Weaver","ARI",25,25,117.2,0.3095,0.846,0.7773,0.4275,0.1098,0.2687,0.229,97.64769864230836,0.0744,82.11039492990446,0.1546,0.3003003003003003,103.58474014595838,0.6687,93.01216681772557,0.137254901,16.808853980121775,0.0932,0.4153,5.277618799686957,120.51131245611548,,4.530757260251198,107.441146051933,4.6134706379679935,106.11700495279933,4.382324608760324,1.3512743786638104,102.94916200885524,101.10985092055412,104.12084933673482,103.34597799210052,1.0423690378665924,0.4609510004520416,"Luke Weaver",16918,596133
"J.A. Happ","- - -",39,39,201.2,0.3129,0.8791,0.8186,0.3869,0.0864,0.2352,0.1892,81.61594001963347,0.0727,83.27253195047854,0.1165,0.29431438127090304,101.3735539549539,0.7112,98.70697478881364,0.142322097,15.621581641249001,0.1022,0.3994,5.221489348223571,122.80452375517021,,4.995098093955651,116.86018415744893,4.920480571310788,114.11238832221625,4.794704842592011,1.3735541780227247,105.40400590917002,85.1220456515458,101.13455648656458,96.04342675527306,1.0289072124287486,1.2508600950241089,"J.A. Happ",7410,457918
"Steven Brault","PIT",17,17,70.1,0.291,0.8544,0.7929,0.3762,0.0916,0.2607,0.1906,81.10275640194395,0.1037,113.77474574074617,0.087,0.27,93.25715985888341,0.7303,101.67682601310062,0.074626865,9.112683473519944,0.0634,0.3707,3.838858984974545,88.44475673231592,,4.06452168366909,93.01447891968272,4.898000284615323,112.3433989950519,5.035001991606526,1.2796196616581816,97.51717161144374,93.06828010843982,95.37573063973637,94.91120193533695,1.0243969857692719,1.5363469794392586,"Steven Brault",15291,643230
"Drew Rasmussen","TBR",10,10,42,0.3436,0.8556,0.8179,0.467,0.0934,0.2692,0.1818,78.88366927060271,0.0455,53.45618943259684,0.1364,0.19658119658119658,67.41374889315833,0.7877,109.51437924536292,0.055555555,7.876103368298761,0.0504,0.5042,1.9285714285714286,46.69634129309582,,2.955744593484061,72.10914357008129,3.849005542198817,89.94427384390741,4.227413097607427,0.7619047619047619,58.555809803409296,113.62857142857143,106.84578754578754,112.44194139194138,1.0237799882888794,1.8737000226974487,"Drew Rasmussen",25385,656876
"Dustin May","LAD",15,15,69.2,0.303,0.8563,0.7896,0.4881,0.0995,0.2901,0.2403,102.45595806550322,0.0671,73.4418112039172,0.1731,0.2459016393442623,84.55196119017391,0.8766,122.24829631685168,0.229166666,5.8806261966103,0.067,0.3351,2.842103966295906,66.38886120408173,,4.189142425791438,94.51848471721559,3.4415560911095096,77.72185072064116,3.8165434965295733,1.076554532687843,81.54166345084472,109.93747429575866,104.17995683431471,109.88146216469364,0.9987100064754486,2.28881299495697,"Dustin May",19716,669160
"Drew Smyly","- - -",28,28,137,0.3265,0.8675,0.7498,0.4303,0.1228,0.2846,0.2386,102.05691081474764,0.0761,85.25568232271782,0.1624,0.2986666666666667,103.62819130168369,0.751,104.06608736016429,0.180645161,14.362803529540395,0.1067,0.3896,4.5985300945473435,107.65963038031282,,4.80109468624846,114.90926979500968,4.159479098700151,97.55060899120458,4.182923175039034,1.3503620118908866,104.01629008604407,96.62806315405767,104.19828117007766,97.59208490082189,0.9813810139894485,1.2777850031852722,"Drew Smyly",11760,592767
"Paolo Espino","WSN",20,20,90,0.3127,0.8822,0.8052,0.4283,0.0887,0.2758,0.2011,86.19300834061671,0.0556,62.62674278732339,0.1455,0.3041825095057034,105.66752013377867,0.7668,106.14927064570716,0.155963302,16.363792503891837,0.1143,0.4071,4.6,108.70796026620884,,4.670980951521132,108.51987336032364,4.359546593659454,102.5270854065922,4.406964950181973,1.3111111111111111,101.21638491365576,98.94671716103407,101.72091970660283,102.72578919482989,0.9804909192025661,1.2285634130239487,"Paolo Espino",8246,502179
"Jorge López","BAL",31,31,142.2,0.271,0.8815,0.811,0.4469,0.0821,0.2621,0.1871,81.056598423538,0.0966,112.65610666844226,0.0905,0.3372093023255814,115.7670742322956,0.6714,93.33000067811415,0.189393939,7.38361572265625,0.0923,0.4681,6.308427436162961,142.32597915982024,,5.319293480236766,115.82567912684196,4.70931725130426,108.98103121437619,4.842145516714229,1.6331817695844109,125.13945494268026,98.71252473725966,98.85112459995517,98.10987726561572,0.9769549816846848,-0.506861001253128,"Jorge Lopez",14527,605347
"Sixto Sánchez","MIA",7,7,39,0.3866,0.8305,0.7584,0.4401,0.1288,0.2683,0.2089,88.48644835469163,0.0696,75.08460979434443,0.1392,0.30275229357798167,103.66595765702505,0.7589,106.15855934742247,0.09375,4.306071417672293,0.0536,0.3839,3.4615384615384617,79.67290890350253,,3.4991120998676006,80.28943771162386,4.081288149417976,91.64412943725972,4.180709036348704,1.205128205128205,90.48527673420801,105.42361359570661,103.25903398926657,103.86869409660105,0.9729880094528198,1.1048699617385864,"Sixto Sanchez",19680,664350
"Jaime Barria","LAA",16,16,73.2,0.3037,0.88,0.8198,0.4246,0.0853,0.2515,0.1667,72.06494258561791,0.0629,72.62597100490437,0.1038,0.3203463203463203,110.01781903679311,0.8207,114.06725239036608,0.129411764,15.525374348958334,0.0579,0.4132,3.9095005753890097,88.11770128321649,,4.615621875921928,103.75773450978086,4.776998886506556,110.10853452314697,4.866775969811377,1.4253387514439098,109.06712100084566,84.96895763952324,100.049913937803,96.27201499187593,0.947987973690033,1.676353931427002,"Jaime Barria",18356,642545
"Nestor Cortes","- - -",15,15,73.2,0.2913,0.8391,0.7946,0.4185,0.0976,0.2581,0.25,108.45155227096208,0.0625,73.03552275473699,0.1875,0.265625,91.1216182439525,0.803,111.65309237260925,0.137614678,25.02537330926633,0.0773,0.3768,3.909504170398312,92.37114298730965,,4.609041822096077,106.56245461745121,4.574822211709669,106.66595737215538,4.212945587659395,1.1538467169578353,88.55916867354277,97.61395585738539,101.34250424448217,101.01526740237689,0.946660965681076,1.6732959151268005,"Nestor Cortes",17874,641482
"Jake Odorizzi","- - -",27,27,114.1,0.3195,0.8689,0.8097,0.3981,0.0925,0.2337,0.2053,88.9872570216776,0.076,88.91274305313533,0.1294,0.2791411042944785,95.79822493261277,0.7339,102.01690038239923,0.131578947,17.299240650850184,0.104,0.3902,4.644299967234303,107.98104969321919,,4.773165021206341,112.29835011245767,4.869106195435124,113.0478020472062,4.65694161687114,1.2944564880427056,99.2764414160877,90.174549148298,101.80893708657631,98.27978938484631,0.9033206254243851,1.3028807565569878,"Jake Odorizzi",6397,543606
"Mitch Keller","PIT",28,28,122.1,0.2841,0.8994,0.8195,0.424,0.0807,0.2412,0.1939,83.02412121222811,0.1203,134.02077544297163,0.0736,0.35,121.65010858045058,0.7114,98.57896334119026,0.105263157,11.896579980204098,0.0749,0.4679,5.591263887164961,130.78600000832972,,4.7351218505559105,110.01417764320882,5.199080726681293,121.19767204739404,5.253668803593728,1.692093018484133,130.35718497171644,92.03964378215113,98.69190932640453,95.26533278284597,0.8905470073223114,0.3677479922771454,"Mitch Keller",17594,656605
"JT Brubaker","PIT",33,33,166.2,0.3178,0.8718,0.7508,0.4084,0.1158,0.2839,0.2351,100.56448902149353,0.0747,83.11549184326047,0.1604,0.29295154185022027,101.434404247448,0.705,97.82363593167818,0.208588957,12.112003716646008,0.0861,0.3709,5.400011824061535,125.2764828253486,,4.957467146565518,115.56380855039168,4.06838236635416,94.55231860611295,4.15217739133249,1.326002903463999,101.7333349250587,90.06894157730483,101.77641613029128,97.87322645630803,0.8866259753704071,0.5951770022511482,"JT Brubaker",17578,664141
"Tyler Alexander","DET",17,17,74.1,0.3318,0.9006,0.8414,0.4131,0.0769,0.2463,0.1859,80.57461070412921,0.0673,78.47412561884798,0.1186,0.2876712328767123,98.73186870179185,0.799,111.07305231035207,0.112244897,17.76250181239765,0.0913,0.4043,3.7533612704166917,86.41167804547771,,4.504074268001213,105.59945258077309,4.919645109057487,114.30298033291065,4.739500563175735,1.2780262390307733,97.98591689514235,84.95737991266375,105.59449781659389,99.7972925764192,0.8847047984600067,1.7544696629047394,"Tyler Alexander",17735,641302
"Bailey Ober","MIN",20,20,92.1,0.3543,0.8691,0.7736,0.4282,0.1138,0.2818,0.2533,109.8959829991178,0.0501,58.956958712861976,0.2032,0.2962962962962963,101.60912876649952,0.7976,110.89748013862075,0.168067226,19.678731595552886,0.0951,0.4183,4.19133735625678,98.16414342910888,,4.5563124307694345,107.75018168315698,4.014350194614983,93.76635270587389,3.821534426467585,1.2021665285387666,92.39190790874736,86.87466124661246,106.12140921409217,101.5350948509485,0.8811759948730469,1.3863600492477417,"Bailey Ober",21224,641927
"Deivi García","NYY",8,8,42.2,0.3503,0.819,0.7759,0.4248,0.1139,0.2613,0.2174,93.58174701097572,0.0543,61.60161357042623,0.163,0.288,99.21874783636912,0.6195,86.0237182455273,0.109375,23.853799673227165,0.1061,0.3788,5.273441821922365,121.14827480093325,,4.288805559473703,96.20068131869274,4.990782132325711,113.1596516318618,4.4757069704738655,1.2421885180528238,94.26290461006622,96.37697617408072,100.0960694119267,103.74467373639995,0.8456659242510796,0.10477200150489807,"Deivi Garcia",20276,665620
"David Peterson","NYM",24,24,112.1,0.2886,0.8396,0.7518,0.392,0.1104,0.2779,0.2264,96.69226665645691,0.1069,118.27651253369118,0.1195,0.2789115646258503,96.47124162035972,0.6909,96.03268585570967,0.168421052,11.78591341037687,0.0903,0.3903,4.807118777749996,118.50077958908531,,4.683175872984099,110.34632368498067,4.390781845746472,101.0264960353113,4.63749684014584,1.326408699786573,101.45322105602277,87.79966866666669,94.68570438095239,92.98564514285714,0.8351520001888275,0.5902600288391113,"David Peterson",20302,656849
"Nick Margevicius","SEA",10,10,43.2,0.2835,0.8767,0.8276,0.4182,0.0767,0.2609,0.2042,87.92348305437635,0.0995,112.1592338060472,0.1047,0.3046875,104.94606025735935,0.5749,79.82485291831513,0.074074074,18.865769606370193,0.0682,0.3939,5.152675881963446,122.82457313792908,,3.966454241422728,92.00771006762504,5.1189102837628,115.92381796739507,4.981280209940487,1.4198484652521495,107.77217863772502,91.25727288037024,100.82396057923113,95.85614293509137,0.834092989563942,-0.09385097026824951,"Nick Margevicius",20395,676606
"Erick Fedde","WSN",35,35,171.2,0.2847,0.8854,0.8113,0.3947,0.0821,0.2475,0.2008,85.95278771435807,0.0832,92.78471956690154,0.1176,0.28884462151394424,100.14541330799356,0.6888,95.55894383815391,0.204968944,6.519089010744076,0.0935,0.4037,5.190280958784552,121.3502923789476,,5.12646669221192,117.43263478271624,4.31845358419117,100.29351414960776,4.524061013701572,1.4038807082683245,107.84489040419565,90.90299637606286,102.58220370417723,96.79762468320354,0.8311039507389069,0.3319708853960037,"Erick Fedde",17425,607200
"Madison Bumgarner","ARI",35,35,188,0.3119,0.8798,0.8125,0.4557,0.0915,0.2746,0.1918,82.07092988096025,0.0648,72.20961107950224,0.127,0.26519337016574585,91.89382453349681,0.6912,95.89859911095205,0.145669291,18.210996401059877,0.0931,0.3879,5.074476425345207,118.19340114949445,,5.196050814247944,124.2774724334335,5.072745003761776,118.0693226382919,4.73996168375829,1.2393637391042276,95.12519249890309,92.8124395644522,101.55917968484526,98.0170711999854,0.8266360759735107,0.9215060472488403,"Madison Bumgarner",5524,518516
"José Suarez","LAA",16,16,73.1,0.3132,0.8407,0.7635,0.3885,0.1115,0.2685,0.1865,80.90907373948819,0.0979,114.00133608792564,0.0887,0.29545454545454547,101.40064029484674,0.6301,87.59066236811495,0.126760563,10.02852798176703,0.0699,0.3668,5.522727530086348,124.72615786137477,,4.616165494121276,104.72325923315093,4.733402688116122,110.15983433570415,4.899868269300177,1.4454546128127232,110.83322256306766,90.28693257336718,101.21387423437564,98.72708163449106,0.8254259675741196,0.1346539855003357,"Jose Suarez",19911,660761
"Chris Sale","BOS",9,9,42.2,0.3634,0.785,0.7339,0.413,0.1291,0.3057,0.2842,123.28267473244559,0.0656,77.11712593162105,0.2186,0.3577981651376147,122.70001443936238,0.7985,111.01705635633665,0.166666666,5.68200897752193,0.0348,0.3217,3.1640601425914894,68.9666984491355,,3.6856549235994995,85.60415658875978,3.346208922897566,78.32171271225012,3.4419667649315477,1.33593650464974,102.67273258685836,97.948087431694,103.1405737704918,101.36434426229506,0.8149949908256531,0.9954910278320312,"Chris Sale",10603,519242
"Josh Fleming","TBR",16,16,82,0.3758,0.8956,0.8163,0.3619,0.0889,0.2367,0.17,73.4999123737953,0.0708,82.28380676354432,0.0992,0.3046875,104.63218529627713,0.6727,93.4848587836689,0.161764705,2.844117835447362,0.0637,0.3483,5.268292560384505,127.13596822057951,,4.40843268734409,105.79993739908778,4.167637827121689,96.23425579907686,4.451801906146821,1.3902438701014666,106.4030629719412,93.02210428229264,102.928750966744,97.30413774952217,0.8126389980316162,0.4202969968318939,"Josh Fleming",20418,676596
"Matt Manning","DET",18,18,85.1,0.2836,0.9029,0.8544,0.4715,0.0683,0.2421,0.1481,64.23384524400488,0.0857,100.80310024090207,0.0623,0.3049645390070922,104.58173625700881,0.6186,86.01357802455797,0.102040816,11.783413591056034,0.0788,0.4178,5.800783670275551,133.74753238327582,,4.623155914061025,108.77892695979682,5.125975806441701,119.46250127371256,5.270286635444952,1.5117193807384768,116.18243770172805,89.81315974665728,101.13884588318085,98.0869809992963,0.8038809895515442,-0.19166000187397003,"Matt Manning",20369,666159
"Trevor Cahill","- - -",14,14,55.2,0.2998,0.8795,0.7827,0.4012,0.0933,0.2768,0.2122,90.54919707924192,0.0898,99.03454400533333,0.1224,0.30246913580246915,104.82937193391699,0.5983,83.142570291912,0.137254901,10.74668486624053,0.0828,0.3964,5.820355957650306,135.84074286237814,,4.2375947823413265,99.69391847555772,4.281150771956693,98.88109597392831,4.522795003477157,1.401196804619518,107.34788434500612,87.92104096643708,99.6900287534858,96.82107952464737,0.793415978550911,-0.10898301005363464,"Trevor Cahill",6249,502239
"Masahiro Tanaka","NYY",10,10,48,0.356,0.8292,0.728,0.4265,0.1404,0.2809,0.2234,95.98659993044468,0.0406,44.87683436224839,0.1827,0.291044776119403,100.37861160192125,0.7269,100.90500610356243,0.163636363,12.911714390345983,0.0909,0.3706,3.5625,81.13552376015575,,4.42058645884196,98.37525851102055,4.192570590538284,94.16501530865547,4.073257189014798,1.1666666666666667,88.20075774815196,94.63720626631853,104.85195822454305,105.18237597911227,0.7893450260162354,0.6352540254592896,"Masahiro Tanaka",15764,547888
"Josh Lindblom","MIL",10,10,43.1,0.3143,0.837,0.716,0.362,0.125,0.2995,0.2703,114.5033485594274,0.0865,93.27464026587253,0.1838,0.32727272727272727,112.06204348379237,0.6654,93.07572188254228,0.127659574,21.680695906929348,0.0517,0.319,5.400003961419297,120.75440162589697,,3.9991126923875813,89.61069903338364,4.29055187168549,96.31346462645632,4.156284718923644,1.3384625203517917,100.49648745837231,90.32125162972619,98.07275097783572,96.42464146023467,0.7800440192222595,0.23531299829483032,"Josh Lindblom",7882,458676
"Randy Dobnak","MIN",16,16,81,0.3311,0.9364,0.8224,0.396,0.0845,0.2287,0.1168,50.36328653812209,0.0627,71.08410892390222,0.0541,0.29927007299270075,102.96509928458428,0.6926,96.20228163705866,0.155172413,1.1566605393903968,0.0742,0.47,5,115.92455979746526,,4.614452241336164,107.04822281187637,4.498134041598592,102.72897066238272,4.668264245160553,1.3950617283950617,106.24155477467826,86.79093910073989,98.70188872542177,90.79789800367263,0.7797330003231764,0.795227974653244,"Randy Dobnak",23798,677976
"David Price","LAD",11,11,41.1,0.2888,0.831,0.8007,0.4856,0.0974,0.2843,0.1977,84.79767885871496,0.064,72.09357599187041,0.1337,0.27049180327868855,94.0729808300145,0.6912,95.63106102526999,0.095238095,7.590170759495681,0.0556,0.3175,3.9193578530571944,95.7189255591746,,3.653901647653379,84.8382748798961,4.188654957807564,98.59647702690225,4.248076457534366,1.1612912157206503,89.8053693271161,78.61264000000001,105.3392,95.81631999999999,0.7715340256690979,0.674127995967865,"David Price",3184,456034
"Mike Clevinger","- - -",8,8,41.2,0.2742,0.8163,0.7186,0.4438,0.1279,0.2943,0.2469,105.39819322480288,0.0864,95.00911401591708,0.1605,0.27450980392156865,94.3599275222482,0.8586,119.48367834023091,0.146341463,17.711123511904763,0.0741,0.3426,3.0239975544453372,69.27614092206073,,4.151419015808734,93.64918523156143,4.176843622670738,93.88334816553721,4.356624133840809,1.1519990683601284,86.88089218603369,112.1653093872877,101.54942576641659,106.09243350425622,0.7214748762198724,1.3512269854545593,"Mike Clevinger",12808,605182
