Name,Team,G,GS,IP,O-Swing%,Z-Contact%,Contact%,Zone%,SwStr%,CSW%,K%,K%+,BB%,BB%+,K-BB%,BABIP,BABIP+,LOB%,LOB%+,HR/FB,LA,Barrel%,HardHit%,ERA,ERA-,xERA,FIP,FIP-,xFIP,xFIP-,SIERA,WHIP,WHIP+,Stuff+,Location+,Pitching+,WAR,RA9-WAR,NameASCII,PlayerId,MLBAMID
"Julio Urías","LAD",42,42,234.2,0.3486,0.8483,0.7787,0.4736,0.1116,0.2929,0.2482,106.22693957646288,0.057,63.45564977949495,0.1911,0.2711323763955343,93.9701164710237,0.7633,105.88007752805674,0.090566037,16.67418914554626,0.0522,0.298,3.0681773626179414,73.79519387533855,,3.281030507667208,75.38043623654046,3.9872152358881214,92.61356157442773,3.8944307470626884,1.0568166471239575,81.16070915550294,114.04382355422705,106.96658552177553,110.44524242397907,6.186339735984802,6.514170050621033,"Julio Urias",14765,628711
"Lucas Giolito","CHW",43,43,251,0.3235,0.7724,0.6856,0.4414,0.1585,0.3035,0.2956,127.8694848132627,0.0794,91.36553412584745,0.2163,0.2656514382402707,91.22938999308947,0.7533,104.69257212647871,0.137254901,17.53040559790316,0.0639,0.3435,3.5139399507196427,80.03459567607663,,3.6184248699395916,80.40078364513087,3.63733649152502,84.10432885115449,3.640330298962702,1.0836640210836086,82.90980072753786,105.09711573605104,102.70873425375379,104.9844982071016,6.173059940338135,6.22518002986908,"Lucas Giolito",15474,608337
"Walker Buehler","LAD",41,41,244.1,0.3275,0.8536,0.7581,0.44,0.117,0.2972,0.264,113.03205510300305,0.0655,73.2661111261918,0.1985,0.24019607843137256,83.38732895140114,0.7938,109.953467641818,0.114035087,12.306607691652363,0.0674,0.3683,2.6152756847065404,63.066486278019696,,3.336950715350234,76.79540949834181,3.626173376161141,84.59393992687833,3.7441361828082544,0.9658921151654828,74.37256401138686,121.0650802894528,103.81683230270406,109.565747549601,6.109236001968384,8.04723197221756,"Walker Buehler",19374,621111
"Yu Darvish","- - -",42,42,242.1,0.3112,0.828,0.7334,0.4658,0.1277,0.3131,0.2986,127.57354243964379,0.0593,66.15461423150556,0.2393,0.28034188034188035,97.00270549122216,0.7587,105.36049144107284,0.13253012,15.201087813400948,0.0809,0.3479,3.5282030357896765,87.14678160909676,,3.378939545762199,79.90059746234347,3.460104357097639,80.47176875752788,3.379167708319376,1.0522710808495526,80.69715776410942,116.35076657583309,102.02479694674349,104.43235337533022,5.776440143585205,5.605629920959473,"Yu Darvish",13074,506433
"Germán Márquez","COL",45,45,261.2,0.2934,0.8614,0.7448,0.4524,0.1213,0.283,0.2264,96.75201561481477,0.0809,90.09837106665321,0.1455,0.2954856361149111,102.23622944550958,0.6808,94.4981679294956,0.137755102,5.8768515097128375,0.0515,0.3931,4.196177772993452,85.39113797974507,,3.6811645388130483,81.04016027268521,3.701439381788103,85.7517202245763,4.136229038786716,1.26878963627853,97.23327196264555,95.02346165374901,98.7547621152809,98.14052295928583,5.759649991989136,5.429910063743591,"German Marquez",15038,608566
"Lance Lynn","- - -",41,41,241,0.3183,0.8303,0.7652,0.4298,0.117,0.26,0.269,116.35316814885965,0.0711,81.77556238091383,0.198,0.2553191489361702,87.72038679533478,0.8078,112.2485413022764,0.114391143,16.508612651209678,0.0561,0.3536,2.912863070539419,65.75032765626581,,3.6214689662347697,80.43055938240072,3.9971941235772803,92.04667662648129,3.8452297731674006,1.066390041493776,81.49383347307374,104.42157483341212,104.11566075074474,103.96235643611246,5.744040250778198,7.540769815444946,"Lance Lynn",2520,458681
"Shane Bieber","CLE",28,28,174,0.3632,0.8379,0.649,0.3847,0.1659,0.3368,0.3647,157.50393619624347,0.0769,88.34206047898587,0.2877,0.3035230352303523,104.29453402304544,0.8425,117.06675081730602,0.14876033,9.590235844956643,0.0827,0.4315,2.4827586206896552,57.86453390254034,,2.5990769707916845,60.52918183735207,2.5245237780165444,58.17024444115519,2.8981646339210343,1.0574712643678161,80.78862103063167,110.38749246622761,102.03474497510216,105.55729104065327,5.709719896316528,6.61247992515564,"Shane Bieber",19427,669456
"Charlie Morton","- - -",42,42,223.2,0.3175,0.8512,0.7365,0.4395,0.1231,0.3035,0.2786,119.55590323036067,0.0734,82.5412954966307,0.2052,0.2844364937388193,98.72080337480936,0.7083,98.06645716429414,0.117647058,8.484858536467536,0.0553,0.3299,3.581216600272843,84.36459180041409,,3.222844536127735,76.49722932300017,3.429267683901528,79.80653896437947,3.611542800046778,1.1043202250529243,84.98932840821152,108.89478209069291,101.86924394387624,104.9867005073811,5.421305000782013,4.620820105075836,"Charlie Morton",4676,450203
"Max Fried","ATL",39,39,221.2,0.3209,0.8744,0.769,0.4418,0.1111,0.2763,0.2334,99.84445059825894,0.0673,74.87071680762341,0.1661,0.27563025210084036,95.49883521166737,0.7756,107.6489263616633,0.103030303,6.185089368643286,0.0556,0.3154,2.842100893849311,65.87506345996722,,3.256636841362109,76.82879323520554,3.603282920229811,83.57761792329093,3.9001063654738393,1.0872163736788634,83.45814260259455,99.01448585478877,101.63281993536457,103.11215480222216,5.256470084190369,7.1717400550842285,"Max Fried",13743,608331
"Sandy Alcantara","MIA",40,40,247.2,0.3576,0.8492,0.7543,0.4506,0.128,0.2752,0.2379,101.83063281862054,0.0644,71.8943397422293,0.1734,0.27095808383233533,93.98579296463222,0.7085,98.19862781539229,0.130208333,4.863997122984238,0.0606,0.3925,3.1615030523183725,74.6367112768915,,3.4684081947035366,82.20864384856945,3.5464577483229602,82.59077485169759,3.798509166088528,1.0942111458215569,84.16391083980781,117.33108958146599,103.73709226175822,106.26816054619557,5.163457095623016,5.291317820549011,"Sandy Alcantara",18684,645261
"José Berríos","- - -",44,44,255,0.341,0.8514,0.7781,0.4113,0.1033,0.2905,0.2586,111.91162928341367,0.0675,77.6178904452938,0.1911,0.2813918305597579,96.64320879014753,0.7376,102.51123914729361,0.127118644,12.778318884777047,0.0839,0.3864,3.6352898758142462,83.47938017227854,,3.6184515002852344,84.69606442670154,3.7611489805837675,86.98280194997089,3.8345814663589035,1.1254888828033318,86.09077006758355,105.74729872275579,103.1650987305123,103.61095713765297,5.057139992713928,5.4786999225616455,"Jose Berrios",14168,621244
"Carlos Rodón","CHW",26,26,138.1,0.3392,0.8017,0.7053,0.4356,0.1481,0.3027,0.3393,147.16593687069474,0.0696,81.52246138271767,0.2696,0.27184466019417475,93.26196386120684,0.7974,110.86686922404772,0.098591549,18.827324537361193,0.0681,0.3653,2.667463247011407,60.91252281168491,,2.758859333591895,61.96131834736174,3.2626161931617386,76.2114168505572,3.0560071395575097,0.9903589833077582,76.02290524960985,112.23136954745205,102.43598021412495,104.17272462047468,5.005802907049656,5.129194810986519,"Carlos Rodon",16137,607074
"Tyler Mahle","CIN",42,42,224.1,0.3086,0.8171,0.7364,0.3982,0.1194,0.2961,0.2797,119.66401749900639,0.0869,96.99024589302499,0.1928,0.289568345323741,100.44658840166241,0.7733,107.20584409651563,0.129464285,14.622757570489746,0.065,0.347,3.650817753594521,81.60991203766491,,3.7715828438092913,83.48687942347314,3.89224330905267,90.55038524066028,3.8618283145682923,1.2124815982633819,93.26281978888244,105.11705390821359,103.72695771415248,104.88728444157744,4.997290015220642,5.394019961357117,"Tyler Mahle",16358,641816
"Adam Wainwright","STL",42,42,272,0.3081,0.8945,0.8006,0.4292,0.0875,0.3004,0.2092,89.46759529190574,0.0596,66.55173287092313,0.1495,0.25396825396825395,88.00650795707826,0.7852,108.89894221839933,0.122950819,10.485096738758848,0.0623,0.355,3.077209334888834,74.26860815082826,,3.7707831027674974,89.255985152342,3.9588658437895274,92.01703214815129,4.19940302899919,1.0551482426679752,81.02661270925636,107.72146994549907,103.33401875279745,103.02481790237222,4.925790071487427,7.91903018951416,"Adam Wainwright",2233,425794
"Clayton Kershaw","LAD",32,32,180,0.3475,0.8206,0.693,0.4488,0.154,0.3241,0.2906,124.17444751693805,0.0409,45.55826895575343,0.2496,0.27069351230425054,93.74645596117924,0.7459,103.5252819896657,0.155405405,9.179824795712527,0.0723,0.3596,3.099994809901132,74.6169789837067,,3.0991844221803015,70.95101846030227,2.930659506227478,67.7478210581515,3.1370917403111958,0.9611095019944369,73.71267237654739,114.58712633561112,103.0921409459821,106.38520570171092,4.8570098876953125,4.569920063018799,"Clayton Kershaw",2036,477132
"Logan Webb","SFG",37,37,196,0.319,0.8701,0.7452,0.4178,0.1149,0.3006,0.2488,106.42132636643954,0.0702,77.86992364819703,0.1786,0.32,110.78969209444853,0.6985,96.92412279099247,0.12037037,1.941907606106918,0.0558,0.3959,3.719393618659255,89.43615563227402,,3.078402385706169,74.39956467307609,3.2184632894997804,74.28424758410635,3.5623414628280585,1.214287628588344,93.05466254110333,103.51500781687733,99.75565339258735,100.77024405564808,4.705245077610016,3.6000820100307465,"Logan Webb",17995,657277
"Trevor Rogers","MIA",32,32,161,0.3371,0.8116,0.7146,0.4235,0.1385,0.3025,0.2882,123.34138635479266,0.0868,96.87542260808478,0.2015,0.3144963144963145,109.0206375677212,0.7331,101.64308499900967,0.076923076,12.073900176257622,0.0502,0.3684,3.2422360248447206,76.16181134893513,,2.8569800317657665,67.2647170772624,3.560318472389109,82.99649011305819,3.746510164454538,1.2298136645962734,94.4758201657566,101.43289779840637,102.60387573793818,103.58624639064347,4.658201098442078,3.943631872534752,"Trevor Rogers",22286,669432
"Antonio Senzatela","COL",40,40,230,0.2697,0.8933,0.8209,0.4495,0.0844,0.2504,0.1501,64.14459362266368,0.0514,57.02547630985394,0.0987,0.30686406460296095,106.27434029184015,0.7042,97.76728622970766,0.100961538,8.410998226323235,0.0576,0.4123,4.108690200553296,83.66929837158447,,3.9159795850851524,85.72367003461011,4.374505383807064,101.27077553938766,4.620171460168927,1.299998275095699,99.66171882677347,87.75410214701351,101.99044569908295,97.62174925995231,4.598959922790527,5.15435004234314,"Antonio Senzatela",15488,622608
"Chris Bassitt","OAK",38,38,220.1,0.2931,0.8469,0.7877,0.4719,0.1004,0.2807,0.2383,103.14083438508477,0.0624,71.99551784897528,0.1759,0.2727272727272727,93.69155115292274,0.8041,111.74814029248665,0.090128755,12.52977074795082,0.0634,0.3415,2.900155771470448,70.00051799704787,,3.412152637699747,81.26949929339045,4.090989119683338,94.42951828361966,4.030174663176188,1.0847217987189939,82.95033014561734,94.6418089070043,103.0287185121687,100.92054162444657,4.58804988861084,6.770299911499023,"Chris Bassitt",12304,605135
"Frankie Montas","OAK",43,43,240,0.3476,0.8313,0.7294,0.414,0.1324,0.3001,0.2631,113.88625518367546,0.0788,91.08490515756871,0.1842,0.30317460317460315,104.11411976024144,0.7303,101.50587793092373,0.128755364,12.851898193359375,0.0848,0.4061,3.8625,93.07917585525969,,3.6747538189093274,87.61126946567455,3.8015836176152034,88.0072444839689,3.928197874199843,1.2541666666666667,95.9704022540612,112.80104722833019,102.96661497691342,105.60342107454235,4.441538065671921,3.625503957271576,"Frankie Montas",14309,593423
"Trevor Bauer","- - -",28,28,180.2,0.3145,0.8346,0.7202,0.4055,0.1274,0.3028,0.3338,142.44509661248634,0.0761,84.56860197459056,0.2577,0.21818181818181817,75.43375448196106,0.8961,124.47792712653703,0.144329896,19.85208309397978,0.0896,0.4068,2.241693283280656,52.33382484965472,,3.5661260664535974,80.81057148158082,3.5139838324577712,81.26567407113001,3.2615252439336744,0.9188174938878738,70.33236580053342,116.89007217272774,99.8744041388767,108.93093061843794,4.362969994544983,6.909929990768433,"Trevor Bauer",12703,545333
"Hyun Jin Ryu","TOR",43,43,236,0.3476,0.8465,0.7855,0.4075,0.1023,0.2774,0.2203,95.2711017500454,0.0553,63.83186771473346,0.165,0.29673590504451036,101.91690113899092,0.7347,102.09953672812846,0.135746606,9.75221404808475,0.071,0.3835,3.889830508474576,86.1472393751741,,3.7311874919018506,86.78856083271852,3.766286345091412,87.10465210612739,4.019956798203108,1.2033898305084745,92.07682875992288,85.57462248037753,106.96713083998262,98.9069870291468,4.344639897346497,5.113470077514648,"Hyun Jin Ryu",14444,547943
"Sean Manaea","OAK",43,43,233.1,0.322,0.8339,0.7688,0.4734,0.1174,0.2832,0.2449,106.05327216598745,0.0502,58.46128995036977,0.1947,0.3157894736842105,108.44562753481024,0.7354,102.2192451022341,0.139130434,12.357850760844217,0.0782,0.4204,4.050005914969227,97.70188126736048,,3.667838315487159,87.51016848963772,3.6585585955838815,84.73088941279157,3.768628213909658,1.2214303553081798,93.52313215246772,96.71423636385708,102.97332647436491,99.0431377163359,4.321179986000061,3.4164938926696777,"Sean Manaea",15873,640455
"Lance McCullers Jr.","HOU",39,39,217.1,0.2851,0.8694,0.7199,0.4096,0.1155,0.3159,0.2645,114.52315285392143,0.1054,122.37166879330381,0.1592,0.2735674676524954,93.95599297529292,0.7506,104.32543455800302,0.125,4.793996230116836,0.0662,0.39,3.354299738084347,77.63159036148686,,3.5665482070068464,83.53707582284736,3.6837743226495756,85.25089128294134,4.000015756255476,1.205523362658572,92.28066298126886,104.46012590447604,98.32957820669691,101.29291514306047,4.314340114593506,5.440293967723846,"Lance McCullers Jr.",14120,621121
"Joe Musgrove","- - -",39,39,216,0.3399,0.8496,0.7185,0.4251,0.1303,0.3193,0.284,121.48856357280997,0.078,87.00334319636568,0.206,0.2808349146110057,97.3846784038096,0.7913,109.70871954516991,0.15,11.450495672663417,0.0704,0.3755,3.3750048279831333,82.949719796821,,3.673959038960603,86.62567781200707,3.5412662292597683,82.63472571009287,3.6521810849390266,1.134260881832466,87.20490186769084,110.68432265533559,99.72657397797484,102.97040209292369,4.2255799770355225,5.108258962631226,"Joe Musgrove",12970,605397
"Sonny Gray","CIN",37,37,191.1,0.2888,0.8662,0.7435,0.3977,0.1076,0.3073,0.2802,119.74697351151049,0.0938,104.20340372610319,0.1864,0.28270042194092826,97.88819512188515,0.7116,98.7637714679534,0.157534246,8.21277777224171,0.0443,0.3219,4.045303372248897,89.80235357076857,,3.7146191407566356,82.12166483665666,3.5247825049782557,81.90639785574068,3.843244624881515,1.2177722037906886,93.37394478324741,109.0904661744408,98.70206787727838,101.18854723586291,4.192190051078796,3.5324599742889404,"Sonny Gray",12768,543243
"Dylan Cease","CHW",44,44,224,0.3084,0.8004,0.7042,0.3968,0.1338,0.2907,0.2804,121.45561927754294,0.1059,122.05980176754852,0.1745,0.28807339449541286,98.92588932345106,0.761,105.75089808720234,0.131687242,17.511754300301536,0.0953,0.3917,3.937494568534237,89.71566097506056,,4.1755990958613864,92.53296960204224,4.2807686169875385,98.72953023270232,4.126951632957202,1.2991053508429287,99.37189923598218,115.21868093756123,96.05271329879582,103.40431779503224,4.157374918460846,4.069120943546295,"Dylan Cease",18525,656302
"Jordan Montgomery","NYY",40,40,201.1,0.3581,0.8104,0.7301,0.4147,0.1351,0.2861,0.2447,105.95314329463812,0.0703,81.87783735604975,0.1745,0.3099099099099099,106.42243466484689,0.7181,99.80895628822275,0.128078817,11.932735217157557,0.0706,0.3494,4.112589742484004,96.13964937125832,,3.730997171080629,85.58671321396398,3.8653496957445124,89.5707737621499,4.013183600110977,1.2814591226580594,98.13091905391971,98.45686861494741,104.25160023432873,98.14035234472152,4.115177035331726,2.9650550335645676,"Jordan Montgomery",16511,656756
"Freddy Peralta","MIL",28,28,145.1,0.2919,0.787,0.6829,0.4158,0.1427,0.3111,0.3288,141.00606945738542,0.0942,105.99809660239028,0.2346,0.2282958199356913,79.34602135044797,0.7628,105.55921146255267,0.093333333,21.542413119612068,0.0585,0.3108,3.0344107848534043,71.79308621224195,,3.163591084780284,73.70030794635626,3.73682408682071,87.68079180643846,3.4628876757347626,0.9633050110645729,74.41726481045785,109.97770494562374,98.18390603471352,104.02612237972069,3.9879490174353123,4.307839959859848,"Freddy Peralta",18679,642547
"Pablo López","MIA",31,31,160,0.3658,0.8294,0.7641,0.425,0.119,0.2745,0.2644,112.96106047560428,0.0669,74.04574462703113,0.1976,0.2980769230769231,103.07252311121368,0.7485,103.94299350922445,0.116279069,8.238336996395638,0.0626,0.3295,3.262493855070721,76.47910364369307,,3.2151947836977812,75.72878506765021,3.4660857137861885,80.02462124784608,3.671272778894594,1.1437478457431838,87.49295512805227,96.78849765499382,103.91328021212635,102.99198262003651,3.9770801067352295,3.999280095100403,"Pablo Lopez",17085,641154
"Eduardo Rodriguez","BOS",31,31,156.2,0.3375,0.8359,0.7597,0.4047,0.1168,0.2801,0.2738,118.79504973968189,0.0699,82.25253017188913,0.2039,0.36428571428571427,124.92479492095521,0.6893,95.83732851657393,0.128378378,12.172896461925287,0.0683,0.3371,4.768074734918887,103.92924205187866,,3.3359873935902455,77.57421879979807,3.4261485551341826,80.16958365418976,3.6504716513606095,1.397869299795497,107.4325466141157,86.28416389811737,106.34957548911034,101.37600590623843,3.868350028991699,1.97707998752594,"Eduardo Rodriguez",13164,593958
"Tyler Glasnow","TBR",25,25,145.1,0.3151,0.8091,0.6679,0.4529,0.1585,0.3278,0.3702,159.98753879856466,0.0848,96.99827231775674,0.2855,0.2619047619047619,90.02852410379478,0.8078,112.24496984751433,0.179487179,13.155352861453325,0.0889,0.4476,3.220184190597926,77.27769904705028,,3.1234224748179855,74.76743608438503,2.7183826261691184,62.63602189089485,2.9673505834088667,1.0114681111493484,77.17509427169131,144.13814944378606,100.24658127147393,110.55871668428492,3.698019862174988,4.209290146827698,"Tyler Glasnow",14374,607192
"Kenta Maeda","MIN",32,32,173,0.3719,0.8412,0.7047,0.3865,0.1489,0.2988,0.2753,118.98267552298014,0.0599,69.44946892593704,0.2154,0.27880184331797236,95.74972788872303,0.7188,99.89159234219353,0.157232704,13.567132975260417,0.0654,0.3224,3.9017408147334183,90.85583141048875,,3.6753835838080624,85.91616655789961,3.4638298004373147,79.91859766574906,3.5912991219221326,1.086707071362789,83.15594374747923,101.27399179063035,103.16764507983063,102.48757874032033,3.6530100107192993,3.3124800324440002,"Kenta Maeda",18498,628317
"Zach Eflin","PHI",28,28,162,0.3486,0.8724,0.7918,0.4297,0.1022,0.2842,0.2493,106.37911521159162,0.0442,48.87217443048913,0.205,0.3355408388520971,116.09113174144363,0.7281,101.12240258734226,0.149350649,10.791662936017458,0.0714,0.3718,4.1666589156243985,96.50835852065097,,3.5478378782536755,80.44226225963055,3.427958215120193,79.48117567525401,3.6547574908926674,1.2654297447451877,96.84529291166406,95.61899217429273,106.91415725305359,102.68709824366296,3.626489996910095,2.528439998626709,"Zach Eflin",13774,621107
"Framber Valdez","HOU",32,32,199,0.2791,0.8854,0.7661,0.4317,0.0999,0.2912,0.2311,99.94740057942687,0.0874,101.54069304262687,0.1437,0.28171641791044777,96.80302592030777,0.7461,103.69685242866811,0.188888888,-4.0775374668825695,0.0651,0.4539,3.391954597274401,78.34903887449181,,3.6895071798138974,86.28144926914567,3.40491253994008,78.67054403370484,3.6391877685464546,1.2110534191750084,92.6149508100309,105.07789666528939,96.53202259671147,99.04424630005393,3.601009964942932,4.7080700397491455,"Framber Valdez",17295,664285
"Kyle Gibson","- - -",42,42,245,0.3142,0.8969,0.7713,0.3515,0.0997,0.273,0.2035,87.78049282071007,0.0882,100.69367428195912,0.1153,0.28405797101449276,97.95130804888392,0.7341,101.90163786584958,0.145833333,6.9787797967983,0.0529,0.3872,4.004081632653061,91.04561091043375,,4.220806734389193,94.93276272435837,4.147881783731133,95.97162277713817,4.475026256285591,1.2857142857142858,98.43987941386474,95.88197865972677,100.12155930247602,98.127185290552,3.495627909898758,4.5052210837602615,"Kyle Gibson",10123,502043
"Robbie Ray","- - -",43,43,241.2,0.3227,0.8067,0.698,0.4178,0.1477,0.294,0.3092,133.636997034461,0.0951,107.98137440137776,0.2141,0.279491833030853,95.87899006305828,0.8439,117.43971377284535,0.164835164,18.721187591552734,0.104,0.4329,3.6496608277688587,80.82071161592305,,4.266723694160099,99.37624163690244,3.88391815656889,89.73619944373189,3.6991645729127685,1.2206915467027362,93.20045302800108,101.93785684402334,99.70889446856843,100.37041863058155,3.4866535663604736,6.619926899671555,"Robbie Ray",11486,592662
"Marcus Stroman","NYM",33,33,179,0.3442,0.8697,0.7591,0.4181,0.1164,0.2846,0.2164,92.8469672023834,0.0603,67.94572613011927,0.1562,0.2857142857142857,99.36713126633566,0.7545,104.3845382164152,0.127819548,6.342071654787102,0.0653,0.4184,3.016759776536313,75.39118048319837,,3.494052654138491,83.22239006073825,3.5703648297313872,83.8945714893547,3.9541330792030216,1.1452513966480447,88.56497255475131,101.79619187110944,102.42281215671912,102.26345660930066,3.463670015335083,4.055009841918945,"Marcus Stroman",13431,573186
"Zack Greinke","HOU",41,41,235.2,0.3124,0.8901,0.7854,0.3818,0.095,0.2826,0.1915,82.7840164042939,0.0468,54.404922238889064,0.1446,0.27953890489913547,96.03476245331932,0.7325,101.7932300938097,0.148305084,10.988490223554363,0.07,0.3512,4.086274147727181,94.61068862581877,,4.156307928781888,97.40773650261148,4.03768109124096,93.34829506191994,4.32553519089755,1.1626574418247637,88.95110377008649,94.61221281025922,102.10735295398838,98.57172231850011,3.4246299266815186,4.29122006893158,"Zack Greinke",1943,425844
"Mike Minor","- - -",39,39,214.1,0.329,0.8418,0.7709,0.4166,0.1095,0.2774,0.2337,101.09653900749025,0.0676,77.8730049914663,0.1661,0.2864406779661017,98.35888000162564,0.6532,90.7777030009754,0.134615384,16.672035426816187,0.0928,0.3648,5.122855006417538,114.39911457524724,,4.267341557293953,98.77053615826156,4.335236299742995,100.19201345348071,4.187065403268392,1.2363903248639776,94.62436091136306,92.16642129102691,101.45145259462645,99.22124067836737,3.3353470861911774,1.9816460385918617,"Mike Minor",10021,501985
"Luis Garcia","HOU",29,29,154.1,0.3164,0.8155,0.7172,0.4172,0.1312,0.294,0.2616,113.45560089899178,0.0813,95.43214799911345,0.1802,0.2857142857142857,97.98523081217313,0.7731,107.48862137116359,0.111801242,15.230214531039014,0.0683,0.3732,3.440612348751039,80.23013004015743,,3.5918905098219653,85.06123273227435,3.9205151721888427,91.47435182554314,3.9746939473439937,1.1727887667117478,90.10972173676261,105.19165694859042,99.31698411276946,101.25052189054732,3.162682920694351,3.9825020134449005,"Luis Garcia",23735,677651
