PlayerName,PlayerId,G,AB,PA,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS
Dave Cash,1002041,1422,5554,6057,1250,244,56,21,732,426,424,28,309,18,31,30,123,120,74
Frankie Frisch,1004364,2311,9112,10100,2171,466,138,105,1532,1244,728,,272,31,,229,55,419,74
Gary Matthews,1008255,2033,7147,8189,1407,319,51,234,1083,978,940,46,1125,21,62,19,180,183,74
Bill Wambsganss,1013595,1491,5237,6097,1078,215,59,7,710,520,490,,357,47,,323,,140,74
Brian Roberts,166,1418,5531,6253,1024,367,39,97,850,542,609,26,844,13,49,48,82,285,73
Jean Segura,5933,1413,5496,5937,1151,237,47,110,737,513,323,25,824,65,24,28,143,211,73
Hank Aaron,1000001,3298,12364,13940,2294,624,98,755,2174,2297,1402,293,1383,32,121,21,328,240,73
Dusty Baker Jr.,1000450,2039,7117,8022,1396,320,23,242,964,1013,762,52,926,30,85,27,158,137,73
Kevin Bass,1000645,1571,4839,5291,902,248,40,118,609,611,357,63,668,37,30,28,112,151,73
Dante Bichette,1000946,1704,6381,6856,1204,401,27,274,934,1141,355,32,1078,41,73,5,176,152,73
Bill Buckner,1001625,2517,9397,10037,1993,499,49,174,1077,1208,450,111,453,42,97,47,247,183,73
Doc Cramer,1002727,2239,9140,9933,2163,396,109,37,1357,842,572,,345,41,,180,99,62,73
Curt Flood,1004165,1759,6357,6958,1461,271,44,85,851,636,444,22,609,52,33,72,117,88,73
Darryl Hamilton,1005272,1328,4577,5177,1041,204,37,51,707,454,493,20,494,17,31,58,82,163,73
Davey Nelson,1009499,813,2578,2875,514,77,19,20,340,211,220,10,392,13,16,48,51,187,73
Mitch Webster,1013719,1265,3419,3851,625,150,55,70,504,342,325,28,578,28,30,47,42,160,73
Gerald Young,1014376,640,1815,2083,366,58,19,3,259,113,227,5,213,6,15,20,29,155,73
Billy Hamilton,10199,951,2988,3285,541,109,39,24,454,189,230,1,708,4,19,44,19,326,72
Lenny Dykstra,1003619,1278,4559,5282,893,281,43,81,802,404,640,50,503,31,27,25,39,285,72
Jimmie Foxx,1004285,2317,8134,9670,1529,458,125,534,1751,1922,1452,,1311,13,,71,69,87,72
Eddie Milner,1008964,804,2395,2718,426,111,28,42,376,195,286,14,280,6,9,22,28,145,72
Paul O'Neill,1009818,2053,7318,8329,1352,451,21,281,1041,1269,892,107,1166,22,90,7,221,141,72
Joe Sewell,1011766,1903,7132,8329,1673,436,68,49,1141,1055,842,,114,80,,275,,74,72
Shannon Stewart,1322,1386,5574,6205,1182,315,41,115,853,580,504,16,684,74,38,15,115,196,71
Jacoby Ellsbury,4727,1235,4846,5375,984,241,47,104,749,512,399,19,737,46,32,21,83,343,71
Earle Combs,1002478,1455,5746,6507,1345,309,154,58,1186,632,670,,278,17,,74,,96,71
Joe Cronin,1002796,2124,7579,8838,1482,515,118,170,1233,1424,1059,,700,34,,166,57,87,71
Max Flack,1004124,1411,5252,5905,1142,212,72,35,783,391,474,,253,32,,147,,200,71
Chick Galloway,1004463,1076,3583,3996,747,136,46,17,391,407,274,,225,6,,133,,79,71
Bernard Gilkey,1004706,1239,4061,4626,729,244,24,118,606,546,466,21,708,42,48,9,116,115,71
Duane Kuiper,1007207,1057,3379,3754,796,91,29,1,329,263,248,27,255,28,17,82,74,52,71
Tom Brunansky,1001589,1800,6289,7169,933,306,33,271,804,919,770,43,1187,30,72,8,147,69,70
Ben Oglivie,1009746,1754,5913,6598,1070,277,33,235,784,901,560,105,852,35,69,21,121,87,70
Roger Peckinpaugh,1010116,2012,7233,8383,1497,256,75,48,1006,740,814,,609,22,,314,,205,70
Jim Rivera,1011002,1171,3552,4008,617,155,56,83,503,422,365,22,523,23,24,44,56,160,70
Gee Walker,1013519,1784,6771,7211,1392,399,76,124,954,997,330,,600,44,,66,82,223,70
Buck Weaver,1013694,1254,4809,5292,1020,198,69,21,623,421,183,,303,58,,242,,172,70
Ken Griffey Jr.,327,2671,9801,11304,1589,524,38,630,1662,1836,1312,246,1779,81,102,8,199,184,69
Julio Lugo,565,1352,4758,5338,927,238,34,80,688,475,439,4,876,37,40,64,82,198,69
Benito Santiago,1130,1978,6951,7516,1249,323,41,217,755,920,430,52,1270,38,70,26,204,91,69
Bill Russell,1011311,2181,7318,8021,1530,293,57,46,796,627,483,106,667,36,51,132,175,167,69
Ray Schalk,1011517,1762,5306,6217,1086,199,49,11,579,594,638,,355,59,,214,,177,69
Tony Scott,1011695,991,2803,3048,543,111,28,17,331,253,186,27,464,16,25,17,51,125,69
Jerry Hairston,144,1442,4387,4967,801,233,22,70,580,420,373,8,572,84,35,88,82,147,68
Cristian Guzman,728,1406,5382,5785,1070,238,89,62,727,467,265,18,783,31,33,74,88,125,68
Dexter Fowler,4062,1460,5040,5902,844,253,82,127,817,517,740,16,1326,51,28,43,59,149,68
Carson Bigbee,1000956,1147,4192,4666,974,139,75,17,629,324,344,,161,21,,109,,182,68
Rick Burleson,1001696,1346,5139,5717,1072,256,23,50,656,449,420,11,477,28,46,84,139,72,68
George Cutshaw,1002913,1516,5621,6213,1178,195,89,25,629,653,300,,242,26,,266,,271,68
Darrell Evans,1003864,2687,8973,10737,1444,329,36,414,1344,1354,1605,141,1410,35,90,34,133,99,68
Larry Gardner,1004528,1923,6688,7685,1474,301,129,27,866,934,654,,282,32,,311,,165,68
Tom McCraw,1008428,1468,3956,4396,705,150,42,75,484,404,332,48,544,40,26,42,70,143,68
Wally Moon,1009085,1457,4843,5566,985,212,60,142,737,661,644,56,591,13,35,31,121,89,68
Dale Murphy,1009355,2180,7960,9041,1324,350,39,398,1197,1266,986,159,1748,28,60,6,209,161,68
Cookie Rojas,1011152,1822,6309,6871,1327,254,25,54,714,593,396,30,489,20,59,87,181,74,68
Billy Werber,1013783,1295,5024,5845,964,271,50,78,875,539,701,,363,32,,88,39,215,68
Bill White,1013855,1673,5972,6680,1161,278,65,202,843,870,596,70,927,28,45,39,82,103,68
Alan Wiggins,1013931,631,2247,2553,496,61,19,5,346,118,235,4,193,8,9,54,18,242,68
Jim Wohlford,1014179,1220,3049,3371,614,125,33,21,349,305,241,18,376,8,35,38,62,89,68
Fernando Vina,1189,1148,4240,4742,913,194,49,40,627,343,288,11,292,157,24,33,71,116,67
Felipe Alou,1000177,2082,7339,7908,1487,359,49,206,985,852,423,67,706,57,56,33,135,107,67
Jack Smith,1012160,1406,4532,5026,1008,182,71,40,783,382,334,,348,22,,138,,228,67
Matt Lawton,390,1334,4763,5570,851,267,17,138,756,631,681,34,613,94,30,2,113,165,66
Jonathan Villar,10071,1032,3530,3934,618,161,19,101,482,343,344,10,1045,16,17,26,56,239,66
Joe Carter,1002018,2189,8422,9154,1303,432,53,396,1170,1445,527,86,1387,90,105,10,133,231,66
Eric Davis,1003048,1626,5321,6147,883,239,26,282,938,934,740,59,1398,33,50,3,112,349,66
Heinie Groh,1005078,1676,6074,7035,1353,308,87,26,918,566,696,,345,83,,182,,180,66
Milt Thompson,1013021,1359,3761,4155,789,156,37,47,491,357,336,46,635,22,16,20,60,214,66
Tim Wallach,1013554,2212,8099,8908,1357,432,36,260,908,1125,649,89,1307,77,77,6,192,51,66
Eddie Yost,1014357,2109,7346,9175,1331,337,56,139,1215,683,1614,15,920,99,18,98,133,72,66
Al Martin,1167,1232,4242,4688,772,220,48,132,664,485,390,43,879,24,27,5,63,173,65
David Wright,3787,1585,5998,6872,1119,390,26,242,949,970,762,73,1292,45,65,0,152,196,65
Gary Gaetti,1004422,2507,8951,9817,1438,443,39,360,1130,1341,634,57,1602,96,104,32,236,96,65
Al Kaline,1006678,2834,10116,11597,2035,498,75,399,1622,1583,1277,131,1020,55,104,45,271,137,65
Rudy Law,1007402,749,2421,2647,500,101,37,18,379,199,184,10,210,13,7,22,28,228,65
Oscar Melillo,1008748,1377,5063,5536,1020,210,64,22,590,548,327,,306,12,,134,,69,65
Rick Miller,1008928,1482,3887,4440,822,161,35,28,552,369,454,23,583,16,23,60,68,78,65
Bump Wills,1014049,831,3030,3440,619,128,24,36,472,302,310,20,441,17,29,53,54,196,65
Corey Patterson,300,1230,4171,4499,701,197,34,118,571,431,206,22,933,31,24,63,44,218,64
Mark Kotsay,1042,1914,6464,7110,1256,353,48,127,790,720,554,38,757,13,48,30,152,98,64
Ivan Rodriguez,1275,2543,9592,10270,1910,572,51,311,1354,1332,513,67,1474,58,76,31,337,127,64
Brett Gardner,9927,1688,5737,6614,1007,251,73,139,943,578,699,6,1245,67,42,69,58,274,64
Bobby Doerr,1003355,1865,7093,8028,1349,381,89,223,1094,1247,809,,608,11,,115,182,54,64
Harry Heilmann,1005590,2148,7787,8960,1784,542,151,183,1291,1539,856,,550,40,,277,,113,64
Tom Herr,1005737,1514,5349,6116,1127,254,41,28,676,574,627,47,584,22,53,60,100,188,64
Rogers Hornsby,1006030,2259,8173,9475,1919,541,169,301,1579,1584,1038,,679,48,,216,3,135,64
Bob Johnson,1006428,1863,6920,8047,1272,396,95,288,1239,1283,1075,,851,24,,28,102,96,64
Al Oliver,1009773,2368,9049,9778,1918,529,77,219,1189,1326,535,119,756,82,95,17,254,84,64
Howie Shanks,1011791,1665,5699,6414,1108,211,96,25,604,620,415,,443,37,,263,,185,64
Al Simmons,1011978,2215,8759,9515,1932,539,149,307,1507,1827,615,,737,30,,111,23,88,64
Roger Cedeno,869,1100,3174,3557,666,127,32,40,478,274,319,14,613,13,18,33,44,213,63
Alexei Ramirez,5133,1371,5134,5505,1006,249,17,115,601,590,263,18,650,30,42,36,139,143,63
Matt Kemp,5631,1750,6365,6983,1146,338,37,287,950,1031,518,69,1641,26,72,1,184,184,63
George Burns,1001709,1866,6573,7233,1430,444,72,72,901,951,363,,433,110,,187,,154,63
Bill Cissell,1002247,956,3707,3998,745,173,43,29,516,423,212,,250,10,,69,6,113,63
Bob Dernier,1003220,904,2483,2757,503,92,16,23,374,152,222,2,301,8,8,36,34,218,63
Dan Driessen,1003501,1732,5479,6344,1006,282,23,153,746,763,761,100,719,28,65,11,128,154,63
Keith Hernandez,1005706,2088,7370,8553,1534,426,60,162,1124,1071,1070,130,1012,32,71,10,161,98,63
Julian Javier,1006371,1622,5722,6179,1120,216,55,78,722,506,314,39,812,21,32,90,100,135,63
Gregg Jefferies,1006379,1465,5520,6072,1140,300,27,126,761,663,472,59,348,24,52,4,155,196,63
Alex Johnson,1006418,1322,4623,4948,1040,180,33,78,550,525,244,43,626,36,33,12,143,113,63
Bake McBride,1008340,1071,3853,4202,868,167,55,63,548,430,248,28,457,40,39,22,64,183,63
Tony Pena,1010153,1988,6489,7073,1255,298,27,107,667,708,455,72,846,23,38,68,235,80,63
Dave Philley,1010285,1904,6296,7000,1268,276,72,84,789,729,594,14,551,17,22,71,190,101,63
Deion Sanders,1011415,641,2123,2325,404,72,43,39,308,168,159,7,352,21,10,12,23,186,63
Dickie Thon,1013033,1387,4449,4871,870,193,42,71,496,435,348,51,658,9,35,30,77,167,63
Adam Kennedy,19,1691,5473,6055,1078,288,42,80,682,571,401,43,839,72,53,55,108,179,62
Jose Vizcaino,577,1820,5379,5918,1166,204,47,36,633,480,378,33,729,16,38,107,105,74,62
David DeJesus,1825,1472,5220,5916,982,288,65,99,740,573,510,21,838,108,35,43,103,66,62
Erick Aybar,4082,1454,5175,5627,1042,256,46,58,643,473,285,18,670,52,39,75,107,155,62
Frankie Crosetti,1002802,1683,6277,7273,1118,260,65,98,1006,649,792,,799,114,,90,59,113,62
Dom DiMaggio,1003310,1399,5640,6478,1228,308,57,87,1046,618,750,,571,31,,57,107,100,62
Steve Garvey,1004557,2332,8835,9466,1844,440,43,272,1143,1308,479,113,1003,29,90,33,251,83,62
Spike Owen,1009924,1544,4930,5616,891,215,59,46,587,439,569,57,519,15,34,67,95,82,62
Billy Rogell,1011128,1482,5149,5919,1002,256,75,42,755,609,649,,416,21,,100,2,82,62
Rodney Scott,1011693,690,2132,2487,432,43,26,3,316,150,281,2,291,10,13,51,27,205,62
Robby Thompson,1013023,1304,4612,5235,791,238,39,119,671,458,439,8,987,66,19,99,72,103,62
Jack Tobin,1013088,1619,6174,6872,1449,294,99,64,936,581,508,,267,29,,161,,147,62
Brian L. Hunter,562,1000,3347,3659,683,146,28,25,500,241,243,1,581,13,29,27,46,260,61
Phil Bradley,1001313,1022,3695,4255,758,179,43,78,565,376,432,18,718,65,21,36,81,155,61
John Cangelosi,1001913,1038,2004,2432,401,73,15,12,328,134,358,7,322,31,10,29,27,154,61
Jack Clark,1002288,1994,6847,8230,1115,332,39,340,1118,1180,1262,127,1442,24,83,9,174,77,61
Leon Durham,1003592,1067,3587,4067,613,192,40,147,522,530,444,96,679,9,24,3,49,106,61
Tony Gonzalez,1004845,1559,5195,5793,1087,238,57,103,690,615,467,63,706,71,40,20,124,79,61
Larry Hisle,1005858,1197,4205,4780,755,193,32,166,652,674,462,37,941,39,42,32,95,128,61
Joe Jackson,1006301,1332,4981,5690,1243,307,168,54,873,785,519,,158,59,,131,,202,61
Jeffrey Leonard,1007535,1415,5045,5476,938,223,37,144,614,723,342,41,1000,23,58,8,146,163,61
Dwayne Murphy,1009359,1360,4347,5242,744,139,20,166,648,609,747,39,953,19,45,84,91,100,61
Jay Bell,48,2063,7398,8525,1307,394,67,195,1123,860,853,25,1443,57,58,159,165,91,60
Jeff Kent,1119,2298,8498,9537,1477,560,47,377,1320,1518,801,61,1522,125,103,10,224,94,60
Ryan Braun,3410,1766,6622,7340,1154,408,49,352,1080,1154,586,56,1363,77,44,0,180,216,60
Bill Almon,1000174,1236,3330,3659,647,138,25,36,390,296,250,24,636,6,29,44,53,128,60
Don Blasingame,1001056,1444,5296,5938,1105,178,62,21,731,308,552,15,462,15,13,62,43,105,60
Tom Brookens,1001476,1336,3865,4258,664,175,40,71,477,431,281,12,605,14,39,59,67,86,60
Joey Cora,1002607,1119,3734,4279,793,171,41,30,624,294,380,6,335,44,37,84,58,117,60
Bernie Friberg,1004347,1299,4169,4795,907,181,44,38,544,471,471,,498,16,,139,,51,60
Joe Gordon,1004874,1566,5707,6536,961,264,52,253,914,975,759,,702,29,,41,159,89,60
Bud Harrelson,1005387,1533,4744,5516,932,136,45,7,539,267,633,31,653,22,23,94,53,127,60
Ken Landreaux,1007303,1264,4101,4504,783,180,45,91,522,479,299,33,421,19,45,39,78,145,60
Nemo Leibold,1007491,1268,4167,4863,912,145,49,3,638,284,571,,335,16,,109,,134,60
Joe Orsulak,1009852,1494,4293,4714,893,186,37,57,559,405,318,34,402,23,36,44,69,93,60
Jorge Orta,1009853,1755,5829,6458,1159,267,63,130,733,745,500,46,716,29,67,33,125,79,60
Wally Pipp,1010365,1872,6914,7820,1392,311,148,90,974,998,596,,551,38,,272,,125,60
Everett Scott,1011679,1654,5837,6373,1169,208,58,20,552,551,243,,282,18,,275,,69,60
Del Unser,1013286,1799,5215,5813,1036,179,42,87,617,481,481,62,675,9,43,65,61,64,60
Andruw Jones,96,2196,7599,8664,1080,383,36,434,1204,1289,891,69,1748,97,71,6,192,152,59
Juan Encarnacion,320,1259,4685,5095,820,242,46,156,618,667,288,13,853,54,41,27,116,127,59
Greg Vaughn,1233,1731,6103,7070,813,284,23,355,1017,1072,865,54,1513,37,54,11,101,121,59
Justin Upton,5222,1845,6721,7649,1041,350,38,325,1058,1003,785,49,1971,78,59,3,142,151,59
Denard Span,8347,1359,5326,5956,1090,265,72,71,773,490,515,9,716,36,27,52,86,185,59
Sam Bohne,1001130,663,2315,2593,457,87,45,16,309,228,193,,154,9,,76,,75,59
Alex Cole,1002411,573,1760,2012,404,58,26,5,286,117,217,8,296,7,9,19,24,148,59
Tommy Davis,1003084,1999,7223,7739,1661,272,35,153,811,1052,381,67,754,32,68,35,219,136,59
Dwight Evans,1003865,2606,8996,10569,1505,483,73,385,1470,1384,1391,60,1697,53,77,52,227,78,59
Pinky Higgins,1005793,1802,6636,7554,1376,374,51,140,930,1075,800,,590,22,,96,112,61,59
Buddy Lewis,1007578,1349,5261,5937,1150,249,93,71,830,607,573,,303,20,,83,69,83,59
Dick McAuliffe,1008331,1763,6185,7162,1031,231,71,197,888,697,882,59,974,33,30,32,77,63,59
Stuffy McInnis,1008569,2127,7822,8623,1972,312,101,20,872,1063,380,,189,38,,383,,172,59
Frank O'Rourke,1009838,1131,4069,4606,779,196,42,15,547,430,314,,377,53,,170,,100,59
Terry Pendleton,1010157,1893,7032,7637,1362,356,39,140,851,946,486,77,979,15,67,37,178,127,59
Muddy Ruel,1011290,1468,4514,5292,1022,187,29,4,494,534,606,,238,29,,143,,61,59
Willie Upshaw,1013293,1264,4203,4736,736,199,45,123,596,528,452,50,642,23,28,30,60,88,59
Andy Van Slyke,1013363,1658,5711,6495,1014,293,91,164,835,792,667,55,1063,27,61,12,94,245,59
Ralph Young,1014389,1022,3643,4336,756,108,30,4,480,254,495,,235,15,,183,,92,59
Darin Erstad,11,1654,6024,6628,1224,316,33,124,913,699,475,46,939,37,43,36,87,179,58
Mike Bordick,129,1720,5770,6484,1122,257,30,91,676,626,500,10,800,63,54,97,145,96,58
Dave Roberts,670,832,2707,3092,550,95,53,23,437,213,307,8,362,16,19,41,23,243,58
Alex Sanchez,708,427,1527,1651,369,56,21,6,193,111,76,1,233,6,10,32,17,122,58
Jeromy Burnitz,867,1694,5710,6580,805,298,29,315,917,981,739,75,1376,78,43,9,99,74,58
Felipe Lopez,1311,1185,4337,4864,805,219,31,90,600,439,445,15,913,18,29,35,67,124,58
Horace Clarke,1002287,1272,4813,5242,1030,150,23,27,548,304,365,18,362,11,24,29,77,151,58
Vic Davalillo,1003012,1458,4017,4296,889,160,37,36,509,329,212,29,422,10,25,32,43,125,58
Carlton Fisk,1004101,2499,8756,9853,1512,421,47,376,1276,1330,849,105,1386,143,79,26,204,128,58
Ira Flagstead,1004126,1218,4139,4791,850,262,50,40,644,450,467,,288,53,,132,,71,58
Scott Fletcher,1004155,1612,5258,5976,1061,243,38,34,688,510,514,13,541,57,36,111,109,99,58
Steve Henderson,1005636,1085,3484,3916,697,162,49,68,459,428,386,32,677,13,22,11,108,79,58
Heinie Manush,1008089,2008,7654,8416,1763,491,160,110,1287,1183,506,,345,70,,186,11,114,58
Phil Rizzuto,1011011,1661,5816,6711,1249,239,62,38,877,563,651,1,398,49,2,193,107,149,58
Fred Schulte,1011632,1179,4259,4807,891,249,54,47,686,593,462,,361,9,,77,4,56,58
Marvell Wynne,1014312,940,2693,2937,489,107,28,40,300,244,191,12,398,8,10,35,39,80,58
Orlando Cabrera,766,1985,7562,8255,1441,459,32,123,985,854,514,26,745,32,90,57,188,216,57
Gerald Williams,1395,1168,3059,3323,494,183,18,85,474,365,180,8,530,31,22,31,60,106,57
Felix Jose,1610,747,2527,2756,505,135,14,54,322,324,203,28,507,9,14,3,50,102,57
Charlie Blackmon,7859,1500,5716,6326,1102,310,63,215,937,749,442,33,1056,104,38,26,69,142,57
Earl Averill,1000378,1668,6353,7215,1252,401,128,238,1224,1164,774,,518,33,,55,7,70,57
Bobby Bonilla,1001168,2113,7213,8257,1254,408,61,287,1084,1173,912,128,1204,28,97,5,169,45,57
Donn Clendenon,1002345,1362,4648,5112,865,192,57,159,594,682,379,46,1140,21,47,17,123,90,57
Mariano Duncan,1003554,1279,4677,4998,890,233,37,87,619,491,201,12,913,37,33,50,93,174,57
Larry Herndon,1005717,1537,4877,5319,965,186,76,107,605,550,353,24,793,16,38,32,125,92,57
Charlie Moore,1009099,1334,4033,4483,786,187,43,36,456,408,346,12,470,11,21,71,103,51,57
Jerry Morales,1009138,1441,4528,4984,843,199,36,95,516,570,366,33,567,14,56,20,123,37,57
John Moses,1009243,769,1723,1910,341,69,17,11,247,145,143,9,226,10,12,22,33,101,57
Jim Piersall,1010340,1734,5890,6591,1192,256,52,104,811,591,524,23,583,25,48,104,161,115,57
Dave Robertson,1011027,803,2830,3034,604,117,44,47,366,364,113,,262,15,,76,,94,57
George Scott,1011682,2034,7433,8269,1355,306,60,271,957,1051,699,85,1419,53,62,22,279,69,57
Manny Trillo,1013184,1780,5950,6573,1229,239,33,61,598,571,452,35,742,34,49,88,146,56,57
Jose Valentin,256,1678,5539,6317,756,302,41,249,872,816,630,54,1294,29,49,70,66,136,56
Damion Easley,464,1706,5484,6211,909,287,27,163,735,684,510,22,935,132,43,42,128,114,56
Michael Tucker,635,1417,4083,4686,665,208,49,125,625,528,490,31,960,39,33,41,67,114,56
Ian Desmond,6885,1478,5442,5944,937,277,37,181,724,711,387,13,1402,43,39,33,132,181,56
Hubie Brooks,1001472,1645,5974,6476,1138,290,31,149,656,824,387,62,1005,38,65,12,163,64,56
Mike Davis,1003070,963,2999,3298,510,161,16,91,419,371,236,19,537,10,29,24,55,134,56
Mike Devereaux,1003242,1086,3740,4102,641,170,33,105,491,480,296,6,635,12,34,20,84,86,56
Red Kress,1007160,1391,5087,5664,1009,298,58,89,691,799,474,,453,6,,97,18,47,56
Harvey Kuenn,1007200,1833,6913,7618,1593,356,56,87,951,671,594,39,404,15,52,44,143,68,56
Doc Lavan,1007388,1163,3891,4265,768,134,45,7,338,377,209,,376,24,,141,,71,56
Hi Myers,1009423,1310,4910,5316,1069,179,100,32,555,559,195,,358,24,,187,,107,56
Ray Powell,1010495,873,3324,3728,671,117,67,35,467,276,321,,461,19,,64,,51,56
John Roseboro,1011199,1585,4847,5527,868,190,44,104,512,548,547,110,677,36,53,44,76,67,56
Sam West,1013813,1753,6148,6972,1315,347,101,75,934,838,696,,540,5,,123,6,53,56
Melvin Mora,157,1556,5422,6158,1030,283,19,171,794,754,520,18,953,117,49,50,112,93,55
Preston Wilson,545,1108,4003,4436,629,221,16,189,573,668,350,15,1085,51,27,5,129,124,55
Shin-Soo Choo,3174,1652,6087,7157,1085,339,29,218,961,782,868,43,1579,152,40,10,102,157,55
Cameron Maybin,5223,1162,3824,4251,694,173,34,72,556,354,368,11,921,26,15,18,87,187,55
Hunter Pence,8252,1707,6420,7006,1168,324,55,244,891,942,520,19,1335,26,39,1,152,120,55
Gerardo Parra,8553,1519,4858,5290,934,269,42,90,633,532,318,49,920,40,39,35,113,97,55
Tony Bernazard,1000889,1071,3700,4243,688,177,30,75,523,391,428,22,606,17,35,63,67,113,55
Jimmy Dykes,1003617,2282,8046,9347,1605,453,90,108,1108,1071,958,,850,115,,228,0,70,55
Tim Foli,1004202,1696,6047,6573,1229,241,20,25,576,501,265,29,399,35,57,169,119,81,55
Ron Hunt,1006212,1483,5235,6158,1144,223,23,39,745,370,555,22,382,243,22,103,100,65,55
Jackie Jensen,1006398,1438,5236,6079,960,259,45,199,810,929,750,28,546,23,52,18,185,143,55
Al Newman,1009539,854,2107,2409,400,68,7,1,264,156,236,2,212,6,12,48,33,91,55
Tony Oliva,1009772,1676,6301,6879,1320,329,48,220,870,947,448,131,645,59,57,14,139,86,55
Mitchell Page,1009954,673,2104,2398,383,84,21,72,297,259,245,21,449,18,14,17,38,104,55
Harry Rice,1010895,1034,3740,4247,821,186,63,48,620,506,376,,194,32,,99,14,59,55
Snuffy Stirnweiss,1012546,1027,3695,4292,735,157,68,29,604,281,541,,447,6,,50,73,134,55
Joel Youngblood,1014383,1408,3659,4078,686,180,23,80,453,422,332,30,589,36,33,18,80,60,55
Carl Everett,1249,1405,4809,5395,818,258,26,202,707,792,442,39,1021,87,42,15,83,107,54
Lenny Harris,1394,1903,3924,4289,836,161,21,37,460,369,279,26,337,17,25,44,112,131,54
Baby Doll Jacobson,1006316,1472,5507,6072,1209,328,94,83,787,821,355,,410,39,,171,,86,54
Jay Johnstone,1006463,1748,4703,5229,899,215,38,102,578,531,429,61,632,22,35,40,80,50,54
Don Kolloway,1007087,1079,3993,4244,842,180,30,29,466,393,189,,251,10,,52,110,76,54
Fred Lynn,1007872,1969,6925,7923,1223,388,43,306,1063,1111,857,77,1116,30,86,25,149,72,54
Elliott Maddox,1007947,1029,2843,3340,587,121,16,18,360,234,409,21,358,34,24,30,69,60,54
