Name,Team,G,GS,IP,TBF,O-Swing%,Z-Contact%,Contact%,Zone%,SwStr%,CSW%,K%,K%+,BB%,BB%+,K-BB%,BABIP,BABIP+,LOB%,LOB%+,HR/FB,LA,Barrel%,HardHit%,ERA,ERA-,xERA,FIP,FIP-,xFIP,xFIP-,SIERA,WHIP,WHIP+,Stuff+,Location+,Pitching+,WAR,RA9-WAR,NameASCII,PlayerId,MLBAMID
"Steven Wilson","SDP",1,1,1,3,0.3333,0.6667,0.6,0.5,0.1667,0.5,0.6667,294.7583166335542,0,0,0.6667,0,0,1,,0,-6.285299777984619,0,0,0,0,,-0.8875701904296873,-20.665403738594556,-0.8875701904296873,-20.383817372473672,-0.16357854495219737,0,0,141.1833333333333,102.58333333333333,126.16666666666667,0.07063130289316177,0.06652569770812988,"Steven Wilson",20353,621051
"Mauricio Llovera","SFG",1,1,1,3,0.1667,0.7778,0.8,0.6471,0.1176,0.2941,0.3333,147.3791583167771,0,0,0.3333,0,0,1,,0,38.59049987792969,0,0.5,0,0,,1.1124298095703127,30.300763653538265,4.073179852962494,101.99627105548792,4.7006436750122464,0,0,116.6470588235294,117.92941176470588,125.84117647058825,0.04446040093898773,0.06616509705781937,"Mauricio Llovera",20080,661440
"Reynaldo López","CHW",1,1,2,7,0.6667,0.5,0.5,0.375,0.375,0.4167,0.4286,192.90161190269808,0,0,0.4286,0.25,87.20402756104542,1,137.19943390526697,0,18.721725463867188,0,0,0,0,,0.11242980957031268,1.2658791877258868,0.852617320418358,20.380775499824313,1.3132831356563146,0.5,39.91601684916246,124.79166666666667,116.44166666666666,120.12083333333334,0.11564800143241882,0.1324169933795929,"Reynaldo Lopez",16400,625643
"Penn Murfee","SEA",1,1,2,8,0.4118,0.625,0.8,0.5,0.0882,0.2941,0.25,112.52594042660846,0.125,155.75412498956746,0.125,0.2,69.76322204883634,1,137.19943390526697,0,24.1843994140625,0,0.2,0,0,,2.6124298095703127,67.4640905227117,4.832992342114449,122.88163842765279,4.4578520088195805,1,79.83203369832492,129.88235294117646,114.75,118.92647058823529,0.049882400780916214,0.13334299623966217,"Penn Murfee",25174,682171
"J.P. Feyereisen","TBR",2,2,4,12,0.3793,0.6667,0.5769,0.4423,0.2115,0.3462,0.4167,187.54323374427827,0,0,0.4167,0,0,1,,0,48.62385777064732,0.1429,0.2857,0,0,,0.6124298095703127,14.77189813330367,2.8329923421144487,71.37852006864375,2.322692290460136,0,0,123.21346153846153,105.17307692307692,117.8076923076923,0.28849801421165466,0.26854199171066284,"J.P. Feyereisen",16610,656420
"Jacob deGrom","NYM",11,11,64.1,239,0.4123,0.7333,0.6133,0.3755,0.2106,0.3543,0.4268,188.69465447031604,0.0335,40.371725835915896,0.3933,0.25833333333333336,88.50608327160298,0.7345,101.64343626993464,0.16981132,15.231496255228839,0.093,0.3178,3.077721910550083,79.79786892706441,2.24,2.1331546562134682,54.88995603021739,1.5340850420276666,39.35762875923125,1.5859776410833413,0.7461144025575959,58.3289213319332,138.63393617021273,107.83765957446812,117.07755319148939,2.2165300846099854,1.7020000219345093,"Jacob deGrom",10954,594798
"Tyler Glasnow","TBR",2,2,6.2,26,0.3521,0.8929,0.6981,0.3772,0.1404,0.3158,0.3846,173.1168311485646,0.0769,95.84869115108799,0.3077,0.23076923076923078,80.496025440965,1,137.19943390526697,0.142857142,14.885928562709264,0.2143,0.8571,1.3499993562701433,36.414531481259274,5.75,2.9624298810958525,77.74495765560947,2.5668238425164067,64.52426619952483,2.3646122745295894,0.8999995708467623,71.8487960683167,156.8254385964912,104.23859649122808,116.41666666666669,0.13181500136852264,0.32385700941085815,"Tyler Glasnow",14374,607192
"Austin Pruitt","OAK",1,1,5,17,0.4545,0.8125,0.7742,0.4,0.1273,0.3091,0.1176,52.95338335949501,0,0,0.1176,0,0,1,,0,11.806599934895834,0,0.2667,0,0,,2.312429809570313,59.6568605826228,4.0888798356056215,103.71958118008129,4.133195012963878,0,0,101.55636363636364,113.34545454545454,115.65090909090908,0.17519399523735046,0.37299901247024536,"Austin Pruitt",15290,643493
"Brusdar Graterol","LAD",1,1,1,6,0.3,1,1,0.5455,0,0.2273,0.1667,73.6895789373198,0,0,0.1667,0.6,205.56251598565845,0.3333,46.13048262120378,0,-12.098400115966797,0,0.4,18,456.0762994886583,,1.1124298095703127,28.603988415039876,2.5928048312664034,65.47590125716819,2.9254214620043024,3,234.5307413929617,107.09545454545454,114.49545454545455,114.33181818181819,0.04496689885854721,-0.13186800479888916,"Brusdar Graterol",20367,660813
"Cooper Criswell","TBR",1,1,3.1,13,0.2632,0.8,0.75,0.5778,0.1111,0.3778,0.3077,138.4934648288309,0.0769,95.84869115108799,0.2308,0.25,87.20402756104542,0.6667,91.46628917871169,0,4.93642520904541,0,0.25,2.700002768042541,72.82917235458147,1.14,1.612428271768901,41.568902714399734,2.9447671572090615,74.25689583433083,2.896488528691919,0.9000009226808471,71.8489039879809,90.25777777777778,113.18,114.1711111111111,0.13111400604248047,0.10439000278711319,"Cooper Criswell",24975,681867
"Shawn Armstrong","TBR",3,3,7.2,27,0.4151,0.7674,0.7231,0.5138,0.1651,0.2752,0.2222,100.02305805696226,0.037,46.14937032112989,0.1852,0.21052631578947367,73.43497057772245,1,137.19943390526697,0.25,2.068964958190918,0.05,0.25,1.173912556725976,31.66481195313221,,3.6341687236707463,95.74557417876257,2.7108865091254613,68.23410448426513,2.3690478809563773,0.7826083711506507,62.477217858289926,104.14311926605504,114.17339449541284,112.26330275229355,0.09262750297784805,0.39135700464248663,"Shawn Armstrong",12857,542888
"Scott Effross","CHC",1,1,1.1,7,0.4,1,0.8889,0.4444,0.0556,0.2778,0,0,0,0,0,0.2857142857142857,97.88691237412309,0,0,0,3.556471415928432,0.1429,0.7143,0,0,,3.1124298095703127,79.09308933232583,6.443281847557996,160.46591559406784,6.219752764325968,1.5000037103983153,117.26566076397009,98.16666666666667,104.35555555555555,112.00555555555555,0.027925999835133553,-0.11093100160360336,"Scott Effross",18384,664123
"Trevor Richards","TOR",4,4,4.1,19,0.3636,0.7059,0.5676,0.3125,0.2,0.3625,0.3684,165.8277013970417,0.0526,65.58068302568135,0.3158,0.45454545454545453,158.5527773837189,0.8333,114.33286154198932,0,20.49190868030895,0.0909,0.7273,2.0769246005458837,54.2451602248995,,0.5739664089031216,12.971208556196858,1.940467431389458,48.394612010927155,2.3066921674084813,1.3846164003639223,110.536743133106,105.27000000000001,106.27000000000001,111.74624999999999,0.22077399492263794,0.16527099907398224,"Trevor Richards",19309,670950
"Gerrit Cole","NYY",33,33,200.2,793,0.3488,0.8237,0.7021,0.394,0.1429,0.3189,0.3241,145.8722151904509,0.0631,78.5645013929037,0.261,0.2682926829268293,93.58481006551216,0.7822,107.32120914977143,0.168367346,12.62150935207023,0.095,0.3988,3.498332929432352,91.98048527158195,3.31,3.4662498067066334,86.8116962864932,2.774324923216605,69.86774255898713,2.773346626310542,1.0166095692367518,81.15800938934797,129.589914686167,101.96660572821446,110.41368068251066,3.260809898376465,3.428459882736206,"Gerrit Cole",13125,543037
"Spencer Strider","ATL",20,20,107.1,433,0.3431,0.8025,0.6933,0.4332,0.1517,0.3093,0.3811,168.4819476068087,0.0785,94.70572851077073,0.3025,0.29017857142857145,99.41639537996876,0.7359,101.84048078142884,0.085365853,13.14324713372565,0.0519,0.3506,2.7670893340662315,67.4417543556702,,1.9198795241814992,49.61491103711221,2.2030240531449508,55.86013636742893,2.4069488663619074,0.9875807050876112,77.20601164986041,131.00122863247864,102.02462606837612,110.33231837606841,4.143819808959961,3.2062199115753174,"Spencer Strider",27498,675911
"Zack Wheeler","PHI",26,26,153,607,0.3596,0.841,0.7734,0.4232,0.1141,0.2765,0.2685,118.72884400969681,0.056,67.55779328627129,0.2125,0.28717948717948716,98.38889654014422,0.7713,106.74306536192641,0.098484848,11.462750244140626,0.0769,0.3449,2.823529411764706,69.43405384130884,3.1,2.8902075873480904,71.11521095309844,3.0628187171773975,77.07099079343207,3.1868084364453675,1.0392156862745099,81.2426751230521,109.89440203562343,105.46111111111112,109.59885496183205,4.166669845581055,4.571499824523926,"Zack Wheeler",10310,554430
"Kevin Gausman","TOR",31,31,174.2,725,0.427,0.8314,0.7213,0.4193,0.1552,0.2982,0.2828,127.27071851692008,0.0386,48.12265297351371,0.2441,0.3634453781512605,126.77560309294837,0.7398,101.49958115502729,0.085227272,12.161745419982033,0.0815,0.3849,3.3492301067784096,87.47526208919706,3.34,2.379606811847857,58.6457500997666,2.7548694603401183,69.36673405535865,2.9381436322921344,1.2366388086566436,98.72339104533356,109.28239713774597,106.69295169946335,109.45284436493742,5.674139976501465,3.226249933242798,"Kevin Gausman",14107,592332
"Justin Verlander","HOU",28,28,175,666,0.3689,0.8504,0.7835,0.425,0.1158,0.2654,0.2778,125.02882234615093,0.0435,54.25669151128485,0.2342,0.23963133640552994,83.58727065759192,0.8048,110.41385136170723,0.062176165,16.882240260888008,0.0628,0.3475,1.7485714285714287,45.423350921556484,2.66,2.48957266671317,63.4086345700065,3.23078626206943,81.62233373961153,3.086807159187249,0.8285714285714286,66.14654220718351,117.56089127929317,107.12212831348444,109.16938148290436,6.031990051269531,7.010509967803955,"Justin Verlander",8700,434378
"Corbin Burnes","MIL",33,33,202,797,0.357,0.8336,0.6728,0.3506,0.1509,0.3213,0.3049,134.80477603295236,0.064,77.17863371390426,0.2409,0.25910064239828695,88.7689665748204,0.7679,106.27329614524943,0.141104294,10.033909424832821,0.0571,0.3408,2.9405940594059405,72.53334686854038,3.05,3.137182284817838,78.4427018645938,2.8515443072755744,71.85891988879317,2.911184690529292,0.9653465346534653,75.46781282446786,126.483771393643,101.87004889975547,109.12949266503665,4.580049991607666,5.30757999420166,"Corbin Burnes",19361,669203
"John Brebbia","SFG",11,11,11,43,0.2857,0.8448,0.85,0.5305,0.0732,0.2744,0.1628,71.97586778896033,0.0233,28.048959823511904,0.1395,0.29411764705882354,100.7659392086561,0.9167,126.85882724290826,0,14.155441284179688,0.0588,0.4412,0.8181818181818182,21.032103757946686,,2.385157082297585,63.157226044606745,4.403850293701345,110.15380316739855,4.2338001549208535,1,78.1769137976539,105.70548780487805,105.61646341463414,109.0280487804878,0.3359909951686859,0.6098669767379761,"John Brebbia",12777,605154
"Bryan Baker","BAL",2,2,3.2,15,0.2188,0.8333,0.72,0.4667,0.1167,0.3333,0.2667,120.02766948831318,0.0667,83.06886583041398,0.2,0.3333333333333333,116.27203674806054,0.4,54.87977356210679,0,40.80944485134549,0.1111,0.3333,7.363629500734405,194.07269618191128,,2.5669757724788753,65.61876115292868,4.989405368459246,126.90951773201624,4.120040958339974,1.0909080741828747,87.089410139942,96.58833333333334,106.68,108.975,0.14810900390148163,-0.08742629736661911,"Bryan Baker",19804,641329
"Jimmy Herget","LAA",1,1,3,10,0.2174,0.8333,0.7647,0.4651,0.093,0.3023,0.2,90.0207523412868,0,0,0.2,0.125,43.60201378052271,0,0,0,-8.504349708557129,0,0.375,3,75.84621735598436,,1.7790964762369799,43.16889920031334,2.2725548168023435,56.94637996915399,1.68271700881958,0.3333333333333333,26.610677899441644,109.96511627906976,105.13953488372093,108.46279069767441,0.14079399406909943,0.08728969842195511,"Jimmy Herget",17556,623474
"Aaron Nola","PHI",32,32,205,807,0.3702,0.8475,0.7437,0.4321,0.1264,0.3238,0.2912,128.75130915076315,0.0359,43.3420737783831,0.2553,0.28932038834951457,99.12237825845668,0.7302,101.05507070280349,0.098445595,12.545332327739564,0.0712,0.3165,3.2487804878048783,79.89149975521327,2.74,2.580722492497142,63.65831057382242,2.769563366581754,69.83647677358702,2.802456755893049,0.9609756097560975,75.12610740555033,106.46850937808492,109.39631457716355,108.46225732148734,6.312600135803223,5.500060081481934,"Aaron Nola",16149,605400
"Brandon Woodruff","MIL",27,27,153.1,620,0.3386,0.7947,0.7139,0.4263,0.1407,0.3097,0.3065,135.49374205963235,0.0677,81.7039083166843,0.2387,0.28493150684931506,97.61872905255014,0.7858,108.74988611541008,0.109756097,16.824642272463528,0.0705,0.3681,3.052180696441208,75.28576766735274,3.15,3.079821041445941,77.03591872275537,3.1370918441082107,78.90328465264831,3.0256000186093135,1.0695675944793976,83.6154936343799,113.68422924901186,106.94466403162059,108.4594861660079,3.554960012435913,3.940540075302124,"Brandon Woodruff",16162,605540
"Nathan Eovaldi","BOS",20,20,109.1,460,0.3633,0.8556,0.7626,0.4365,0.1242,0.2841,0.2239,100.7841029494345,0.0435,54.17534673895129,0.1804,0.2984126984126984,104.09115670778755,0.7598,104.25097695617032,0.172131147,10.729609492304805,0.1071,0.4494,3.8689142280151523,93.94590339394361,4.31,4.3014578229083025,108.47891877798472,3.4563859123383955,87.43187648438831,3.5510799938880733,1.234759860004836,98.57339075324502,108.46500857632935,106.21080617495714,107.8865065751858,1.0397100448608398,1.343000054359436,"Nathan Eovaldi",9132,543135
"Ryne Nelson","ARI",3,3,18.1,69,0.2687,0.8919,0.8091,0.4704,0.083,0.2767,0.2319,102.52463154574332,0.087,104.8787227486465,0.1449,0.15555555555555556,53.29398562591145,0.9016,124.77917439173592,0.068965517,25.847871820977392,0.0638,0.3617,1.4727299795909854,36.3270445001003,2.24,3.766976467166306,97.65680555509903,4.690480471604437,117.22487633397081,4.553765924373663,0.8181833219949919,63.963047034280585,117.95731225296441,102.21304347826087,107.8624505928854,0.3005959987640381,0.8487910032272339,"Ryne Nelson",26253,669194
"Julio Urías","LAD",31,31,175,689,0.3612,0.8625,0.7841,0.4517,0.111,0.2822,0.2409,106.52368763660999,0.0595,71.77114372460622,0.1814,0.2290748898678414,78.4820178506185,0.8665,119.91304433290524,0.10798122,17.168055346888355,0.0671,0.3019,2.16,54.729155938638996,2.81,3.7124298095703128,91.96641758327104,3.8056862645489833,95.39729132104976,3.6590231714079193,0.96,75.04983724574772,109.85983295368264,105.84271070615038,107.56545178435839,3.209130048751831,5.9647698402404785,"Julio Urias",14765,628711
"Shohei Ohtani","LAA",28,28,166,660,0.3265,0.8184,0.6932,0.4443,0.1495,0.3157,0.3318,149.35261147068636,0.0667,83.06886583041398,0.2652,0.2887139107611549,100.70806332509181,0.8311,114.02878479023187,0.092715231,14.49829536418575,0.0633,0.3316,2.3313253012048194,58.94073517422882,2.68,2.401586436076337,58.81121253206523,2.651807088342058,66.71271728367047,2.7331526937160158,1.0120481927710843,80.79386542963005,125.66656500190622,97.83175752954631,107.51814715974072,5.598509788513184,6.1689300537109375,"Shohei Ohtani",19755,660271
"Jimmy Yacabonis","TBR",1,1,1,5,0.125,1,1,0.619,0,0.1905,0,0,0.2,249.20659998330797,-0.2,0.25,87.20402756104542,0.5,68.59971695263349,0,27.09174919128418,0.25,0.5,0,0,,6.112429809570313,162.15564997627368,10.553554874658584,270.19504302451935,11.62893700881958,2,159.66406739664984,92.64285714285714,110.6,107.47142857142856,-0.01764659956097603,-0.04604959860444069,"Jimmy Yacabonis",15157,642231
"Craig Stammen","SDP",1,1,3,18,0.3659,0.8,0.7143,0.4058,0.1449,0.2899,0.1667,73.6895789373198,0.1667,201.01755283948478,0,0.45454545454545453,155.729178777014,0.5263,72.83760414602658,0.25,13.332416534423828,0.0833,0.3333,15,391.677471391845,,8.445763142903646,212.7656170942557,6.086263171831767,151.65838110359127,5.982921451092468,3,234.5307413929617,89.26811594202898,116.72608695652173,107.47101449275362,-0.10630600154399872,-0.2654460072517395,"Craig Stammen",7274,489334
"Shane McClanahan","TBR",28,28,166.1,641,0.3504,0.7948,0.6864,0.4354,0.1551,0.3276,0.3027,136.22485139897435,0.0593,73.86779057929527,0.2434,0.25064599483204136,87.42936096559592,0.8052,110.47500416778635,0.157024793,8.277979976815773,0.064,0.3251,2.5430913825674613,68.59668545774555,2.79,3.0042131549929745,78.86462595947133,2.596148456987523,65.27942074449395,2.815997968025287,0.9258536002727873,73.91277581669262,112.07930894308937,103.03479674796748,107.38670731707316,3.5405399799346924,4.847829818725586,"Shane McClanahan",21483,663556
"Sandy Alcantara","MIA",32,32,228.2,886,0.3785,0.8543,0.7701,0.4346,0.1216,0.2749,0.2336,103.29848443059888,0.0564,68.06463371957176,0.1772,0.26158940397350994,89.62162672663918,0.7882,109.08347745529588,0.085106382,5.546535915798611,0.0516,0.3855,2.2827954317922803,56.18098341723442,2.9,2.985607841137408,76.40567651391314,3.293087721440561,82.7516521566228,3.4171192400045145,0.9795903768610551,76.581352448878,120.31602346403207,105.17591849336215,107.31151589996912,5.754610061645508,8.335419654846191,"Sandy Alcantara",18684,645261
"Nick Neidert","MIA",1,1,5,20,0.3095,0.8519,0.85,0.4878,0.0732,0.2561,0.15,66.32062130887032,0,0,0.15,0.25,85.6510483273577,0.8333,115.32620662220519,0.166666666,12.698882159064798,0.0588,0.5882,3.6,88.59818864419714,4.28,4.512429809570312,114.69297390884599,3.6888798356056216,92.515714749361,4.07352450881958,1,78.1769137976539,93.80243902439024,105.84634146341463,107.30731707317074,0.01825620047748089,0.11080799996852875,"Nick Neidert",18699,663734
"Matt Wisler","TBR",5,5,7.2,28,0.2692,0.881,0.8036,0.5229,0.1009,0.2844,0.2143,96.45080595134904,0.0714,89.00235660288155,0.1429,0.15789473684210525,55.07622793329183,0.8696,119.30385551611063,0.111111111,22.08605041503906,0.1,0.3,2.347825113451952,63.32962390626442,,4.025472909246072,106.2313703572988,4.0676522650521925,103.17293814073753,4.128346908101537,0.7826083711506507,62.477217858289926,100.7425925925926,107.11296296296297,107.1287037037037,0.1064390018582344,0.2654139995574951,"Matt Wisler",12804,605538
"Carlos Rodón","SFG",31,31,178,710,0.3443,0.8073,0.7161,0.4308,0.141,0.3055,0.3338,147.5867343451368,0.0732,88.33447352972227,0.2606,0.29310344827586204,100.4184704527642,0.7506,103.87537756153445,0.065217391,19.397094430992738,0.0646,0.3971,2.8820224719101124,74.0849946979358,2.64,2.25287924777256,59.742368998344,2.9067500567168336,73.22082775338161,2.826217354152887,1.0280898876404494,80.37289452230709,114.06017461383479,103.13948959032909,107.10554063129617,6.195089817047119,5.200230121612549,"Carlos Rodon",16137,607074
"Mychal Givens","NYM",1,1,1,4,0.3636,1,0.8889,0.3889,0.0556,0.2222,0,0,0,0,0,0.25,85.6510483273577,1,138.3914480020028,0,12.042924880981445,0,0.5,0,0,,3.1124298095703127,79.38459334095415,4.592804831266403,114.81525008849032,5.40197700881958,1,78.1769137976539,111.55000000000001,110.29444444444444,107.04444444444444,0.019719300791621208,0.06491199880838394,"Mychal Givens",10430,571710
"Zac Gallen","ARI",31,31,184,714,0.3477,0.8709,0.7849,0.3981,0.1012,0.2784,0.2689,118.89411101876124,0.0658,79.39348693160014,0.2031,0.23660714285714285,81.06259930982068,0.7799,107.92792159649235,0.09090909,10.762625863306893,0.0778,0.3607,2.5434782608695654,62.738620961126514,3.17,3.047212418265965,79.29609964378261,3.3149400192434375,83.29074122865381,3.3216104448526345,0.9130434782608695,71.37892129351007,107.51936583702692,105.19959086259809,106.88745311967273,4.171889781951904,6.283609867095947,"Zac Gallen",19291,668678
"Fernando Cruz","CIN",2,2,3.1,11,0.2857,0.8,0.6667,0.5116,0.1628,0.3256,0.2727,120.58294751275514,0,0,0.2727,0,0,1,138.3914480020028,0,27.969427926199778,0,0.4286,0,0,,2.2124288868894655,53.20927087167736,3.988880734143013,99.9166392406842,3.3156344617485685,0,0,96.54418604651163,100.83255813953487,106.8186046511628,0.13678500056266785,0.22515800595283508,"Fernando Cruz",7048,518585
"Dylan Cease","CHW",32,32,184,747,0.3551,0.7966,0.6825,0.3619,0.15,0.2987,0.3039,136.7785190851081,0.1044,130.10786259439527,0.1995,0.26004728132387706,90.70868115096921,0.8234,112.97028141649295,0.083769633,15.030207210847701,0.0615,0.3121,2.2010869565217392,56.145792305444914,2.7,3.0961254617442258,74.9619759590876,3.50238431578745,88.61640709296937,3.475226425188904,1.108695652173913,88.50942866553416,124.17826923076935,97.6032371794872,106.79124999999995,4.446529865264893,5.8820600509643555,"Dylan Cease",18525,656302
"Clarke Schmidt","NYY",3,3,11.2,49,0.3839,0.8421,0.76,0.4286,0.1224,0.3265,0.2857,128.60107445176413,0.0408,50.85848913135146,0.2449,0.40625,141.7065447866988,0.625,85.74964619079185,0,12.883566284179688,0.0313,0.4688,4.628558060042399,121.69711261285615,,1.4838630847405794,36.27108950699146,2.7527522955844463,69.3122137618602,2.8452110226171237,1.2857105722339996,102.64088972887728,115.37857142857143,106.91581632653062,106.70357142857144,0.46110299229621887,0.06157650053501129,"Clarke Schmidt",19899,657376
"Drew Rasmussen","TBR",28,28,146,584,0.3724,0.8686,0.7703,0.424,0.121,0.2595,0.214,96.34070201926417,0.0531,66.14216169387275,0.161,0.2621359223300971,91.43723278245538,0.7602,104.30366318518314,0.090277777,10.050048245450478,0.0659,0.3788,2.835616438356164,76.48718022250253,3.46,3.2562654260086688,85.61888220725935,3.5588270912431694,90.06989656537282,3.742015697801857,1.0410958904109588,83.11280220647525,106.10710455764074,104.67663092046466,106.30527256479003,2.8989100456237793,3.6067099571228027,"Drew Rasmussen",25385,656876
"Hunter Greene","CIN",24,24,125.2,531,0.3194,0.797,0.7024,0.4136,0.145,0.2918,0.3089,136.55470045123383,0.0904,109.02646950020942,0.2185,0.2807017543859649,96.16959812194547,0.7632,105.62587147411762,0.161073825,20.698566648004885,0.0939,0.4013,4.440306530855709,104.34654428133126,4,4.369720906120854,103.69371415328146,3.642209929488216,91.36438336043511,3.331365771885722,1.2095458650359638,94.55856282522525,128.50869763205827,100.29275956284154,106.26375227686704,1.5890300273895264,1.6962000131607056,"Hunter Greene",22182,668881
"DL Hall","BAL",1,1,3.2,19,0.2368,0.875,0.8182,0.5,0.0789,0.2632,0.3158,142.13802970459233,0.1579,196.74205156911012,0.1579,0.5,174.40805512209081,0.375,51.449787714475114,0,14.571299743652343,0.1,0.3,12.27271583455734,323.45449363651875,,2.2942487539331564,58.47691790058753,3.505463551923342,88.69570222455046,4.032076482668183,2.1818161483657494,174.178820279884,114.2,98.41315789473686,106.22368421052632,0.11063499748706818,-0.23696599900722504,"DL Hall",22207,669084
"Jesse Chavez","ATL",1,1,1,6,0.4286,0.7143,0.8,0.6111,0.1111,0.3333,0,0,0,0,0,0.5,171.3020966547154,0.3333,46.13048262120378,0,25.284833272298176,0.3333,0.8333,18,438.710656521582,,3.1124298095703127,79.48008809822346,9.033929896354675,224.37635948344953,8.662977008819581,3,234.5307413929617,93.90526315789474,121.39999999999999,106.20526315789475,0.01987209916114807,-0.12561599910259247,"Jesse Chavez",5448,445926
"Tyler Wells","BAL",23,23,103.2,423,0.3464,0.834,0.7767,0.4275,0.1128,0.265,0.1797,80.86970626514612,0.0662,82.47972522962445,0.1135,0.24584717607973422,85.75545567464931,0.7275,99.80696518448255,0.109589041,19.061369488953027,0.0789,0.388,4.254005621643644,112.11676802629064,3.78,4.520785412200635,116.78275020767201,4.599255447814644,116.86254896165778,4.529543976816125,1.1382600076053289,90.8696112846042,106.44708358388453,103.9725796752856,106.02561635598316,0.8969770073890686,1.251520037651062,"Tyler Wells",20000,669330
"Cristian Javier","HOU",25,25,134.1,531,0.336,0.8026,0.7219,0.4143,0.1371,0.2802,0.3258,146.64397480297055,0.0923,114.9823290640254,0.2335,0.22491349480968859,78.45345040094051,0.8244,113.10347586172307,0.093567251,25.644833984375,0.0689,0.3213,2.679907542862634,69.6170478184174,,3.268757749570633,83.75420666650828,3.6048191135872303,91.25426285055099,3.2760384449033286,0.9677443904781734,77.25700279201845,116.05126772668675,100.89041684572409,105.97722389342502,3.043829917907715,4.1590399742126465,"Cristian Javier",17606,664299
"José Urquidy","HOU",28,28,162.1,671,0.3472,0.8746,0.807,0.4428,0.1002,0.2581,0.1982,89.21579757634127,0.0537,66.85124792330026,0.1446,0.2670940170940171,93.166696112228,0.7824,107.35070208888145,0.122727272,17.19641635374236,0.0909,0.4101,3.880911637796319,100.81601948809009,,4.430707730980491,114.09428585874268,4.274747474050691,108.50596267105423,4.144621703641009,1.1581133141360445,92.45454112058746,105.38590138674888,104.08420647149458,105.81756548536215,1.2201600074768066,2.5060300827026367,"Jose Urquidy",18413,664353
"Blake Snell","SDP",24,24,128,535,0.339,0.8237,0.6917,0.3763,0.1474,0.2896,0.3196,141.31870698888906,0.0953,114.97452503981785,0.2243,0.30666666666666664,105.06528594822544,0.7468,103.35065462316177,0.083333333,17.08252427184466,0.074,0.3891,3.375,88.12743106316512,3.19,2.7999298095703127,71.56069154581282,3.209379050694406,80.68658650354737,3.203361307120702,1.203125,94.05659941280234,119.48461538461538,99.59205128205127,105.79581196581195,3.587980031967163,2.7047600746154785,"Blake Snell",13543,605483
"George Kirby","SEA",25,25,130,542,0.336,0.8528,0.8151,0.4622,0.097,0.2591,0.2454,110.44981567086074,0.0406,50.57698410997732,0.2048,0.33062330623306235,115.32673563628771,0.751,103.04269021644832,0.090277777,11.252918030918435,0.0864,0.3796,3.3923076923076922,91.22601668900573,3.31,2.9893528864933896,77.4312684442069,3.3291529105259823,84.15542830862995,3.322279654506163,1.2076923076923076,96.4125330049001,97.33236673773985,107.36550106609803,105.68247334754795,2.998300075531006,2.132270097732544,"George Kirby",25436,669923
"Clayton Kershaw","LAD",22,22,126.1,493,0.3556,0.8545,0.7226,0.4305,0.139,0.31,0.2779,122.86578907287667,0.0467,56.26860525996298,0.2312,0.26791277258566976,91.78803932900637,0.7944,109.93713153993431,0.09090909,11.623302961343654,0.0423,0.3323,2.279689389016143,57.76179447366905,2.51,2.566254226785195,64.03392943766407,2.826212055214586,71.23398147823315,2.982783433440583,0.9419549906004202,73.63913410143893,105.8012486427796,104.09972855591751,105.51069489685123,3.8497800827026367,4.390059947967529,"Clayton Kershaw",2036,477132
"Matt Bush","- - -",6,6,5.1,21,0.2195,0.85,0.7931,0.4143,0.0857,0.3286,0.2857,128.60107464466574,0.0952,116.76849086244926,0.1905,0.25,86.68636781648283,0.6522,77.5475061203683,0.2,8.867837759164663,0.0769,0.3077,5.062500330037459,125.70774455156474,,4.4249298951355795,109.11184929421864,3.3752814095463712,84.71727448760308,3.441861829442863,1.1250000733416576,89.19037376241451,120.20857142857143,94.85142857142857,105.3442857142857,0.03139420226216316,0.048553988337516785,"Matt Bush",1246,456713
"Max Scherzer","NYM",23,23,145.1,565,0.3777,0.8176,0.7158,0.4282,0.1477,0.3083,0.3062,135.3801472151796,0.0425,51.23279230496567,0.2637,0.2761627906976744,94.61453012905791,0.8333,115.32620662220519,0.074712643,21.342299187320403,0.084,0.3389,2.291289776317877,59.407589950795,2.87,2.617015803879961,66.99278870213831,3.226548795794245,81.11015852496028,2.875482387648466,0.9082590104323116,71.00488636450926,106.0101710587147,103.60365233472031,105.2885806749885,4.4422101974487305,5.242099761962891,"Max Scherzer",3137,453286
"Sam Long","SFG",6,6,12.1,51,0.3061,0.7937,0.7634,0.4974,0.1128,0.2974,0.1569,69.35489805743259,0,0,0.1569,0.2926829268292683,100.27439804178462,0.7143,98.85103424760445,0.1,14.721714564732142,0.0465,0.3488,2.9189268938593154,75.0336562476235,,3.923242835642345,102.86412774454344,4.215743669980776,105.51327400478283,4.214963249739691,1.1351382365008449,88.74160406334742,92.10461538461537,102.49230769230768,105.14666666666668,0.143217995762825,0.14310799539089203,"Sam Long",25379,669674
"Logan Webb","SFG",32,32,192.1,787,0.3453,0.8722,0.7748,0.4162,0.1058,0.2934,0.2071,91.5735808782457,0.0623,75.09423164171564,0.1449,0.2926391382405745,100.25939588767902,0.7176,99.31166340109816,0.082706766,3.1207360861759423,0.0546,0.3891,2.901218312007353,74.57844113205881,3.59,3.0344400700002225,79.91898052551639,3.314630572784246,83.28310728525649,3.5557983647231417,1.1594474616086732,90.64202425908988,105.1081550802139,102.96373663101605,105.12727272727274,4.1911702156066895,4.178730010986328,"Logan Webb",17995,657277
