PlayerId,MLBAMID,Name
790,134321.0,Carl Pavano
791,408252.0,Brandon Phillips
795,150411.0,Brian Schneider
796,122765.0,Lee Stevens
798,123107.0,Fernando Tatis
801,134320.0,Javier Vazquez
802,123723.0,Jose Vidro
804,150415.0,Brad Wilkerson
807,134180.0,Masato Yoshii
812,112107.0,Alberto Castillo
813,329092.0,Randy Choate
814,407799.0,Brandon Claussen
815,112388.0,Roger Clemens
816,112641.0,Ron Coomer
818,114739.0,Jason Giambi
823,133340.0,Orlando Hernandez
824,115982.0,Sterling Hitchcock
826,116539.0,Derek Jeter
828,276376.0,Nick Johnson
829,116853.0,Steve Karsay
833,150404.0,Ted Lilly
836,118947.0,Ramiro Mendoza
837,119608.0,Mike Mussina
840,120485.0,Andy Pettitte
841,120691.0,Jorge Posada
842,120802.0,Bill Pulsipher
843,407487.0,Juan Rivera
844,121250.0,Mariano Rivera
847,150093.0,Alfonso Soriano
848,133341.0,Shane Spencer
849,122681.0,Mike Stanton
852,123327.0,Mike Thurman
853,123639.0,John Vander Wal
854,123697.0,Robin Ventura
855,124071.0,David Wells
856,124185.0,Rondell White
857,124288.0,Bernie Williams
858,124388.0,Enrique Wilson
859,110135.0,Edgardo Alfonzo
860,110183.0,Roberto Alomar
862,110359.0,Pedro Astacio
865,110859.0,Armando Benitez
867,111742.0,Jeromy Burnitz
869,112155.0,Roger Cedeno
871,113026.0,Jeff D'Amico
873,113915.0,Shawn Estes
874,114374.0,John Franco
876,115260.0,Mark Guthrie
883,117652.0,Al Leiter
887,136607.0,Joe McEwing
889,120045.0,Rey Ordonez
890,134341.0,Jay Payton
891,340392.0,Timo Perez
892,282993.0,Jason Phillips
893,120536.0,Mike Piazza
895,150242.0,Jae Weong Seo
898,123431.0,Steve Trachsel
899,123678.0,Mo Vaughn
902,124000.0,David Weathers
903,136300.0,Vance Wilson
904,136268.0,Chad Bradford
905,291565.0,Eric Byrnes
906,136767.0,Eric Chavez
910,407113.0,Justin Duchscherer
911,113679.0,Jermaine Dye
913,136605.0,Jeremy Giambi
914,453269.0,Brennan Boesch
916,115608.0,Scott Hatteberg
918,150421.0,Ramon Hernandez
921,218596.0,Tim Hudson
923,116798.0,David Justice
924,150477.0,Billy Koch
926,117756.0,Cory Lidle
927,150239.0,Terrence Long
929,118141.0,Mike Magnante
930,118898.0,Jim Mecir
931,236427.0,Frank Menechino
932,150426.0,Mark Mulder
933,119616.0,Greg Myers
934,150289.0,Carlos Pena
937,121616.0,Olmedo Saenz
941,123173.0,Miguel Tejada
942,123690.0,Randy Velarde
944,217096.0,Barry Zito
945,110029.0,Bobby Abreu
946,110067.0,Terry Adams
947,136724.0,Marlon Anderson
948,111262.0,Ricky Bottalico
949,150100.0,Pat Burrell
950,407781.0,Marlon Byrd
952,112690.0,Rheal Cormier
954,346855.0,Brandon Duckworth
955,283051.0,Johnny Estrada
956,114844.0,Doug Glanville
958,134162.0,Travis Lee
959,117759.0,Mike Lieberthal
961,118986.0,Jose Mesa
962,408206.0,Brett Myers
964,218894.0,Vicente Padilla
965,120416.0,Tomas Perez
966,120447.0,Robert Person
967,131700.0,Cliff Politte
968,120747.0,Todd Pratt
970,121409.0,Scott Rolen
971,276519.0,Jimmy Rollins
973,400067.0,Carlos Silva
975,124084.0,Turk Wendell
976,150116.0,Randy Wolf
977,150247.0,Jimmy Anderson
978,276520.0,Bronson Arroyo
979,346847.0,Joe Beimel
981,110862.0,Mike Benjamin
982,150249.0,Kris Benson
984,111145.0,Brian Boehringer
985,111531.0,Adrian Brown
988,114097.0,Mike Fetters
989,150319.0,Josh Fogg
990,114789.0,Brian Giles
993,116974.0,Jason Kendall
994,117957.0,Sean Lowe
995,406670.0,Rob Mackowiak
996,118268.0,Josias Manzanillo
998,132785.0,Brian Meadows
1001,120092.0,Keith Osik
1002,133380.0,Aramis Ramirez
1003,276523.0,Tike Redman
1004,121009.0,Pokey Reese
1005,121099.0,Al Reyes
1006,136608.0,Armando Rios
1007,150261.0,Scott Sauerbeck
1010,123725.0,Ron Villone
1011,285064.0,Ryan Vogelsong
1012,150337.0,Kip Wells
1013,400063.0,Dave Williams
1014,124328.0,Mike Williams
1015,346852.0,Craig Wilson
1017,333292.0,Jack Wilson
1018,124704.0,Kevin Young
1021,284568.0,Sean Burroughs
1025,112897.0,Deivi Cruz
1029,284566.0,Adam Eaton
1030,113833.0,Alan Embree
1032,114567.0,Ron Gant
1035,116034.0,Trevor Hoffman
1037,116496.0,Kevin Jarvis
1038,150090.0,D'Angelo Jimenez
1039,116717.0,Bobby Jones
1041,117148.0,Ryan Klesko
1042,117276.0,Mark Kotsay
1043,117442.0,Tom Lampkin
1044,117484.0,Ray Lankford
1045,400147.0,Brian Lawrence
1049,119732.0,Phil Nevin
1051,408241.0,Jake Peavy
1053,121002.0,Steve Reed
1055,328092.0,Brian Tollberg
1056,123387.0,Brett Tomko
1057,123438.0,Bubba Trammell
1058,407496.0,Ramón Vázquez
1061,110015.0,Paul Abbott
1064,110503.0,James Baldwin
1066,217100.0,Willie Bloomquist
1067,111214.0,Bret Boone
1068,111232.0,Pat Borders
1070,111904.0,Mike Cameron
1073,112297.0,Jeff Cirillo
1074,150433.0,Ben Davis
1076,211041.0,Ryan Franklin
1077,150119.0,Freddy Garcia
1079,136722.0,Carlos Guillen
1080,134280.0,John Halama
1082,115586.0,Shigetoshi Hasegawa
1086,118365.0,Edgar Martinez
1087,421024.0,Julio Mateo
1088,118808.0,Mark McLemore
1089,219194.0,Gil Meche
1091,119469.0,Jamie Moyer
1092,119704.0,Jeff Nelson
1093,119976.0,John Olerud
1094,334492.0,Joel Pineiro
1095,325392.0,Scott Podsednik
1096,121058.0,Desi Relaford
1097,121125.0,Arthur Rhodes
1099,122218.0,Ruben Sierra
1100,400089.0,Rafael Soriano
1101,400085.0,Ichiro Suzuki
1102,124383.0,Dan Wilson
1106,110383.0,Rich Aurilia
1107,110403.0,Manny Aybar
1108,110816.0,David Bell
1109,111188.0,Barry Bonds
1111,112270.0,Jason Christiansen
1112,150268.0,Pedro Feliz
1113,150269.0,Aaron Fultz
1114,114961.0,Tom Goodwin
1116,115817.0,Livan Hernandez
1118,462136.0,Marco Estrada
1119,116999.0,Jeff Kent
1120,134002.0,Ramon Martinez
1122,150274.0,Joe Nathan
1123,119718.0,Robb Nen
1124,133460.0,Russ Ortiz
1127,121353.0,Felix Rodriguez
1128,121541.0,Kirk Rueter
1129,121673.0,Reggie Sanders
1130,121693.0,Benito Santiago
1131,121834.0,Jason Schmidt
1133,122497.0,J.T. Snow
1135,150275.0,Yorvit Torrealba
1137,425532.0,Jerome Williams
1138,124482.0,Jay Witasick
1139,124580.0,Tim Worrell
1142,150449.0,Rick Ankiel
1144,110854.0,Andy Benes
1151,113358.0,Mike DiFelice
1152,136770.0,J.D. Drew
1153,113744.0,Jim Edmonds
1157,488984.0,Tommy Hunter
1158,116414.0,Jason Isringhausen
1159,461865.0,Andrew Romine
1163,117046.0,Darryl Kile
1164,117157.0,Steve Kline
1166,118305.0,Eli Marrero
1167,118329.0,Al Martin
1168,118362.0,Tino Martinez
1169,118414.0,Mike Matheny
1172,119403.0,Matt Morris
1176,135784.0,Placido Polanco
1177,405395.0,Albert Pujols
1178,121074.0,Edgar Renteria
1181,421004.0,Jason Simontacchi
1185,122751.0,Garrett Stephenson
1186,408039.0,So Taguchi
1187,123348.0,Mike Timlin
1188,123707.0,Dave Veres
1189,123726.0,Fernando Vina
1190,124315.0,Woody Williams
1191,453400.0,Chris Johnson
1193,110209.0,Wilson Alvarez
1197,111548.0,Emil Brown
1198,400125.0,Jesus Colome
1200,150132.0,Steve Cox
1201,408307.0,Carl Crawford
1205,114031.0,Sal Fasano
1206,114208.0,John Flaherty
1207,150472.0,Ryan Freel
1208,114909.0,Chris Gomez
1209,115132.0,Ben Grieve
1210,150134.0,Toby Hall
1211,150135.0,Travis Harper
1213,333492.0,Aubrey Huff
1217,406773.0,Joe Kennedy
1219,118353.0,Tom Martin
1223,150142.0,Ryan Rupe
1226,122109.0,Andy Sheets
1228,407901.0,Jorge Sosa
1230,122915.0,Tanyon Sturtze
1232,150244.0,Jason Tyner
1233,123675.0,Greg Vaughn
1234,124417.0,Paul Wilson
1235,133160.0,Randy Winn
1236,124643.0,Esteban Yan
1237,406913.0,Victor Zambrano
1239,111692.0,Dave Burba
1240,112031.0,Hector Carrasco
1241,112131.0,Frank Catalanotto
1243,150188.0,Francisco Cordero
1244,150277.0,Doug Davis
1245,285079.0,R.A. Dickey
1247,493603.0,Adam Ottavino
1249,113946.0,Carl Everett
1251,114932.0,Juan Gonzalez
1252,115114.0,Rusty Greer
1254,115587.0,Bill Haselman
1255,116400.0,Hideki Irabu
1256,137002.0,Gabe Kapler
1258,150286.0,Mike Lamb
1259,407890.0,Colby Lewis
1260,407886.0,Ryan Ludwick
1261,407891.0,Kevin Mench
1266,120191.0,Rafael Palmeiro
1267,120221.0,Chan Ho Park
1270,120440.0,Herbert Perry
1271,120717.0,Jay Powell
1274,121347.0,Alex Rodriguez
1275,121358.0,Ivan Rodriguez
1276,121363.0,Rich Rodriguez
1277,121386.0,Kenny Rogers
1279,121955.0,Rudy Seanez
1281,407893.0,Mark Teixeira
1282,123177.0,Anthony Telford
1283,123595.0,Ismael Valdez
1284,123650.0,Todd Van Poppel
1285,124548.0,Steve Woodard
1286,276545.0,Michael Young
1288,132787.0,Dave Berg
1292,112020.0,Chris Carpenter
1296,112903.0,José Cruz Jr.
1297,113232.0,Carlos Delgado
1298,113898.0,Kelvim Escobar
1300,113961.0,Scott Eyre
1302,114233.0,Darrin Fletcher
1303,136880.0,Roy Halladay
1304,115803.0,Felix Heredia
1305,400134.0,Eric Hinske
1307,407861.0,Orlando Hudson
1310,117842.0,Esteban Loaiza
1311,150479.0,Felipe Lopez
1312,407193.0,Brandon Lyon
1313,277405.0,Justin Miller
1314,119247.0,Raul Mondesi
1316,120247.0,Steve Parris
1318,150482.0,Josh Phelps
1319,120624.0,Dan Plesac
1322,122784.0,Shannon Stewart
1325,123839.0,Pete Walker
1326,150484.0,Vernon Wells
1327,150029.0,Jayson Werth
1329,218595.0,Chris Woodward
1375,123608.0,John Valentin
1376,116610.0,Mark Johnson
1377,118609.0,Quinton McCracken
1378,115224.0,Wilton Guerrero
1379,114353.0,Andy Fox
1380,117854.0,Keith Lockhart
1381,118065.0,John Mabry
1382,110847.0,Marvin Benard
1383,117928.0,Mark Loretta
1384,122644.0,Matt Stairs
1385,119348.0,Mike Mordecai
1386,133321.0,Alex Cora
1388,119853.0,Greg Norton
1389,120975.0,Jeff Reboulet
1390,114526.0,Andres Galarraga
1391,116083.0,Dave Hollins
1392,136660.0,Mark DeRosa
1393,118958.0,Orlando Merced
1394,115529.0,Lenny Harris
1395,124314.0,Gerald Williams
1397,407835.0,Jason Lane
1398,276054.0,Brady Clark
1399,346859.0,Jason Michaels
1401,113645.0,Shawon Dunston
1402,113240.0,David Dellucci
1403,115436.0,Dave Hansen
1406,120891.0,Tim Raines
1407,133342.0,Ricky Ledee
1408,123040.0,Mark Sweeney
1409,120408.0,Eduardo Perez
1412,111867.0,Miguel Cairo
1413,220194.0,Erubiel Durazo
1417,421124.0,Ramon Santiago
1419,408213.0,Hank Blalock
1420,119865.0,Abraham O. Nunez
1424,150255.0,Warren Morris
1425,111792.0,Homer Bush
1427,121357.0,Henry Rodriguez
1429,346857.0,Nick Punto
1430,276361.0,Adam Everett
1433,467092.0,Wilson Ramos
1434,110536.0,Willie Banks
1437,276542.0,Joaquín Benoit
1440,237800.0,Jeff DaVanon
1441,407791.0,Brendan Donnelly
1442,239795.0,Chad Durbin
1443,407885.0,Mark Ellis
1449,407397.0,Esteban German
1450,115103.0,Todd Greene
1451,421685.0,Aaron Harang
1453,116480.0,Mike James
1454,116718.0,Bobby Jones
1456,150220.0,Matthew LeCroy
1457,150221.0,Mike Lincoln
1462,118560.0,Dave McCarty
1463,119023.0,Dan Miceli
1464,407155.0,Craig Monroe
1467,150407.0,Guillermo Mota
1472,120539.0,Hipolito Pichardo
1475,400010.0,Jon Rauch
1476,133260.0,Jesus Sanchez
1477,122332.0,Aaron Small
1478,467094.0,Felix Doubront
1485,123010.0,Mac Suzuki
1486,123094.0,Tony Tarasco
1488,400083.0,Andres Torres
1489,346869.0,Josh Towers
1491,421064.0,Ty Wigginton
1492,150174.0,Rob Bell
1496,400180.0,Zach Day
1499,114376.0,Matt Franco
1500,348562.0,Keith Ginter
1502,407797.0,Nick Green
1503,408224.0,Aaron Guiel
1507,407793.0,John Lackey
1508,400077.0,Mike Maroth
1514,424144.0,Oliver Pérez
1515,150180.0,John Riedling
1516,424164.0,Kirk Saarloos
1523,407801.0,Marcus Thames
1528,424465.0,Runelvys Hernandez
1529,407840.0,Brandon Backe
1534,150212.0,Michael Cuddyer
1537,114588.0,Karim Garcia
1538,340393.0,Ross Gload
1541,124234.0,Chris Widger
1546,133729.0,Pete Munro
1550,121252.0,Ruben Rivera
1551,424325.0,David Ross
1554,276547.0,Dewayne Wise
1555,340192.0,Marco Scutaro
1556,408242.0,Wil Nieves
1564,400091.0,Jack Cust
1571,346871.0,Aaron Cook
1572,424825.0,Coco Crisp
1573,400098.0,Travis Hafner
1574,424805.0,Mark Hendrickson
1578,408036.0,Josh Bard
1580,408210.0,Chone Figgins
1581,448281.0,Sean Doolittle
1588,110262.0,Shane Andrews
1591,425206.0,Jamey Carroll
1594,134342.0,Ryan Christenson
1598,425186.0,Jason Davis
1601,408230.0,Pedro Feliciano
1605,407849.0,Bill Hall
1609,408299.0,Omar Infante
1610,116768.0,Felix Jose
1616,120047.0,Kevin Orie
