"all_star_status" "team_id" "team_full_name" "link" "season" "team_code" "file_code" "team_abbreviation" "team_name" "first_year_of_play" "short_name" "franchise_name" "club_name" "active" "venue_id" "venue_name" "venue_link" "league_id" "league_name" "league_link" "sport_id" "sport_link" "sport_name" "location_name" "spring_venue_id" "spring_venue_link" "division_id" "division_name" "division_link" "spring_league_id" "spring_league_name" "spring_league_link" "spring_league_abbreviation"
"1579" "N" 145 "Chicago White Sox" "/api/v1/teams/145" 1971 "cha" "cws" "CWS" "White Sox" "1901" "Chi White Sox" "Chicago" "White Sox" TRUE 3119 "Comiskey Park" "/api/v1/venues/3119" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Chicago" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1580" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1971 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 18 "Riverfront Stadium" "/api/v1/venues/18" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Cincinnati" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1581" "N" 114 "Cleveland Indians" "/api/v1/teams/114" 1971 "cle" "cle" "CLE" "Indians" "1901" "Cleveland" "Cleveland" "Indians" TRUE 3116 "Cleveland Municipal Stadium" "/api/v1/venues/3116" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Cleveland" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1582" "N" 147 "New York Yankees" "/api/v1/teams/147" 1971 "nya" "nyy" "NYY" "Yankees" "1903" "NY Yankees" "New York" "Yankees" TRUE 9 "Yankee Stadium" "/api/v1/venues/9" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Bronx" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1583" "N" 116 "Detroit Tigers" "/api/v1/teams/116" 1971 "det" "det" "DET" "Tigers" "1901" "Detroit" "Detroit" "Tigers" TRUE 6 "Tiger Stadium" "/api/v1/venues/6" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Detroit" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1584" "N" 117 "Houston Astros" "/api/v1/teams/117" 1971 "hou" "hou" "HOU" "Astros" "1962" "Houston" "Houston" "Astros" TRUE 21 "Astrodome" "/api/v1/venues/21" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Houston" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1585" "N" 118 "Kansas City Royals" "/api/v1/teams/118" 1971 "kca" "kc" "KC" "Royals" "1968" "Kansas City" "Kansas City" "Royals" TRUE 3137 "Municipal Stadium" "/api/v1/venues/3137" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Kansas City" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1586" "N" 119 "Los Angeles Dodgers" "/api/v1/teams/119" 1971 "lan" "la" "LA" "Dodgers" "1884" "Los Angeles" "Los Angeles" "Dodgers" TRUE 22 "Dodger Stadium" "/api/v1/venues/22" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Los Angeles" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1587" "N" 120 "Montreal Expos" "/api/v1/teams/120" 1971 "mon" "mon" "MON" "Expos" "1968" "Montreal" "Montreal" "Expos" TRUE 3129 "Jarry Park" "/api/v1/venues/3129" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Montreal" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1588" "N" 121 "New York Mets" "/api/v1/teams/121" 1971 "nyn" "nym" "NYM" "Mets" "1962" "NY Mets" "New York" "Mets" TRUE 25 "Shea Stadium" "/api/v1/venues/25" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Flushing" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1589" "N" 158 "Milwaukee Brewers" "/api/v1/teams/158" 1971 "ml4" "mil" "MIL" "Brewers" "1968" "Milwaukee" "Milwaukee" "Brewers" TRUE 23 "Milwaukee County Stadium" "/api/v1/venues/23" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Milwaukee" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1590" "N" 133 "Oakland Athletics" "/api/v1/teams/133" 1972 "oak" "oak" "OAK" "Athletics" "1901" "Oakland" "Oakland" "Athletics" TRUE 10 "Oakland-Alameda County Coliseum" "/api/v1/venues/10" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Oakland" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1591" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1972 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 27 "Three Rivers Stadium" "/api/v1/venues/27" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Pittsburgh" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1592" "N" 135 "San Diego Padres" "/api/v1/teams/135" 1972 "sdn" "sd" "SD" "Padres" "1968" "San Diego" "San Diego" "Padres" TRUE 28 "San Diego Stadium" "/api/v1/venues/28" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "San Diego" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1593" "N" 137 "San Francisco Giants" "/api/v1/teams/137" 1972 "sfn" "sf" "SF" "Giants" "1883" "San Francisco" "San Francisco" "Giants" TRUE 29 "Candlestick Park" "/api/v1/venues/29" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "San Francisco" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1594" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1972 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 30 "Busch Stadium" "/api/v1/venues/30" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "St. Louis" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1595" "N" 140 "Texas Rangers" "/api/v1/teams/140" 1972 "tex" "tex" "TEX" "Rangers" "1961" "Texas" "Texas" "Rangers" TRUE 3111 "Arlington Stadium" "/api/v1/venues/3111" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Arlington" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1596" "N" 108 "California Angels" "/api/v1/teams/108" 1972 "cal" "ana" "CAL" "Angels" "1961" "California" "California" "Angels" TRUE 1 "Anaheim Stadium" "/api/v1/venues/1" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Anaheim" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1597" "N" 142 "Minnesota Twins" "/api/v1/teams/142" 1972 "min" "min" "MIN" "Twins" "1901" "Minnesota" "Minnesota" "Twins" TRUE 3135 "Metropolitan Stadium" "/api/v1/venues/3135" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Bloomington " NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1598" "N" 110 "Baltimore Orioles" "/api/v1/teams/110" 1972 "bal" "bal" "BAL" "Orioles" "1901" "Baltimore" "Baltimore" "Orioles" TRUE 3134 "Memorial Stadium" "/api/v1/venues/3134" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Baltimore" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1599" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1972 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 26 "Veterans Stadium" "/api/v1/venues/26" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Philadelphia" 2525 "/api/v1/venues/2525" 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1600" "N" 111 "Boston Red Sox" "/api/v1/teams/111" 1972 "bos" "bos" "BOS" "Red Sox" "1901" "Boston" "Boston" "Red Sox" TRUE 3 "Fenway Park" "/api/v1/venues/3" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Boston" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1601" "N" 144 "Atlanta Braves" "/api/v1/teams/144" 1972 "atl" "atl" "ATL" "Braves" "1871" "Atlanta" "Atlanta" "Braves" TRUE 3112 "Atlanta Stadium" "/api/v1/venues/3112" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Atlanta" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1602" "N" 112 "Chicago Cubs" "/api/v1/teams/112" 1972 "chn" "chc" "CHC" "Cubs" "1874" "Chi Cubs" "Chicago" "Cubs" TRUE 17 "Wrigley Field" "/api/v1/venues/17" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Chicago" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1603" "N" 145 "Chicago White Sox" "/api/v1/teams/145" 1972 "cha" "cws" "CWS" "White Sox" "1901" "Chi White Sox" "Chicago" "White Sox" TRUE 3119 "Comiskey Park" "/api/v1/venues/3119" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Chicago" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1604" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1972 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 18 "Riverfront Stadium" "/api/v1/venues/18" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Cincinnati" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1605" "N" 114 "Cleveland Indians" "/api/v1/teams/114" 1972 "cle" "cle" "CLE" "Indians" "1901" "Cleveland" "Cleveland" "Indians" TRUE 3116 "Cleveland Municipal Stadium" "/api/v1/venues/3116" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Cleveland" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1606" "N" 147 "New York Yankees" "/api/v1/teams/147" 1972 "nya" "nyy" "NYY" "Yankees" "1903" "NY Yankees" "New York" "Yankees" TRUE 9 "Yankee Stadium" "/api/v1/venues/9" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Bronx" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1607" "N" 116 "Detroit Tigers" "/api/v1/teams/116" 1972 "det" "det" "DET" "Tigers" "1901" "Detroit" "Detroit" "Tigers" TRUE 6 "Tiger Stadium" "/api/v1/venues/6" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Detroit" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1608" "N" 117 "Houston Astros" "/api/v1/teams/117" 1972 "hou" "hou" "HOU" "Astros" "1962" "Houston" "Houston" "Astros" TRUE 21 "Astrodome" "/api/v1/venues/21" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Houston" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1609" "N" 118 "Kansas City Royals" "/api/v1/teams/118" 1972 "kca" "kc" "KC" "Royals" "1968" "Kansas City" "Kansas City" "Royals" TRUE 3137 "Municipal Stadium" "/api/v1/venues/3137" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Kansas City" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1610" "N" 119 "Los Angeles Dodgers" "/api/v1/teams/119" 1972 "lan" "la" "LA" "Dodgers" "1884" "Los Angeles" "Los Angeles" "Dodgers" TRUE 22 "Dodger Stadium" "/api/v1/venues/22" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Los Angeles" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1611" "N" 120 "Montreal Expos" "/api/v1/teams/120" 1972 "mon" "mon" "MON" "Expos" "1968" "Montreal" "Montreal" "Expos" TRUE 3129 "Jarry Park" "/api/v1/venues/3129" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Montreal" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1612" "N" 121 "New York Mets" "/api/v1/teams/121" 1972 "nyn" "nym" "NYM" "Mets" "1962" "NY Mets" "New York" "Mets" TRUE 25 "Shea Stadium" "/api/v1/venues/25" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Flushing" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1613" "N" 158 "Milwaukee Brewers" "/api/v1/teams/158" 1972 "ml4" "mil" "MIL" "Brewers" "1968" "Milwaukee" "Milwaukee" "Brewers" TRUE 23 "Milwaukee County Stadium" "/api/v1/venues/23" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Milwaukee" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1614" "N" 133 "Oakland Athletics" "/api/v1/teams/133" 1973 "oak" "oak" "OAK" "Athletics" "1901" "Oakland" "Oakland" "Athletics" TRUE 10 "Oakland-Alameda County Coliseum" "/api/v1/venues/10" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Oakland" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1615" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1973 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 27 "Three Rivers Stadium" "/api/v1/venues/27" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Pittsburgh" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1616" "N" 135 "San Diego Padres" "/api/v1/teams/135" 1973 "sdn" "sd" "SD" "Padres" "1968" "San Diego" "San Diego" "Padres" TRUE 28 "San Diego Stadium" "/api/v1/venues/28" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "San Diego" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1617" "N" 137 "San Francisco Giants" "/api/v1/teams/137" 1973 "sfn" "sf" "SF" "Giants" "1883" "San Francisco" "San Francisco" "Giants" TRUE 29 "Candlestick Park" "/api/v1/venues/29" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "San Francisco" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1618" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1973 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 30 "Busch Stadium" "/api/v1/venues/30" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "St. Louis" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1619" "N" 140 "Texas Rangers" "/api/v1/teams/140" 1973 "tex" "tex" "TEX" "Rangers" "1961" "Texas" "Texas" "Rangers" TRUE 3111 "Arlington Stadium" "/api/v1/venues/3111" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Arlington" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1620" "N" 108 "California Angels" "/api/v1/teams/108" 1973 "cal" "ana" "CAL" "Angels" "1961" "California" "California" "Angels" TRUE 1 "Anaheim Stadium" "/api/v1/venues/1" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Anaheim" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1621" "N" 142 "Minnesota Twins" "/api/v1/teams/142" 1973 "min" "min" "MIN" "Twins" "1901" "Minnesota" "Minnesota" "Twins" TRUE 3135 "Metropolitan Stadium" "/api/v1/venues/3135" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Bloomington " NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1622" "N" 110 "Baltimore Orioles" "/api/v1/teams/110" 1973 "bal" "bal" "BAL" "Orioles" "1901" "Baltimore" "Baltimore" "Orioles" TRUE 3134 "Memorial Stadium" "/api/v1/venues/3134" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Baltimore" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1623" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1973 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 26 "Veterans Stadium" "/api/v1/venues/26" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Philadelphia" 2525 "/api/v1/venues/2525" 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1624" "N" 111 "Boston Red Sox" "/api/v1/teams/111" 1973 "bos" "bos" "BOS" "Red Sox" "1901" "Boston" "Boston" "Red Sox" TRUE 3 "Fenway Park" "/api/v1/venues/3" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Boston" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1625" "N" 144 "Atlanta Braves" "/api/v1/teams/144" 1973 "atl" "atl" "ATL" "Braves" "1871" "Atlanta" "Atlanta" "Braves" TRUE 3112 "Atlanta Stadium" "/api/v1/venues/3112" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Atlanta" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1626" "N" 112 "Chicago Cubs" "/api/v1/teams/112" 1973 "chn" "chc" "CHC" "Cubs" "1874" "Chi Cubs" "Chicago" "Cubs" TRUE 17 "Wrigley Field" "/api/v1/venues/17" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Chicago" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1627" "N" 145 "Chicago White Sox" "/api/v1/teams/145" 1973 "cha" "cws" "CWS" "White Sox" "1901" "Chi White Sox" "Chicago" "White Sox" TRUE 3119 "Comiskey Park" "/api/v1/venues/3119" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Chicago" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1628" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1973 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 18 "Riverfront Stadium" "/api/v1/venues/18" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Cincinnati" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1629" "N" 114 "Cleveland Indians" "/api/v1/teams/114" 1973 "cle" "cle" "CLE" "Indians" "1901" "Cleveland" "Cleveland" "Indians" TRUE 3116 "Cleveland Municipal Stadium" "/api/v1/venues/3116" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Cleveland" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1630" "N" 147 "New York Yankees" "/api/v1/teams/147" 1973 "nya" "nyy" "NYY" "Yankees" "1903" "NY Yankees" "New York" "Yankees" TRUE 9 "Yankee Stadium" "/api/v1/venues/9" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Bronx" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1631" "N" 116 "Detroit Tigers" "/api/v1/teams/116" 1973 "det" "det" "DET" "Tigers" "1901" "Detroit" "Detroit" "Tigers" TRUE 6 "Tiger Stadium" "/api/v1/venues/6" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Detroit" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1632" "N" 117 "Houston Astros" "/api/v1/teams/117" 1973 "hou" "hou" "HOU" "Astros" "1962" "Houston" "Houston" "Astros" TRUE 21 "Astrodome" "/api/v1/venues/21" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Houston" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1633" "N" 118 "Kansas City Royals" "/api/v1/teams/118" 1973 "kca" "kc" "KC" "Royals" "1968" "Kansas City" "Kansas City" "Royals" TRUE 7 "Royals Stadium" "/api/v1/venues/7" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Kansas City" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1634" "N" 119 "Los Angeles Dodgers" "/api/v1/teams/119" 1973 "lan" "la" "LA" "Dodgers" "1884" "Los Angeles" "Los Angeles" "Dodgers" TRUE 22 "Dodger Stadium" "/api/v1/venues/22" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Los Angeles" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1635" "N" 120 "Montreal Expos" "/api/v1/teams/120" 1973 "mon" "mon" "MON" "Expos" "1968" "Montreal" "Montreal" "Expos" TRUE 3129 "Jarry Park" "/api/v1/venues/3129" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Montreal" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1636" "N" 121 "New York Mets" "/api/v1/teams/121" 1973 "nyn" "nym" "NYM" "Mets" "1962" "NY Mets" "New York" "Mets" TRUE 25 "Shea Stadium" "/api/v1/venues/25" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Flushing" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1637" "N" 158 "Milwaukee Brewers" "/api/v1/teams/158" 1973 "ml4" "mil" "MIL" "Brewers" "1968" "Milwaukee" "Milwaukee" "Brewers" TRUE 23 "Milwaukee County Stadium" "/api/v1/venues/23" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Milwaukee" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1638" "N" 133 "Oakland Athletics" "/api/v1/teams/133" 1974 "oak" "oak" "OAK" "Athletics" "1901" "Oakland" "Oakland" "Athletics" TRUE 10 "Oakland-Alameda County Coliseum" "/api/v1/venues/10" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Oakland" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1639" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1974 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 27 "Three Rivers Stadium" "/api/v1/venues/27" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Pittsburgh" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1640" "N" 135 "San Diego Padres" "/api/v1/teams/135" 1974 "sdn" "sd" "SD" "Padres" "1968" "San Diego" "San Diego" "Padres" TRUE 28 "San Diego Stadium" "/api/v1/venues/28" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "San Diego" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1641" "N" 137 "San Francisco Giants" "/api/v1/teams/137" 1974 "sfn" "sf" "SF" "Giants" "1883" "San Francisco" "San Francisco" "Giants" TRUE 29 "Candlestick Park" "/api/v1/venues/29" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "San Francisco" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1642" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1974 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 30 "Busch Stadium" "/api/v1/venues/30" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "St. Louis" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1643" "N" 140 "Texas Rangers" "/api/v1/teams/140" 1974 "tex" "tex" "TEX" "Rangers" "1961" "Texas" "Texas" "Rangers" TRUE 3111 "Arlington Stadium" "/api/v1/venues/3111" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Arlington" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1644" "N" 108 "California Angels" "/api/v1/teams/108" 1974 "cal" "ana" "CAL" "Angels" "1961" "California" "California" "Angels" TRUE 1 "Anaheim Stadium" "/api/v1/venues/1" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Anaheim" NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1645" "N" 142 "Minnesota Twins" "/api/v1/teams/142" 1974 "min" "min" "MIN" "Twins" "1901" "Minnesota" "Minnesota" "Twins" TRUE 3135 "Metropolitan Stadium" "/api/v1/venues/3135" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Bloomington " NA NA 200 "American League West" "/api/v1/divisions/200" NA NA NA NA
"1646" "N" 110 "Baltimore Orioles" "/api/v1/teams/110" 1974 "bal" "bal" "BAL" "Orioles" "1901" "Baltimore" "Baltimore" "Orioles" TRUE 3134 "Memorial Stadium" "/api/v1/venues/3134" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Baltimore" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1647" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1974 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 26 "Veterans Stadium" "/api/v1/venues/26" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Philadelphia" 2525 "/api/v1/venues/2525" 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
"1648" "N" 111 "Boston Red Sox" "/api/v1/teams/111" 1974 "bos" "bos" "BOS" "Red Sox" "1901" "Boston" "Boston" "Red Sox" TRUE 3 "Fenway Park" "/api/v1/venues/3" 103 "American League" "/api/v1/league/103" 1 "/api/v1/sports/1" "Major League Baseball" "Boston" NA NA 201 "American League East" "/api/v1/divisions/201" NA NA NA NA
"1649" "N" 144 "Atlanta Braves" "/api/v1/teams/144" 1974 "atl" "atl" "ATL" "Braves" "1871" "Atlanta" "Atlanta" "Braves" TRUE 3112 "Atlanta Stadium" "/api/v1/venues/3112" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Atlanta" NA NA 203 "National League West" "/api/v1/divisions/203" NA NA NA NA
"1650" "N" 112 "Chicago Cubs" "/api/v1/teams/112" 1974 "chn" "chc" "CHC" "Cubs" "1874" "Chi Cubs" "Chicago" "Cubs" TRUE 17 "Wrigley Field" "/api/v1/venues/17" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" "Chicago" NA NA 204 "National League East" "/api/v1/divisions/204" NA NA NA NA
