"all_star_status" "team_id" "team_full_name" "link" "season" "team_code" "file_code" "team_abbreviation" "team_name" "first_year_of_play" "short_name" "franchise_name" "club_name" "active" "venue_id" "venue_name" "venue_link" "league_id" "league_name" "league_link" "sport_id" "sport_link" "sport_name" "location_name" "spring_venue_id" "spring_venue_link" "division_id" "division_name" "division_link" "spring_league_id" "spring_league_name" "spring_league_link" "spring_league_abbreviation"
"271" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1891 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"272" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1891 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"273" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1891 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"274" "N" 178 "St. Louis Cardinals" "/api/v1/teams/178" 1891 "sl6" "t178" "STL" "Cardinals" "1882" "St. Louis" "St. Louis" "Cardinals" FALSE 401 "TBD" "/api/v1/venues/401" 100 "American Association" "/api/v1/league/100" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"275" "N" 211 "Columbus Colts" "/api/v1/teams/211" 1891 "cl6" "t211" "COL" "Colts" "1889" "Columbus" "Columbus" "Colts" FALSE 401 "TBD" "/api/v1/venues/401" 100 "American Association" "/api/v1/league/100" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"276" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1891 "ls2" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 100 "American Association" "/api/v1/league/100" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"277" "N" 151 "Milwaukee Brewers" "/api/v1/teams/151" 1891 "ml3" "t151" "MIL" "Brewers" "1891" "Milwaukee" "Milwaukee" "Brewers" FALSE 401 "TBD" "/api/v1/venues/401" 100 "American Association" "/api/v1/league/100" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"278" "N" 119 "Brooklyn Grooms" "/api/v1/teams/119" 1891 "bro" "la" "BRO" "Grooms" "1884" "Brooklyn" "Brooklyn" "Grooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"279" "N" 221 "Washington Senators" "/api/v1/teams/221" 1891 "ws9" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 100 "American Association" "/api/v1/league/100" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"280" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1892 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"281" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1892 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"282" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1892 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"283" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1892 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"284" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1892 "ls3" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"285" "N" 166 "Baltimore Orioles" "/api/v1/teams/166" 1892 "bln" "t166" "BAL" "Orioles" "1890" "Baltimore" "Baltimore" "Orioles" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"286" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1892 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"287" "N" 119 "Brooklyn Grooms" "/api/v1/teams/119" 1892 "bro" "la" "BRO" "Grooms" "1884" "Brooklyn" "Brooklyn" "Grooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"288" "N" 137 "New York Giants" "/api/v1/teams/137" 1892 "ny1" "sf" "NYG" "Giants" "1883" "New York" "New York" "Giants" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"289" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1892 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"290" "N" 221 "Washington Senators" "/api/v1/teams/221" 1892 "wsn" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"291" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1892 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"292" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1893 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"293" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1893 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"294" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1893 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"295" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1893 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"296" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1893 "ls3" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"297" "N" 166 "Baltimore Orioles" "/api/v1/teams/166" 1893 "bln" "t166" "BAL" "Orioles" "1890" "Baltimore" "Baltimore" "Orioles" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"298" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1893 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"299" "N" 119 "Brooklyn Grooms" "/api/v1/teams/119" 1893 "bro" "la" "BRO" "Grooms" "1884" "Brooklyn" "Brooklyn" "Grooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"300" "N" 137 "New York Giants" "/api/v1/teams/137" 1893 "ny1" "sf" "NYG" "Giants" "1883" "New York" "New York" "Giants" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"301" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1893 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"302" "N" 221 "Washington Senators" "/api/v1/teams/221" 1893 "wsn" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"303" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1893 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"304" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1894 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"305" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1894 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"306" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1894 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"307" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1894 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"308" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1894 "ls3" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"309" "N" 166 "Baltimore Orioles" "/api/v1/teams/166" 1894 "bln" "t166" "BAL" "Orioles" "1890" "Baltimore" "Baltimore" "Orioles" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"310" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1894 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"311" "N" 119 "Brooklyn Grooms" "/api/v1/teams/119" 1894 "bro" "la" "BRO" "Grooms" "1884" "Brooklyn" "Brooklyn" "Grooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"312" "N" 137 "New York Giants" "/api/v1/teams/137" 1894 "ny1" "sf" "NYG" "Giants" "1883" "New York" "New York" "Giants" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"313" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1894 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"314" "N" 221 "Washington Senators" "/api/v1/teams/221" 1894 "wsn" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"315" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1894 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"316" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1895 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"317" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1895 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"318" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1895 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"319" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1895 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"320" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1895 "ls3" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"321" "N" 166 "Baltimore Orioles" "/api/v1/teams/166" 1895 "bln" "t166" "BAL" "Orioles" "1890" "Baltimore" "Baltimore" "Orioles" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"322" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1895 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"323" "N" 119 "Brooklyn Grooms" "/api/v1/teams/119" 1895 "bro" "la" "BRO" "Grooms" "1884" "Brooklyn" "Brooklyn" "Grooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"324" "N" 137 "New York Giants" "/api/v1/teams/137" 1895 "ny1" "sf" "NYG" "Giants" "1883" "New York" "New York" "Giants" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"325" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1895 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"326" "N" 221 "Washington Senators" "/api/v1/teams/221" 1895 "wsn" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"327" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1895 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"328" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1896 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"329" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1896 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"330" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1896 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"331" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1896 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"332" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1896 "ls3" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"333" "N" 166 "Baltimore Orioles" "/api/v1/teams/166" 1896 "bln" "t166" "BAL" "Orioles" "1890" "Baltimore" "Baltimore" "Orioles" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"334" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1896 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"335" "N" 119 "Brooklyn Bridegrooms" "/api/v1/teams/119" 1896 "bro" "la" "BRO" "Bridegrooms" "1884" "Brooklyn" "Brooklyn" "Bridegrooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"336" "N" 137 "New York Giants" "/api/v1/teams/137" 1896 "ny1" "sf" "NYG" "Giants" "1883" "New York" "New York" "Giants" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"337" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1896 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"338" "N" 221 "Washington Senators" "/api/v1/teams/221" 1896 "wsn" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"339" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1896 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"340" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1897 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"341" "N" 112 "Chicago Colts" "/api/v1/teams/112" 1897 "chn" "chc" "CHI" "Colts" "1874" "Chi. Colts" "Chicago" "Colts" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"342" "N" 209 "Cleveland Spiders" "/api/v1/teams/209" 1897 "cl4" "t209" "CLE" "Spiders" "1887" "Cleveland" "Cleveland" "Spiders" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"343" "N" 113 "Cincinnati Reds" "/api/v1/teams/113" 1897 "cin" "cin" "CIN" "Reds" "1882" "Cincinnati" "Cincinnati" "Reds" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"344" "N" 148 "Louisville Colonels" "/api/v1/teams/148" 1897 "ls3" "t148" "LOU" "Colonels" "1882" "Louisville" "Louisville" "Colonels" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"345" "N" 166 "Baltimore Orioles" "/api/v1/teams/166" 1897 "bln" "t166" "BAL" "Orioles" "1890" "Baltimore" "Baltimore" "Orioles" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"346" "N" 134 "Pittsburgh Pirates" "/api/v1/teams/134" 1897 "pit" "pit" "PIT" "Pirates" "1882" "Pittsburgh" "Pittsburgh" "Pirates" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"347" "N" 119 "Brooklyn Bridegrooms" "/api/v1/teams/119" 1897 "bro" "la" "BRO" "Bridegrooms" "1884" "Brooklyn" "Brooklyn" "Bridegrooms" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"348" "N" 137 "New York Giants" "/api/v1/teams/137" 1897 "ny1" "sf" "NYG" "Giants" "1883" "New York" "New York" "Giants" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"349" "N" 138 "St. Louis Cardinals" "/api/v1/teams/138" 1897 "sln" "stl" "STL" "Cardinals" "1892" "St. Louis" "St. Louis" "Cardinals" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"350" "N" 221 "Washington Senators" "/api/v1/teams/221" 1897 "wsn" "t221" "WAS" "Senators" "1891" "Washington" "Washington" "Senators" FALSE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"351" "N" 143 "Philadelphia Phillies" "/api/v1/teams/143" 1897 "phi" "phi" "PHI" "Phillies" "1883" "Philadelphia" "Philadelphia" "Phillies" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"352" "N" 144 "Boston Beaneaters" "/api/v1/teams/144" 1898 "bsn" "atl" "BSN" "Beaneaters" "1871" "Boston" "Boston" "Beaneaters" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
"353" "N" 112 "Chicago Orphans" "/api/v1/teams/112" 1898 "chn" "chc" "CHI" "Orphans" "1874" "Chi. Orphans" "Chicago" "Orphans" TRUE 401 "TBD" "/api/v1/venues/401" 104 "National League" "/api/v1/league/104" 1 "/api/v1/sports/1" "Major League Baseball" NA NA NA NA NA NA NA NA NA NA
