Name,Team,G,GS,IP,TBF,O-Swing%,Z-Contact%,Contact%,Zone%,SwStr%,CSW%,K%,K%+,BB%,BB%+,K-BB%,BABIP,BABIP+,LOB%,LOB%+,HR/FB,LA,Barrel%,HardHit%,ERA,ERA-,xERA,FIP,FIP-,xFIP,xFIP-,SIERA,WHIP,WHIP+,Stuff+,Location+,Pitching+,WAR,RA9-WAR,NameASCII,PlayerId,MLBAMID
"Shane Baz","TBR",3,3,13.1,49,0.3238,0.7059,0.6863,0.4697,0.1616,0.3081,0.3673,159.37720972338076,0.0612,72.00221412177686,0.3061,0.12,41.151697150432305,1,139.0356468488656,0.23076923,20.337500435965403,0.1071,0.3214,2.025005117667734,49.03128227141831,2.51,4.070032582288769,98.912570772206,2.86528053342459,67.20465386176066,2.6820106663475114,0.6750017058892447,51.87691885297351,132.7439393939394,103.44040404040405,114.03939393939396,0.19586500525474548,0.5899569988250732,"Shane Baz",22264,669358
"Gerrit Cole","NYY",30,30,181.1,726,0.354,0.7964,0.703,0.4187,0.1452,0.321,0.3347,145.21766419019283,0.0565,66.41526608633043,0.2782,0.30528846153846156,104.69281927293477,0.7793,108.35072220652475,0.13483146,12.483606904609019,0.0977,0.3864,3.226109004001148,76.14117185012137,3.1,2.921868076692764,67.82967930123267,2.9332067702735487,68.7748251992641,2.933583773478602,1.0588255192619154,81.37550625867706,128.43024275118006,104.46277815239382,113.78806473364803,5.186110019683838,4.682650089263916,"Gerrit Cole",13125,543037
"Dustin May","LAD",5,5,23,93,0.295,0.7838,0.6941,0.4565,0.1413,0.3397,0.3763,161.4427666862012,0.0645,72.72783071288956,0.3118,0.2553191489361702,88.79615985502335,0.8621,119.26402441945896,0.4,2.5599000549316404,0.0784,0.3922,2.739130434782609,66.89530071343552,3.03,3.3004650903784714,76.5361772396976,1.8067085667796758,41.95777418143205,2.440271686860638,0.9565217391304348,73.97006615495454,130.38032786885242,103.00710382513662,112.5188524590164,0.5106329917907715,0.6602929830551147,"Dustin May",19716,669160
"Corey Knebel","LAD",4,4,5.2,22,0.3261,0.8519,0.7857,0.439,0.1098,0.2561,0.1818,77.99572589667983,0,0,0.1818,0.3333333333333333,115.92831981072493,0.8333,115.28855696186804,0,22.139723036024307,0.0556,0.2778,1.588234403142142,38.788009746622215,,1.7582663938656493,40.31048440884092,3.937768695325915,92.63082115730195,3.9953302895806018,1.0588229354280947,81.88125724272656,110.240243902439,108.55609756097559,112.4829268292683,0.27246400713920593,0.26638099551200867,"Corey Knebel",15010,608349
"Drew Rasmussen","TBR",10,10,42,154,0.3436,0.8556,0.8179,0.467,0.0934,0.2692,0.1818,78.88366927060271,0.0455,53.45618943259684,0.1364,0.19658119658119658,67.41374889315833,0.7877,109.51437924536292,0.055555555,7.876103368298761,0.0504,0.5042,1.9285714285714286,46.69634129309582,,2.955744593484061,72.10914357008129,3.849005542198817,89.94427384390741,4.227413097607427,0.7619047619047619,58.555809803409296,113.62857142857143,106.84578754578754,112.44194139194138,1.0237799882888794,1.8737000226974487,"Drew Rasmussen",25385,656876
"Pierce Johnson","SDP",2,2,2,10,0.3947,0.7778,0.75,0.2549,0.1176,0.2549,0.4,171.59059774485328,0.1,112.72813766134288,0.3,0.3333333333333333,115.92831981072493,1,138.34626840958015,0.5,16.367624282836914,0.25,0.25,4.5,113.25770183604418,,8.670030307769775,207.99016016110286,3.9343903034925463,92.55048864777675,2.8289179766082766,1.5,115.99851283390599,119.76470588235294,109.47254901960785,112.20980392156862,-0.07465419918298721,0.022077100351452827,"Pierce Johnson",13435,572955
"Corbin Burnes","MIL",28,28,167,657,0.3777,0.8106,0.6577,0.3886,0.1662,0.3385,0.3562,152.78614843599217,0.0518,58.33723960666806,0.3044,0.30851063829787234,107.2953598248199,0.7572,104.75304909638379,0.060869565,8.367002937458555,0.0313,0.3055,2.4251497005988023,57.657935989730824,2,1.6311081520811523,37.56068093273204,2.301176412608809,53.715392863383386,2.610739104591823,0.9401197604790419,72.7016627342245,133.12122732535698,104.0920108066384,112.01169432651483,7.468719959259033,6.263010025024414,"Corbin Burnes",19361,669203
"Julio Urías","LAD",32,32,185.2,745,0.3588,0.8491,0.7786,0.4738,0.1123,0.2979,0.2617,112.28243793161576,0.051,57.49891539260332,0.2107,0.2716049382716049,94.46011243836847,0.7615,105.35223508564178,0.093596059,15.51451247300559,0.0535,0.303,2.9569066015070997,72.213850708814,3.1,3.1269424155802366,72.46019200469307,3.7256760336888877,87.58761225746579,3.638597563595874,1.0179514529778542,78.72056978836324,117.56645114942526,108.03800287356329,111.65366379310348,5.038449764251709,5.115869998931885,"Julio Urias",14765,628711
"Joel Payamps","KCR",1,1,2.1,8,0.35,0.7778,0.625,0.3939,0.1818,0.3333,0.25,108.46504573517142,0,0,0.25,0.2,68.58616191738717,1,139.0356468488656,0.25,28.52100118001302,0.1667,0.6667,3.85714850621175,85.6635448913522,,7.027178813981525,164.2934685598263,4.480363648085378,104.53864043259232,3.8319159453569194,0.8571441124914999,65.8753825080282,105.46666666666665,106.92424242424242,111.35454545454547,-0.020705100148916245,0.057555798441171646,"Joel Payamps",14332,606303
"Dominic Leone","SFG",4,4,5.1,19,0.2979,0.8889,0.7317,0.4659,0.125,0.2955,0.2105,90.31084057967819,0,0,0.2105,0.2,69.55699188643497,0.3333,46.115422757077965,0,22.21346638997396,0,0.4,3.37500201165796,83.6228230884849,,1.6700294136995715,40.5060796657081,4.647388681126162,109.5043980187874,4.212411410383648,0.5625003352763267,43.499468240418274,109.37727272727274,109.87272727272729,110.9875,0.23305000364780426,0.131400004029274,"Dominic Leone",13763,608678
"Nathan Eovaldi","BOS",32,32,182.1,764,0.3383,0.8402,0.756,0.4759,0.1257,0.2989,0.2552,110.73656497669604,0.0458,53.87600259562206,0.2094,0.326171875,111.85438515823884,0.7044,97.94136691740346,0.082417582,12.804647507440476,0.0626,0.3624,3.75137812647105,81.76840905593845,3.35,2.791601812555591,65.07267955536106,3.4832677445146367,81.48994112056978,3.6026364481115434,1.1901301950938856,91.46686151559071,111.05333561409506,107.18121792678761,109.89876838864176,5.727330207824707,4.234379768371582,"Nathan Eovaldi",9132,543135
"Kyle Zimmer","KCR",2,2,3,13,0.3714,0.75,0.64,0.375,0.1607,0.3214,0.3846,166.8693008640421,0.1538,180.92864197066052,0.2308,0.5,171.46540479346794,1,139.0356468488656,0,12.333316802978516,0,0.3333,0,0,,1.8366969744364428,43.662779912400424,3.601056970159213,84.21273682593315,3.6909738276148802,1.6666666666666667,128.09083394495786,88.80178571428571,99.45892857142859,109.87857142857142,0.12066800147294998,0.2084980010986328,"Kyle Zimmer",14169,622092
"Connor Brogdon","PHI",1,1,1,5,0.2857,0.875,0.9167,0.44,0.04,0.2,0,0,0.2,225.45627532268577,-0.2,0.25,86.94623985804371,1,138.34626840958015,0,22.89517593383789,0,0,0,0,,6.170030307769776,142.31325408605989,9.698750299215316,229.61733201664387,9.831717976608278,2,154.66468377854133,91.00399999999999,111.632,109.824,-0.008370700292289257,0.06610029935836792,"Connor Brogdon",21205,641401
"Tyler Glasnow","TBR",14,14,88,340,0.3255,0.8086,0.6483,0.4586,0.1718,0.3368,0.3618,156.9553010927832,0.0794,93.39110752424588,0.2824,0.25,85.73270239673397,0.8235,114.49994435745032,0.142857142,12.971376126405424,0.0895,0.4684,2.659090909090909,64.38434935866242,2.74,2.772303035042503,67.69658370500824,2.698498486185616,63.34934842555503,2.915672077101741,0.9318181818181818,71.61442079649916,135.3078592814371,100.18495508982036,109.67155688622755,2.559609889984131,3.1514201164245605,"Tyler Glasnow",14374,607192
"Zack Wheeler","PHI",32,32,213.1,849,0.3524,0.8292,0.7596,0.4387,0.1236,0.2799,0.2909,124.80234856688158,0.0542,61.077670778747695,0.2367,0.287593984962406,100.02086239308787,0.7527,104.13901550890752,0.108108108,8.415410739272389,0.0456,0.2847,2.784379447780204,65.9973538768844,2.77,2.5887793792769385,59.142382418602644,2.8378045241034924,66.47551217587439,3.1785662709278917,1.0078141098867741,77.936625306595,114.99580068943901,105.95637731118771,109.49802569727359,7.217050075531006,6.694849967956543,"Zack Wheeler",10310,554430
"Brandon Woodruff","MIL",30,30,179.1,708,0.3482,0.8083,0.7458,0.4562,0.1288,0.3004,0.298,127.84468933073532,0.0607,68.46482905851737,0.2373,0.26107226107226106,90.79700572588246,0.814,112.60742772376197,0.126760563,10.573690427462983,0.0582,0.3244,2.559484417584387,60.85174398898175,3.27,2.9581339943314164,68.93005671798963,3.0503597424055187,71.52971989986409,3.30607129852326,0.964685848022002,74.60141581497844,113.92401715511076,107.3680128663331,109.44949964260191,4.742589950561523,6.295060157775879,"Brandon Woodruff",16162,605540
"Walker Buehler","LAD",33,33,207.2,815,0.3314,0.8624,0.7625,0.44,0.1158,0.2963,0.2601,111.5865235210364,0.0638,71.9247002234027,0.1963,0.24714828897338403,85.95445765433979,0.8093,111.96538344401338,0.1005291,11.083119498759451,0.0679,0.3688,2.4703009221755274,60.32992111042867,3.08,3.155584103546527,73.13297495592379,3.571943159589489,83.93210153459917,3.7279042027870424,0.9678956829576628,74.8496398676311,120.16354100445015,103.94246662428478,108.78080101716465,5.545979976654053,7.434319972991943,"Walker Buehler",19374,621111
"John Means","BAL",26,26,146.2,590,0.3216,0.7955,0.7632,0.4364,0.119,0.2676,0.2271,98.53773643508048,0.0441,51.82532243701995,0.1831,0.2398989898989899,82.26875482514876,0.8053,111.96675978037793,0.15,20.334100081457347,0.1009,0.3756,3.6204461333572757,82.04945117139437,4.03,4.61548149472221,101.36996654418407,4.362336622525628,101.81034778483694,4.1010614627205335,1.0295430624047996,79.12501766740594,112.65803955288048,104.26822871883064,108.59509888220123,2.4693400859832764,3.5072500705718994,"John Means",16269,607644
"Sam Howard","PIT",1,1,1,3,0.7273,,0.5,0.0833,0.3333,0.4167,1,428.9764943621332,0,0,1,0,,1,,0,,,,0,0,,-2.8299696922302244,-68.35079846035075,-2.8299696922302244,-68.29468283914203,0.24467797660827717,0,0,82.925,109.05,108.27499999999999,0.09432639926671982,0.06592319905757904,"Sam Howard",16265,607572
"Luis Patiño","TBR",15,15,68.1,301,0.3367,0.8316,0.7699,0.4326,0.1175,0.2514,0.2093,90.80794501441086,0.0963,113.30581017508612,0.113,0.27692307692307694,94.9654549625361,0.7108,98.82435672798158,0.107843137,20.960830316310975,0.0825,0.3835,4.741465885088754,114.80472328872042,,4.82368970596431,117.0412718376004,5.36463710338179,124.97935522014858,4.945211321162823,1.3756104728343914,105.72185558926499,120.25405629139073,102.33418874172182,108.05778145695359,0.47576001286506653,0.3416149914264679,"Luis Patino",22815,672715
"Phil Maton","CLE",1,1,1.1,7,0.0625,0.6667,0.6923,0.4483,0.1379,0.2414,0.4286,185.94007815523088,0.1429,168.00516746018215,0.2857,0.6666666666666666,228.62053972462394,0.6667,92.69043113988667,0,37.157666524251304,0,0,6.750016696792419,159.38392163333725,,0.9200247421723025,22.58052415718224,2.2432980122035584,52.82701169352149,3.106147602517072,2.250005565597473,172.92305356690613,94.77241379310344,100.11724137931034,107.96551724137932,0.09013810008764267,-0.015025399625301361,"Phil Maton",18064,664208
"Tommy Hunter","NYM",1,1,2,7,0.1667,1,1,0.6471,0,0.2353,0.1429,61.28235596975345,0,0,0.1429,0,0,1,,0,11.644860076904298,0,0.1667,0,0,,2.1700303077697756,51.301169380114345,3.9343903034925463,92.55048864777675,4.2629841120307255,0,0,96.16470588235295,114.7529411764706,107.76470588235294,0.06757929921150208,0.1354990005493164,"Tommy Hunter",1157,488984
"Héctor Santiago","SEA",1,1,3,12,0.5238,0.8889,0.85,0.3636,0.0909,0.2121,0.0833,36.155015100437076,0.0833,98.00301454777896,0,0.1111111111111111,38.10342328743732,1,139.0356468488656,0.25,16.966000366210938,0,0.5,3,72.41869434317006,,7.8366969744364425,187.01692759193477,5.855843635400137,136.33400186551913,6.096865477710777,1,76.8545003669747,76.140625,108.66562499999999,107.66250000000001,-0.07935889810323715,0.09485600143671036,"Hector Santiago",4026,502327
"Trevor Bauer","LAD",17,17,107.2,432,0.3144,0.8382,0.7203,0.4091,0.1265,0.3039,0.3171,136.04115650678392,0.0856,96.54956218183068,0.2315,0.22033898305084745,76.63058428166563,0.8886,122.93803466645407,0.159663865,19.1837843936753,0.1059,0.4235,2.591323251084227,63.28553979239564,3.39,4.033804724797851,93.76206155488921,3.6897702428118677,86.73383258065387,3.4846202874170946,1.0030928713874427,77.57152087682391,117.7905389221557,99.36017964071854,107.47185628742517,1.8021999597549438,3.3243699073791504,"Trevor Bauer",12703,545333
"Julian Merryweather","TOR",1,1,1,5,0.1,0.875,0.8889,0.5238,0.0476,0.2381,0,0,0.2,235.20723585549845,-0.2,0.25,85.73270239673397,1,139.0356468488656,0,4.629300117492676,0,0,0,0,,6.170030307769776,144.34613002324997,9.698750299215316,225.16597867060653,9.357157976608278,2,153.7090007339494,114.53333333333335,96.4904761904762,107.24285714285713,-0.010273899883031845,0.06656940281391144,"Julian Merryweather",16703,657240
"Aaron Nola","PHI",32,32,180.2,749,0.3414,0.8181,0.7379,0.4322,0.1279,0.3117,0.2977,127.71930336222171,0.0521,58.69689309346969,0.2457,0.3075221238938053,106.95156938290332,0.6682,92.43974893283946,0.135416666,14.410528912856766,0.0711,0.3724,4.632832589806602,109.81071280553608,3.35,3.3692919245356507,77.26898399797662,3.3734826131924995,79.21304154388372,3.262528141101636,1.1291491616732936,87.31974901450249,106.51865319865321,106.64989898989897,107.03356902356903,4.419119834899902,1.9469599723815918,"Aaron Nola",16149,605400
"Shane McClanahan","TBR",25,25,123.1,517,0.3469,0.8389,0.7039,0.4483,0.1479,0.3147,0.2727,118.32550412283416,0.0716,84.16506488862005,0.2012,0.3281733746130031,112.54076104091395,0.7891,109.71249030434397,0.142857142,8.454848780776516,0.1068,0.454,3.429738994202655,83.0439880249396,4.6,3.3078685179386764,80.57924113020125,3.234143558636065,75.73122881305278,3.6238501793291706,1.2729764115598505,97.83396608937669,115.05025667351129,102.00343942505137,106.96355236139627,2.535399913787842,2.842859983444214,"Shane McClanahan",21483,663556
"Jameson Taillon","NYY",29,29,144.1,603,0.337,0.8349,0.7581,0.4319,0.1223,0.2698,0.2322,100.73039030799087,0.073,85.8135841872479,0.1592,0.27249357326478146,93.44644168692854,0.7309,101.61758329028221,0.121212121,20.874376814639366,0.0823,0.4019,4.302550574283326,101.5468610217575,3.89,4.431003261907562,102.36680387444335,4.6897332895498,109.37839345323752,4.334580500405841,1.2055455715383232,92.6516025701968,105.90092787853222,104.99152256431884,106.8679460143399,1.9329700469970703,1.9011900424957275,"Jameson Taillon",11674,592791
"José Urquidy","HOU",20,20,107,423,0.3252,0.8333,0.7753,0.5003,0.1183,0.2839,0.2128,92.31067702757005,0.0449,52.8243193059052,0.1678,0.23728813559322035,81.37341244435767,0.772,107.33155629524649,0.121428571,20.558305870826548,0.0929,0.359,3.616822429906542,84.33909562316613,3.98,4.141992924592206,98.06820056147468,4.38508076946312,102.33609761691768,4.272728127657741,0.9906542056074766,76.13623400840486,101.20901840490795,106.74098159509204,106.77012269938655,1.76774001121521,2.6487300395965576,"Jose Urquidy",18413,664353
"Frankie Montas","OAK",32,32,187,778,0.3589,0.8314,0.727,0.4092,0.1371,0.2923,0.2661,115.43580700912979,0.0733,86.1620331228422,0.1928,0.29568788501026694,101.40048579161964,0.745,103.5815569024049,0.113636363,11.57333337255271,0.0868,0.4221,3.3689839572192515,81.62525349587153,3.98,3.3732388639195077,81.23926886281745,3.6434386459901367,85.1924244357893,3.7851651814765357,1.1818181818181819,90.82804588824285,114.79745033112584,103.34804635761587,106.71834437086092,4.006720066070557,3.7894699573516846,"Frankie Montas",14309,593423
"Dinelson Lamet","SDP",9,9,29.1,129,0.3552,0.8497,0.7188,0.4257,0.1426,0.2931,0.2403,103.08737439135432,0.0698,78.64753693327617,0.1705,0.34523809523809523,120.06861694682225,0.8021,110.97294251460414,0.114285714,17.05035328584559,0.1136,0.3864,3.988640945563969,100.38762376527141,,3.8518492728234452,91.83919998661514,4.1843246496490485,98.49350953865678,4.0841794843798045,1.431819826612707,110.72598035545009,107.66158415841583,101.85386138613862,106.71465346534654,0.5589280128479004,0.5034769773483276,"Dinelson Lamet",17186,659275
"Sandy Alcantara","MIA",33,33,205.2,837,0.3667,0.8433,0.7485,0.4511,0.1331,0.2788,0.2401,103.01586057793217,0.0597,67.34058345065115,0.1804,0.2702702702702703,93.99593498166887,0.7242,100.1912459426761,0.132911392,4.459684244791666,0.0608,0.3941,3.194484172049709,75.77762343609248,3.47,3.4180039649608487,81.59532421384814,3.4460535748415406,80.93865768181718,3.6783927700967536,1.0745525144946508,83.09766242887581,118.26785252263902,104.25187580853816,106.62639068564032,4.284830093383789,4.731599807739258,"Sandy Alcantara",18684,645261
"Kevin Gausman","SFG",33,33,192,775,0.3558,0.8119,0.7067,0.4504,0.1529,0.3101,0.2929,125.64859864786312,0.0645,72.72783071288956,0.2284,0.2742616033755274,95.38406060376103,0.7841,108.4760513540257,0.11299435,12.138696137422361,0.0709,0.4089,2.8125,69.68564437116521,3.52,3.0033636411031095,73.68348180454926,3.2757163454933718,76.88832315165658,3.4207828320519766,1.0416666666666667,80.55452280132359,109.34719516291565,103.66765199865637,106.53637890493783,4.800730228424072,5.535319805145264,"Kevin Gausman",14107,592332
"Lucas Giolito","CHW",31,31,178.2,720,0.3281,0.7834,0.697,0.4418,0.1525,0.298,0.2792,121.1193007817013,0.0722,84.93594601981086,0.2069,0.2694063926940639,92.3877523544713,0.7754,107.81300156426545,0.138461538,18.33131055540393,0.0667,0.3419,3.52611267745888,80.7387760590241,3.27,3.7912977795125307,84.99056114091327,3.7523997147080985,87.7111499672083,3.7191105696267694,1.1026098372371418,84.74052814057185,104.29578272604593,102.73208502024286,106.34905533063427,4.1397600173950195,4.610610008239746,"Lucas Giolito",15474,608337
"Aaron Loup","NYM",2,2,3,10,0.2,0.9231,0.7647,0.4595,0.1081,0.2703,0.3,128.69294830863998,0,0,0.3,0.2857142857142857,99.36713126633566,1,138.34626840958015,0,6.549285888671875,0,0.2857,0,0,,1.170030307769776,27.191893001077727,1.758150306344033,40.80313993195151,2.1161679766082764,0.6666666666666666,51.5548945928471,112.5918918918919,98.78648648648648,106.27567567567567,0.1386370062828064,0.20180299878120422,"Aaron Loup",10343,571901
"Clayton Kershaw","LAD",22,22,121.2,488,0.36,0.8081,0.6685,0.4324,0.1672,0.3272,0.2951,126.58322775314268,0.043,48.51005824159109,0.252,0.28852459016393445,100.3445128853488,0.717,99.19166413227663,0.147058823,9.781391427740695,0.0688,0.3688,3.550675208973247,86.71492340190692,3.15,2.9974280406669096,69.41794590929729,2.8738507316274404,67.33263072579021,3.0954873423487896,1.019175291464543,78.81521208463312,114.12092119866816,101.85499445061043,106.07874583795781,3.4274299144744873,2.503659963607788,"Clayton Kershaw",2036,477132
"Andrew Kittredge","TBR",4,4,6.1,26,0.3673,0.7619,0.641,0.4368,0.1609,0.3563,0.2692,116.80851069160147,0.0769,90.46432039731216,0.1923,0.14285714285714285,48.99011565527655,1,139.0356468488656,0.5,10.423500061035156,0.2353,0.3529,4.263160034561174,103.22354309086543,,8.064769606710383,195.00320811325233,3.5783715613095404,83.68834477349975,3.7905343069822064,1.1052637126640081,84.94449041053986,124.04367816091953,103.09540229885057,105.68160919540229,-0.18687599897384644,0.09467390179634094,"Andrew Kittredge",12828,552640
"Dylan Cease","CHW",32,32,165.2,708,0.3254,0.7851,0.6826,0.4024,0.1481,0.303,0.3192,138.49209205686049,0.096,112.95262651783406,0.2232,0.3090909090909091,105.99679569050747,0.7394,102.79763249284824,0.11299435,18.475224609375,0.0988,0.3852,3.91146076692481,89.56224142899178,3.65,3.4054422983717316,76.43554959910745,3.721085829627549,86.98730352582974,3.5664880911993073,1.2494944116565365,96.02926871919014,118.69833729216153,97.4794367153037,105.59521547336279,4.482379913330078,3.3008599281311035,"Dylan Cease",18525,656302
"Shane Bieber","CLE",16,16,96.2,405,0.3573,0.8337,0.6613,0.4201,0.1616,0.3355,0.3309,143.54880103894308,0.0815,95.82516959711157,0.2494,0.3273542600896861,112.25986143428844,0.8049,111.91316265080286,0.146666666,9.601752387152779,0.0897,0.4316,3.165516075470364,74.74535082877493,3.73,3.0252027749051185,71.99199574447664,2.9147924674248307,68.34916330668116,3.206545892761454,1.2103443817974922,93.02041273502114,111.02587096774194,101.22529032258062,105.48883870967741,2.561429977416992,2.6384999752044678,"Shane Bieber",19427,669456
"Janson Junk","LAA",4,4,16.1,71,0.3407,0.9079,0.8279,0.4534,0.085,0.2551,0.1408,61.10706783649368,0.0282,33.127779598574186,0.1127,0.2777777777777778,95.25855821859331,0.7333,101.9594743094896,0.208333333,13.927534432246768,0.1186,0.339,3.857150814640013,87.53570876268462,6.27,6.2924857291450245,142.88521481713417,4.905420004130535,114.36417086157553,4.8994573033222,1.3469415543187346,103.51852018068269,98.71457489878543,101.65020242914979,105.38663967611336,-0.11763300001621246,-0.013939700089395046,"Janson Junk",23301,676083
"Michael Fulmer","DET",4,4,12.2,56,0.3507,0.8,0.7423,0.3527,0.1208,0.2705,0.125,54.23252286758571,0.0893,105.0032299566229,0.0357,0.2558139534883721,87.7264861734022,0.5128,71.30033160328647,0.083333333,8.881749933416193,0.0227,0.3409,4.9736709793210325,114.67695714618841,,4.275290525396672,100.667672811748,4.920471962895759,114.71210938022173,5.241587735379357,1.3421016928326597,103.14655504432501,106.07149758454106,102.64637681159422,105.3840579710145,0.1657799929380417,-0.05544300004839897,"Michael Fulmer",13218,605242
"Max Scherzer","- - -",30,30,179.1,693,0.3369,0.7871,0.6845,0.435,0.1588,0.3158,0.3405,146.0872329450974,0.0519,58.56007088611849,0.2886,0.24742268041237114,86.04988686981645,0.8434,116.67757572127817,0.117346938,19.25535843460648,0.0803,0.3431,2.459108294909114,58.887224072701194,2.88,2.974862982776989,68.90222376194475,3.2359107622712275,75.94181293287002,2.901709491622876,0.8643124392537702,66.83930505152203,110.47525025967185,102.97537325932801,105.27057961605827,5.36572003364563,6.612030029296875,"Max Scherzer",3137,453286
"Tyler Mahle","CIN",33,33,180,759,0.3007,0.8203,0.7469,0.4027,0.1142,0.2929,0.2767,118.68914825285242,0.0843,95.05402841607484,0.1924,0.29711751662971175,103.33300346765284,0.7762,107.38571231635552,0.14117647,13.323196839565334,0.0653,0.3389,3.75,84.94039655290602,3.73,3.803363641103109,84.83834968113295,3.73637030373017,87.84190411949045,3.815537674127607,1.2333333333333334,95.37655499676715,104.74598242310111,104.21264908976771,104.72284996861266,3.8651700019836426,4.136590003967285,"Tyler Mahle",16358,641816
