Name,Team,G,GS,IP,TBF,O-Swing%,Z-Contact%,Contact%,Zone%,SwStr%,CSW%,K%,K%+,BB%,BB%+,K-BB%,BABIP,BABIP+,LOB%,LOB%+,HR/FB,LA,Barrel%,HardHit%,ERA,ERA-,xERA,FIP,FIP-,xFIP,xFIP-,SIERA,WHIP,WHIP+,Stuff+,Location+,Pitching+,WAR,RA9-WAR,NameASCII,PlayerId,MLBAMID
"Drew Rasmussen","TBR",8,8,44.2,177,0.341,0.9273,0.7899,0.4866,0.1049,0.2925,0.2655,114.48262771581162,0.0621,72.85308926358066,0.2034,0.29310344827586204,99.9507074264737,0.7743,107.60125236989101,0.064516129,9.02215470938847,0.0424,0.322,2.6194011208540497,64.101690871708,2.88,2.5386224820844454,61.607316833021216,3.104008805151183,72.41286579699396,3.464764838769179,1.0522380570952166,81.03926162138328,121.07443946188343,109.34080717488786,113.08460388639759,1.4293299913406372,1.6374000310897827,"Drew Rasmussen",25385,656876
"Sam Moll","OAK",1,1,1,4,0.4615,1,0.7,0.4348,0.1304,0.3913,0.75,323.35252848194074,0,0,0.75,1,341.00829592561615,1,138.95933166532376,0,31.949100494384766,0,0,0,0,,-2.7449601173400877,-66.10252990556292,-1.0916072010993956,-25.609588957924572,0.04836748456955009,1,77.01609067923123,126.75217391304349,106.01739130434783,112.6304347826087,0.09627480059862137,0.06802719831466675,"Sam Moll",14874,594580
"Jeffrey Springs","TBR",3,3,16,55,0.3545,0.75,0.6374,0.4787,0.1564,0.4218,0.4364,188.13238005089764,0.0727,85.25617723429693,0.3636,0.11538461538461539,39.34711106834033,1,138.95933166532376,0.111111111,15.000846275916466,0.037,0.2963,0.5625,13.765437003241177,1.68,1.8175398826599123,44.076657703849804,1.9350508980453016,45.102424758303926,2.2258555581855894,0.5,38.50804533961561,100.30758293838862,111.34597156398104,112.05118483412322,0.7177780270576477,1.111649990081787,"Jeffrey Springs",17677,605488
"Tyler Alexander","DET",1,1,3,10,0.3182,0.8,0.8182,0.5111,0.0889,0.2667,0.3,129.3410113927763,0,0,0.3,0,0,1,138.95933166532376,0.25,20.47971452985491,0.4286,0.5714,3,69.91022723506029,,5.588373215993246,131.59179593686073,3.459510437647502,80.71847399249019,2.9188949845695493,0.3333333333333333,25.672030226410403,93.59555555555556,118.95555555555555,112.02222222222223,-0.012885600328445435,0.09318839758634567,"Tyler Alexander",17735,641302
"Spencer Strider","ATL",32,32,186.2,763,0.3787,0.7739,0.6425,0.4376,0.1894,0.3381,0.3683,165.42829459964344,0.076,87.836090368469,0.2923,0.3155216284987277,106.18618365377455,0.7025,97.85093719103133,0.121546961,17.0153301211033,0.0795,0.3542,3.8571358155359636,86.93667726544373,3.09,2.853254901874916,66.18429138982643,2.9242737606487665,66.81755400720392,2.8581397499349155,1.0928551477351898,82.0745270257884,124.61126668837517,104.10667535004883,111.88573754477365,5.518599987030029,3.6890199184417725,"Spencer Strider",27498,675911
"Taylor Clarke","KCR",2,2,3,9,0.3529,0.8333,0.8333,0.5,0.0882,0.2647,0.2222,95.80815649143355,0,0,0.2222,0,0,1,,0,16.228142874581472,0,0.2857,0,0,,1.9217065493265795,45.03271192705146,4.126177104314169,96.2938514990567,3.8188049869924385,0,0,97.64117647058823,108.97058823529412,111.77647058823528,0.1151759997010231,0.20506100356578827,"Taylor Clarke",17611,664199
"Kyle Nelson","ARI",2,2,1.2,9,0.1875,0.8889,0.6667,0.4667,0.1333,0.3667,0.4444,199.63904890743035,0.1111,128.38876863911318,0.3333,0.3333333333333333,112.18056498906826,0,0,0.5,11.848999977111816,0.25,0.75,10.799978628200861,246.35549955922986,,8.055030384082517,190.1273624957561,2.2390653926344557,51.185411581257455,2.507353116245489,1.799996438033477,135.1815532057126,87.69666666666666,108.45333333333335,111.63666666666667,-0.05162059888243675,-0.1728370040655136,"Kyle Nelson",20515,669459
"Steven Okert","MIA",2,2,1,10,0.4286,0.8182,0.7647,0.5333,0.1333,0.3,0.1,44.91878604909062,0,0,0.1,0.7142857142857143,240.38692497657487,0.4762,66.32604446604567,0.4,24.149778578016495,0.3333,0.4444,45.00004559759946,1024.1597962515482,,27.25506420137962,632.147760937347,9.52181081385051,217.33182629343335,6.666665356443306,7.000007092959915,525.7076132390254,106.74666666666667,109.27666666666667,111.55333333333334,-0.20427900552749634,-0.3663010001182556,"Steven Okert",13580,595345
"Zack Wheeler","PHI",32,32,192,787,0.3664,0.8263,0.7402,0.4212,0.1327,0.2755,0.2694,121.00104988522153,0.0496,57.26106437766689,0.2198,0.29191321499013806,98.24096815610713,0.7128,99.27738781122872,0.0990099,14.132772354505258,0.0512,0.3624,3.609375,82.08137805814053,3.21,3.150873215993246,70.30885564446858,3.5361715966214744,80.77721149033323,3.5332908340697724,1.078125,80.96827803122483,109.18595434369051,105.69974635383637,111.43100824350034,5.944300174713135,4.651179790496826,"Zack Wheeler",10310,554430
"Alex Vesia","LAD",1,1,1,4,0.4444,0.6667,0.5714,0.4,0.2,0.3333,0.5,224.59393024545312,0,0,0.5,0.5,168.2708474836024,1,139.2846934344098,0,40.89085006713867,0,0,0,0,,-0.7449601173400877,-16.686196467351596,0.9083927989006044,20.827837916721105,1.3919299845695496,1,75.10101150722302,110.84,109.28,110.92,0.06921330094337463,0.06656400114297867,"Alex Vesia",25007,681911
"Ian Hamilton","NYY",3,3,4,19,0.475,0.85,0.6667,0.4118,0.1912,0.3088,0.2632,113.45702721984338,0.0526,61.69854882070543,0.2105,0.4166666666666667,142.08678996900673,0.7143,99.2566654355286,0.333333333,9.518846365121695,0.1538,0.3077,6.75,161.01437201975887,,4.755039882659912,109.87953108107274,2.7450545698404314,64.02659421317514,3.517336839564134,1.75,134.77815868865463,111.99852941176471,106.05,110.53676470588235,0.04137840121984482,-0.052780501544475555,"Ian Hamilton",19261,641656
"Beau Brieske","DET",1,1,2,9,0.4815,0.8571,0.7,0.2703,0.1579,0.2895,0.2222,95.80815649143355,0,0,0.2222,0.42857142857142855,146.14641253954977,1,138.95933166532376,0,-1.4042557307652064,0,0.5714,0,0,,1.2550398826599123,29.469813452896176,2.0817163407802584,48.52897921495092,2.145965482888611,1.5,115.52413601884683,115.54594594594595,101.84324324324322,110.327027027027,0.09127719700336456,0.13677799701690674,"Beau Brieske",26079,689225
"Brandon Woodruff","MIL",11,11,67,253,0.3242,0.8314,0.749,0.4736,0.1255,0.2979,0.2925,131.3830103191527,0.0593,68.50784040710836,0.2332,0.20394736842105263,68.63679305252202,0.9031,125.78573630011252,0.125,18.263647307389938,0.0683,0.4161,2.283582089552239,52.08968094251818,2.86,3.5983234647494644,81.71301707887523,3.62879227026185,82.89023233117508,3.445838183181209,0.8208955223880597,61.650084073093524,114.33413231064237,106.6210930009588,110.15417066155324,1.446810007095337,2.7876698970794678,"Brandon Woodruff",16162,605540
"Will Vest","DET",4,4,3.2,15,0.4828,1,0.8667,0.4314,0.0784,0.2549,0.1333,57.48489380863278,0,0,0.1333,0.3076923076923077,104.9256295155742,1,138.95933166532376,0,20.775615985576923,0,0.5385,0,0,,2.1641318084770376,50.8940295431908,5.320529888628391,124.19759473662594,5.192557826847921,1.0909080741828747,84.01747516397377,102.60000000000001,115.97058823529412,110.14313725490199,0.14898799359798431,0.24225200712680817,"Will Vest",19769,676684
"Trevor Kelley","TBR",3,3,6.1,24,0.3462,0.84,0.8605,0.4694,0.0606,0.2929,0.1667,71.8561171530068,0,0,0.1667,0.16666666666666666,56.83471598760269,1,138.95933166532376,0.111111111,12.207578960217928,0,0.4737,1.4210533448537248,34.77585830547397,,4.518198411418779,109.73394041978946,4.815068494033117,112.38846668290049,4.34949938883612,0.6315792643794332,48.64176589656858,122.33571428571427,106.97857142857143,110.0765306122449,0.08752670139074326,0.3199329972267151,"Trevor Kelley",18454,665001
"Bobby Miller","LAD",22,22,124.1,505,0.3156,0.8479,0.7638,0.4263,0.1131,0.2824,0.2356,105.84822835161192,0.0634,73.2197327431305,0.1723,0.2767857142857143,93.14993342842276,0.7132,99.33139781894769,0.107142857,10.301395150118095,0.0603,0.3736,3.7640851528618744,88.19762005608081,3.45,3.5124132264453394,79.26107631178705,3.747069565277272,85.58857579536078,3.932412444355364,1.1018796280813608,82.7522746281129,123.21481859989782,102.09003576903429,109.84041900868674,2.8260200023651123,2.6793699264526367,"Bobby Miller",27483,676272
"Mason Englert","DET",1,1,2.2,12,0.4,0.75,0.8182,0.4444,0.0889,0.2667,0.0833,35.9280585765034,0.0833,97.68937033376814,0,0.3,102.30248877768484,0.75,104.21949874899283,0,10.157599639892577,0,0.6,3.374995674943506,78.64890485088205,,3.6300394020980797,85.44050406600896,4.870052500201984,113.67306166225573,5.521169880697861,1.4999980777526694,115.52398797487211,89.64888888888889,108.87777777777778,109.82,0.04619929939508438,0.07144729793071747,"Mason Englert",22288,669438
"Kaleb Ort","BOS",2,2,4.1,17,0.3103,0.875,0.76,0.4821,0.1071,0.3214,0.2941,126.80491310481186,0.0588,68.95720238167058,0.2353,0.2222222222222222,75.77962131680358,0.9091,126.32666513766169,0.4,14.581090753728693,0.3636,0.3636,6.230773801637651,137.26412365679073,,7.639658483812333,177.21172296859683,3.54737038508232,82.77115176599678,3.3604277721228213,1.1538470003032686,88.86478520531547,119.775,106.94107142857145,109.49642857142858,-0.07970640063285828,-0.0004157169896643609,"Kaleb Ort",20061,672391
"Matt Koch","COL",1,1,1,4,0.3333,0.75,0.8,0.7692,0.0769,0.5385,0.5,224.59393024545312,0,0,0.5,0.5,168.2708474836024,1,139.2846934344098,0,-7.63415002822876,0,0,0,0,,-0.7449601173400877,-16.013869601636873,-0.7449601173400877,-16.89126983721202,0.06405498456954972,1,75.10101150722302,84.05384615384614,123.45384615384616,109.01538461538462,0.07043209671974182,0.06786440312862396,"Matt Koch",13420,571863
"George Kirby","SEA",31,31,190.2,757,0.3736,0.8684,0.7987,0.4818,0.1094,0.2729,0.2272,97.95972653934749,0.0251,29.422954110212068,0.2021,0.29182156133828996,99.51357334632293,0.7506,104.29972928143845,0.106796116,12.41228031726885,0.075,0.4089,3.351392611435444,81.76644086162327,3.82,3.3442005624633593,80.12108950923974,3.6305149147823403,84.71366292252239,3.714904121601483,1.0384596824166166,79.9781050677238,105.60884329678109,109.64018394057311,108.93700035373192,4.377769947052002,4.602109909057617,"George Kirby",25436,669923
"Bryce Miller","SEA",25,25,131.1,537,0.3384,0.8354,0.7833,0.4637,0.1141,0.2606,0.2216,95.54053571135064,0.0484,56.758069888395504,0.1732,0.2888283378746594,98.49285931366569,0.7056,98.05172864363682,0.107142857,17.81209480325589,0.1091,0.4208,4.317270085566012,105.33167851793132,4.83,3.978392013398486,95.33588705016506,4.311615897797058,100.62627031834405,4.168112376631287,1.1421349432714316,87.96276835891118,116.96595033428841,104.02096466093604,108.89489016236867,1.9418799877166748,1.6729300022125244,"Bryce Miller",29837,682243
"Dustin May","LAD",9,9,48,187,0.2864,0.8874,0.8725,0.4585,0.0598,0.2296,0.1818,81.67051972173833,0.0856,98.86621728360882,0.0963,0.208955223880597,70.32214521702787,0.7237,100.79813333317304,0.021276595,11.292815031828704,0.0519,0.3926,2.625,61.50731007538072,3.4,3.2342065493265792,72.99120759626646,4.582281279812257,104.64285050491475,4.869528431444288,0.9375,70.40719828802159,120.42641770401107,103.22489626556016,108.82019363762102,1.2299599647521973,1.7722699642181396,"Dustin May",19716,669160
"Gerrit Cole","NYY",33,33,209,821,0.331,0.845,0.7654,0.4255,0.1169,0.2772,0.2704,116.58020478965634,0.0585,68.53724398283299,0.2119,0.26145038167938933,89.15674912559048,0.8043,111.77163632741613,0.094339622,14.76423485599347,0.0754,0.3915,2.626794258373206,62.65950043512147,3.48,3.1641307917508215,73.0815707973293,3.5971969077461647,83.93525211649008,3.6260401182214945,0.9808612440191388,75.54209851312153,121.01720036596524,103.70481854223844,108.78051235132658,5.226980209350586,7.029980182647705,"Gerrit Cole",13125,543037
"Pablo López","MIN",32,32,194,801,0.3767,0.8219,0.7172,0.4276,0.1453,0.3012,0.2921,125.95004834865927,0.0599,70.24853550934408,0.2322,0.31275720164609055,106.65280037179765,0.7623,105.92687260285823,0.13114754,12.659821704826733,0.0627,0.3451,3.6649484536082473,86.75379551571382,3,3.3323594702887784,78.81275669474522,3.283718149010668,76.61142710509722,3.367610099928502,1.1546391752577319,88.92579542344222,98.90552797087055,107.16570671962926,108.76199933796754,4.470280170440674,4.234139919281006,"Pablo Lopez",17085,641154
"Tyler Glasnow","TBR",21,21,120,485,0.324,0.823,0.6587,0.4541,0.1645,0.3337,0.334,144.0085485272006,0.0763,89.431093093535,0.2577,0.29411764705882354,100.29655762518121,0.7004,97.32080839536916,0.144444444,5.783992915608437,0.1158,0.4456,3.525,86.26340522031136,3.63,2.9133732159932455,70.71810022982615,2.7450545698404314,64.02659421317514,3.0758005385377007,1.0833333333333333,83.43409823583382,121.12645195353745,100.68912354804648,108.66869060190074,3.1504499912261963,2.3067400455474854,"Tyler Glasnow",14374,607192
"Ryan Pepiot","LAD",3,3,18,64,0.3974,0.8684,0.7721,0.4147,0.1202,0.2791,0.1719,77.2041635218745,0.0156,18.054670607929964,0.1563,0.14285714285714285,48.077384995314965,0.8537,118.90156748442709,0.08,21.092940984987745,0.0588,0.2353,2,46.8627124383853,,3.8105954382154676,85.98112825469632,4.662474488549762,106.47235481206614,4.463315238475801,0.5555555555555556,41.72278417067946,101.08682170542636,110.12751937984497,108.26046511627908,0.38429099321365356,0.8329169750213623,"Ryan Pepiot",26221,686752
"Dylan Lee","ATL",1,1,2.2,9,0.4667,0.8571,0.6429,0.5161,0.1613,0.4516,0.3333,149.72928668057278,0.1111,128.38876863911318,0.2222,0,0,1,139.2846934344098,0,6.155199813842773,0,0.2,0,0,,2.1300413243454104,49.43534889287883,2.7500478733973623,62.842815794806675,2.958024049802167,0.37499951943816734,28.16284322452891,94.05806451612904,115.30967741935484,108.24838709677418,0.09460079669952393,0.18659399449825287,"Dylan Lee",19996,669276
"Garrett Whitlock","BOS",10,10,51.2,216,0.3671,0.8604,0.7453,0.4663,0.131,0.3041,0.2176,93.81215306951908,0.0324,37.99031035972304,0.1852,0.34,115.9428206147095,0.6964,96.77524877879648,0.166666666,10.79375,0.1063,0.4063,5.225803236313336,115.12459358528425,,4.474393971133024,103.7455809466189,3.878288047084092,90.50240302989874,3.893098277955604,1.3161282224789144,101.36305052793146,82.46370192307691,104.9762019230769,108.11334134615383,0.5925809741020203,0.4294759929180145,"Garrett Whitlock",20191,676477
"José Ruiz","ARI",1,1,1.2,9,0.3125,1,0.9167,0.4286,0.0345,0.2069,0.1111,49.90976222685759,0,0,0.1111,0.5,168.27084748360238,0.9091,126.62244856407395,1,-0.6519112586975098,0.25,0.625,16.199967942301292,369.53324933884477,,17.65501138692773,416.5928491665377,4.039061830667933,92.2500015644142,4.286390153425563,2.999994063389128,225.3025886761877,96.28214285714286,109.60357142857141,107.875,-0.1936119943857193,-0.1593559980392456,"Jose Ruiz",14552,614179
"Sandy Alcantara","MIA",28,28,184.2,762,0.38,0.8439,0.7712,0.4517,0.1229,0.2704,0.1982,89.01229226854926,0.063,72.78733233718721,0.1352,0.2873134328358209,96.69294967341331,0.6963,96.97925165482609,0.129411764,7.001862620790009,0.0699,0.4014,4.14259163333495,94.28158898079019,4.3,4.029406684708144,93.54725549070409,4.00270996011582,91.42068066810499,4.236575994636013,1.2129941514601683,91.09708772700432,112.92559764619341,105.52309672673776,107.66219198234646,2.869040012359619,3.010509967803955,"Sandy Alcantara",18684,645261
"Grayson Rodriguez","BAL",23,23,122,515,0.3418,0.8567,0.7592,0.4396,0.1212,0.2757,0.2505,107.99346543800179,0.0816,95.60280157280143,0.1689,0.3220858895705521,109.83396034414017,0.7223,100.3703447161698,0.139130434,10.3626977467467,0.0731,0.4327,4.352459016393443,104.07190688964296,4.18,3.927171030200896,93.19333072750193,3.780741402067122,88.22341429894122,4.00846795190726,1.3360655737704918,102.8985473829073,116.55708174904939,101.86768060836498,107.57595057034224,1.8335399627685547,1.4300099611282349,"Grayson Rodriguez",24492,680570
"Michael King","NYY",9,9,40.1,163,0.3081,0.8424,0.7563,0.4368,0.1035,0.3333,0.3129,134.89553310315327,0.0552,64.7266985351879,0.2577,0.3333333333333333,113.66943197520538,0.8416,116.94597213580424,0.1,15.589313581878065,0.1068,0.4272,2.2314067173845253,53.22793352893939,,2.6847914993283113,61.994382757614254,3.0352244197313745,70.80585164278791,3.1555988213516057,1.140496766663202,87.83660240070317,112.11811263318111,105.61872146118716,107.48599695585997,1.2942500114440918,1.3691600561141968,"Michael King",19853,650633
"Matt Barnes","MIA",1,1,1,5,0.4,1,0.9091,0.375,0.0417,0.25,0.4,179.67514419636248,0,0,0.4,0.6666666666666666,224.36112997813652,1,139.2846934344098,0,23.65526580810547,0,0,0,0,,-0.7449601173400877,-17.169798307451416,2.5617457151412966,58.546945670654225,2.12696498456955,2,150.20202301444604,105.89999999999999,110.3,107.39999999999999,0.06892310082912445,0.06621330231428146,"Matt Barnes",12863,598264
"Zac Gallen","ARI",34,34,210,846,0.3291,0.8853,0.7611,0.419,0.1122,0.2854,0.26,116.8100817788675,0.0556,64.19438374180714,0.2045,0.3007246376811594,101.20637928361593,0.7314,101.86691242126042,0.109452736,12.334868583077933,0.0923,0.4599,3.4714285714285715,79.18585298542722,4.18,3.2645636921837218,77.11928774649373,3.485153864395051,79.61330793392546,3.6684332209574526,1.119047619047619,84.04160811522576,105.79519950124688,104.19831670822943,107.39538653366587,5.1658501625061035,5.272449970245361,"Zac Gallen",19291,668678
"Trevor Richards","TOR",3,3,9,35,0.3204,0.7143,0.5294,0.3481,0.2025,0.3734,0.4,172.45468185703507,0.0857,100.48049476503174,0.3143,0.1875,63.93905548605303,0.9615,133.614741911064,0.181818181,22.895333184136284,0.1111,0.3333,3,71.0866145698906,,4.03281766043769,92.44588493689795,3.1646934469540917,73.83064510439054,2.893440078036619,0.8888888888888888,68.45874727042775,98.14050632911392,99.45000000000002,107.38860759493672,0.1466190069913864,0.2738029956817627,"Trevor Richards",19309,670950
"Hunter Greene","CIN",22,22,112,498,0.3339,0.8191,0.7253,0.4205,0.1343,0.2795,0.3052,137.1015154119152,0.0964,111.37338957931513,0.2088,0.33948339483394835,114.2503171106378,0.7265,101.18973447731898,0.142857142,17.36680830285904,0.0897,0.4345,4.821428571428571,104.7787669310907,3.82,4.246111311231341,91.98957027820201,4.00411075641002,91.45263802327293,3.7364473322499756,1.4196428571428572,106.6166145504327,123.61775291828795,102.788813229572,107.00583657587552,1.9507800340652466,1.2125300168991089,"Hunter Greene",22182,668881
"Corbin Burnes","MIL",32,32,193.2,784,0.3316,0.8608,0.7358,0.38,0.122,0.2918,0.2551,114.58873955446556,0.0842,97.27414314116399,0.1709,0.24385245901639344,82.0665198792979,0.7492,104.35009595354883,0.127906976,10.480117917999507,0.0529,0.3216,3.392420880888605,77.3828635794183,3.4,3.812698109655299,86.57501136496172,3.8043162049209522,86.89458381582638,4.021430127112227,1.068844935074492,80.27133576846647,127.36887133925637,102.16587693320176,106.59480092135564,3.434429883956909,4.802670001983643,"Corbin Burnes",19361,669203
"Ryan Walker","SFG",13,13,20.1,89,0.3648,0.7733,0.65,0.382,0.1481,0.3677,0.3596,161.50574723389505,0.1348,155.7976062647222,0.2247,0.3902439024390244,131.3333443774458,0.9353,130.26625996841057,0.23076923,10.96040899103338,0.0227,0.2045,2.213118421688278,52.61020231747481,,3.9435656138518214,94.25596517444956,3.0825931007063367,70.42940492451511,3.6442413818237305,1.5245926904963696,114.49845319279596,118.52334217506629,100.93289124668438,106.4342175066313,0.28333398699760437,0.6725119948387146,"Ryan Walker",20423,676254
"Trevor Rogers","MIA",4,4,18,79,0.3756,0.85,0.758,0.3788,0.1152,0.2818,0.2405,108.03252335803197,0.0759,87.75941146021029,0.1646,0.2857142857142857,96.15476999062993,0.7207,100.38536453702712,0.105263157,7.476840209960938,0.0784,0.3333,4,91.03633408817544,4.1,4.088373215993245,94.91468302345719,4.389134627580643,100.23645951828821,4.050727594803849,1.2222222222222223,91.79012517549484,96.44666666666664,106.00606060606063,106.36575757575758,0.26020801067352295,0.27649301290512085,"Trevor Rogers",22286,669432
"Jakob Junis","SFG",4,4,12.2,47,0.3411,0.9556,0.7865,0.355,0.095,0.32,0.2979,133.80063910401978,0.0426,49.170166196565106,0.2553,0.13793103448275862,46.419544133407555,0.9091,126.62244856407395,0.111111111,4.989600118001302,0.1,0.2667,0,0,,2.7813569322483853,66.50986219209572,2.929791504178,66.9434341872268,2.875640614496113,0.5526301088134481,41.503080161236674,103.46800000000002,101.82600000000002,106.3365,0.3516649901866913,0.6363049745559692,"Jakob Junis",13619,596001
"Julio Urías","LAD",21,21,117.1,482,0.3492,0.8566,0.7881,0.4532,0.1042,0.2941,0.2427,109.03522745149141,0.0498,57.53521574016906,0.1929,0.2829581993569132,95.2272320164438,0.7472,104.0780457867562,0.161073825,17.75027308130699,0.0866,0.3433,4.602285794766146,107.83779787969574,4.18,4.686862129920492,105.72931393331943,4.127339954763585,94.26395275557915,3.9040308962734667,1.1590942001633258,87.0491468644214,104.62477014602489,105.03450513791239,106.31157382368848,1.222890019416809,1.3695100545883179,"Julio Urias",14765,628711
"Joe Boyle","OAK",3,3,16,60,0.3546,0.8525,0.8108,0.4125,0.0875,0.2833,0.25,107.78417616064691,0.0833,97.68937033376812,0.1667,0.1794871794871795,61.20661721741828,0.7759,107.81327443375599,0.045454545,23.56269989013672,0.025,0.425,1.6875,41.3227991235449,2.23,3.1300398826599123,75.14168197074423,4.590900142490864,107.15120663245754,4.372749423802606,0.8125,62.575573676875365,131.51375,99.60791666666667,106.295,0.4016140103340149,0.6676610112190247,"Joe Boyle",29608,671212
"Nick Pivetta","BOS",16,16,87,366,0.3419,0.8602,0.7397,0.4214,0.1247,0.2934,0.2869,123.6867591398814,0.0792,92.88497464866488,0.2077,0.2890995260663507,98.5853367367895,0.7223,100.37694375587125,0.173913043,12.54292013792865,0.1278,0.4405,4.655172413793103,102.55358037273486,,4.404465170016234,102.12252568103416,3.7620337710983454,87.78634667705289,3.6921881418258655,1.2183908045977012,93.83569668963804,118.42027118644071,101.06691525423727,106.18840677966105,0.9983369708061218,1.1812100410461426,"Nick Pivetta",15454,601713
"Justin Garza","BOS",1,1,1,7,0.2857,0.9286,0.9444,0.5625,0.0313,0.1563,0.2857,123.18191530421312,0,0,0.2857,0.6666666666666666,227.33886395041077,0.8333,115.79944300811671,1,12.493520355224609,0.4,0.8,27,594.8107661618623,,25.25503988265991,586.0666879912818,2.5617457151412966,59.74393729482209,3.157988664004019,4,308.0643627169249,111.39062500000001,112.98125,106.04374999999999,-0.18575899302959442,-0.1847819983959198,"Justin Garza",19784,621057
