Name,Team,G,GS,IP,O-Swing%,Z-Contact%,Contact%,Zone%,SwStr%,CSW%,K%,K%+,BB%,BB%+,K-BB%,BABIP,BABIP+,LOB%,LOB%+,HR/FB,LA,Barrel%,HardHit%,ERA,ERA-,xERA,FIP,FIP-,xFIP,xFIP-,SIERA,WHIP,WHIP+,Stuff+,Location+,Pitching+,WAR,RA9-WAR,NameASCII,PlayerId,MLBAMID
"Dylan Cease","CHW",65,65,361,0.3353,0.8179,0.6941,0.3692,0.1429,0.2948,0.288,126.99987480238362,0.1025,123.97132377029745,0.1855,0.29683972911963885,102.1941776562971,0.7512,103.74575516708265,0.092592592,15.220635204168948,0.0619,0.3659,3.365650969529086,80.54315911646452,,3.4039588481765706,79.0732992226213,3.7832625170989047,91.79731052141074,3.793103085884608,1.260387811634349,98.66142281148288,119.2595126048967,97.1581697982275,105.17380255644541,8.136719942092896,7.477010011672974,"Dylan Cease",18525,656302
"Corbin Burnes","MIL",65,65,395.2,0.345,0.8475,0.7034,0.3649,0.1369,0.307,0.2802,124.77987242818725,0.074,87.1437693185669,0.2062,0.2513089005235602,85.34405140475235,0.7583,105.28925871382928,0.134328358,10.2619515923667,0.055,0.331,3.1617495936145765,74.9070383092754,,3.4678268061370487,82.42322087407194,3.3178972725804985,79.21842164889867,3.452144396478456,1.016005864614756,77.81899171039022,126.91288121778695,102.01347079921229,107.90063581810018,8.014479875564575,10.110249996185303,"Corbin Burnes",19361,669203
"Shohei Ohtani","LAA",51,51,298,0.3114,0.8223,0.7055,0.4499,0.1405,0.3089,0.3241,143.21792871882548,0.0831,100.1682920750013,0.241,0.26777609682299547,92.61320416622733,0.8182,112.90666809158824,0.123552123,13.196753637341486,0.0794,0.3391,2.6879194630872485,64.69842893178378,,3.1084852781871826,73.08265784344677,3.0618367655365266,74.13744746144823,3.1384912644353737,1.0335570469798658,81.1880347530569,123.3821739563701,96.79928166702447,105.45385240106398,7.966779708862305,9.956459999084473,"Shohei Ohtani",19755,660271
"Blake Snell","SDP",56,56,308,0.3208,0.8156,0.6644,0.3476,0.1508,0.3001,0.3171,141.5156362255832,0.1175,137.7492273764505,0.1997,0.2778581765557164,94.3180250089553,0.817,113.51604249166647,0.096296296,13.429661292814265,0.0739,0.3598,2.7175324675324677,68.3766049221525,,3.1730460860512473,76.27717568710482,3.4508779214574146,81.8920112262702,3.6918232331370295,1.1948051948051948,91.26902982917021,112.23240216724054,97.18127323364517,102.60681450512,7.68746018409729,10.071979999542236,"Blake Snell",13543,605483
"Sonny Gray","MIN",56,56,303.2,0.3119,0.886,0.769,0.4107,0.1053,0.2854,0.2415,105.92605225054588,0.0733,88.02912408539171,0.1683,0.28780487804878047,98.98176280302339,0.7695,106.40893017862001,0.070110701,10.563145082251651,0.0632,0.3909,2.9044973623470094,71.69364269345782,,3.053945527240582,74.88091128367469,3.649401163673057,88.01835736227335,3.8672024461989816,1.1394059947529085,89.0044677192084,103.19075372303527,100.23912450364804,102.52423142589299,7.645340204238892,8.835870265960693,"Sonny Gray",12768,543243
"Justin Steele","CHC",54,54,292.1,0.3245,0.8789,0.7831,0.462,0.1092,0.2611,0.2459,109.744613247031,0.07,82.9830836074427,0.1759,0.31683168316831684,107.3998901495714,0.7284,101.17139592666871,0.094017094,8.54998779296875,0.0482,0.353,3.1094677068753627,74.22750511065281,,3.0943648993563007,74.44380103796878,3.3850286912189547,80.5280280167029,3.6756712425566063,1.2451553853714323,95.20645690470577,97.81751080382723,100.43696568390803,100.41600312671001,7.478259801864624,6.315829753875732,"Justin Steele",17312,657006
"George Kirby","SEA",56,56,320.2,0.3573,0.8618,0.8055,0.4735,0.1041,0.267,0.2348,103.17114171200352,0.0316,38.249346919967856,0.2032,0.30760749724366043,105.94693264620936,0.7508,103.72950146583726,0.1,11.94431502609743,0.0796,0.397,3.3679797887560894,85.60139995938982,,3.200343549409645,79.03062266876555,3.5083412591096756,84.48735183307183,3.5491890479461627,1.1070674305633441,86.6407039077082,102.08751139490712,108.67239126752007,107.55232056993349,7.376070022583008,6.734380006790161,"George Kirby",25436,669923
"Pablo López","- - -",64,64,374,0.3644,0.8228,0.7294,0.4159,0.1362,0.2912,0.2655,115.6915480090652,0.0657,78.19951756662023,0.1997,0.2981366459627329,101.89175079790502,0.7526,104.37273477488827,0.128939828,11.847457627118644,0.0762,0.3482,3.7058823529411766,89.41817299688621,,3.515281023953688,86.4262009804225,3.4171682893911153,82.74754122608707,3.525348147725609,1.160427807486631,90.02341232528104,96.99352823741026,105.28833591299754,105.20374598246615,7.323230266571045,7.729990005493164,"Pablo Lopez",17085,641154
"Luis Castillo","- - -",58,58,347.1,0.3446,0.8154,0.729,0.4301,0.1377,0.2877,0.2724,119.17381825795854,0.0713,85.10992692771008,0.2011,0.2705479452054795,92.7978530701762,0.7621,105.52815966991804,0.117142857,13.535895963685702,0.0829,0.398,3.187140441864996,78.61738271316018,,3.4898603215759567,84.59313237973599,3.556615782526614,85.55008635582318,3.5791761550326187,1.091170937187745,84.92557828864675,98.72367920619094,102.8742299944756,101.94099611008706,7.130300045013428,7.967270255088806,"Luis Castillo",15689,622491
"Jordan Montgomery","- - -",64,64,367,0.3496,0.8349,0.752,0.4076,0.1211,0.2827,0.2159,96.03508882339369,0.056,66.63566349952616,0.1599,0.28502879078694815,97.4873511703049,0.7552,104.55897477699625,0.109859154,10.91172587267677,0.0731,0.3756,3.335146223786965,82.14471036431459,,3.586286982322619,86.5132549802558,3.7277524038109187,89.52677718426403,3.9345539551702506,1.1444129199268998,88.53528960128473,97.99516577335321,101.91590837768327,97.98618779379251,7.001909852027893,8.250200033187866,"Jordan Montgomery",16511,656756
